pidlink,kw03,kw04
170153106,,
170155102,1.0,3:Self
170160002,,
170160004,1.0,
170160006,,
170180006,,
170180008,,
170184202,,
170190003,,
170410004,,
171010003,,
171010004,,
171010006,1.0,3:Self
171020003,,
171020005,1.0,3:Self
171030002,,
171030003,,
171040003,1.0,3:Self
171050004,1.0,1:Parent
171070004,,
171080002,,
171080003,2.0,3:Self
171080007,1.0,3:Self
171100002,,
171150004,,
171151102,,
171160003,,
171160005,1.0,3:Self
171170001,,
171170002,,
171180004,,
171190002,,
171190004,1.0,3:Self
171190006,1.0,3:Self
171191103,,
171200002,,
171200004,,
171205104,2.0,3:Self
171210002,,
171210003,,
171210004,,
171210007,1.0,3:Self
171220003,,
171220005,,
171230002,,
171230003,1.0,3:Self
171230004,1.0,3:Self
171240004,,
171250002,,
171260002,,
171260003,,
171270002,,
171270003,1.0,3:Self
171280002,,
171280003,1.0,3:Self
172020003,,
172020005,1.0,3:Self
172030004,,
172040008,,
172045102,1.0,3:Self
172050002,,
172050004,1.0,
172060002,,
172060006,,
172070003,1.0,
172070004,,
172070006,1.0,3:Self
172100002,,
172120002,,
172150004,2.0,3:Self
172150010,,
172160004,1.0,3:Self
172170002,,
172175102,1.0,3:Self
172184102,,
172190003,2.0,3:Self
172190004,,
172190005,1.0,3:Self
172190010,,
172190011,,
172195102,1.0,3:Self
172200002,,
172200009,1.0,3:Self
173010004,,
173010005,1.0,4:Family
173030002,,
173030006,,
173033102,,
173040006,1.0,3:Self
173050002,,
173050003,1.0,3:Self
173060002,,
173065102,1.0,3:Self
173070004,1.0,
173070005,,
173080002,,
173090004,,
173110002,,
173130002,,
173140004,,
173140008,2.0,1:Parent
173143102,,
173143103,1.0,3:Self
173170001,,
173170002,,
173180006,,
173183106,,
173184202,1.0,3:Self
173193002,,
173205102,1.0,3:Self
173210005,,
173211102,,
173230002,,
173230003,1.0,3:Self
173250002,,
173250003,,
173250004,,
173260003,,
173270004,,
173270007,,
173280002,2.0,
173280003,1.0,3:Self
173281104,,
173290003,2.0,3:Self
173290005,,
173300004,2.0,3:Self
174020003,,
174030003,,
174030004,,
174030006,,
174040002,2.0,1:Parent
174040003,2.0,3:Self
174050002,,
174050003,,
174050005,1.0,3:Self
174060005,,
174060008,,
174063104,,
174065103,1.0,1:Parent
174080006,,
174100004,,
174110002,,
174120004,1.0,1:Parent
174123104,,
174130002,,
174140005,,
174145102,1.0,1:Parent
174145202,1.0,1:Parent
174160002,,
174165103,1.0,3:Self
174165204,1.0,3:Self
174170004,,
174170006,,
174170015,,
174170018,1.0,3:Self
174173102,,
174180002,,
174180003,,
174180005,1.0,3:Self
174190005,1.0,1:Parent
174200003,,
174200006,1.0,1:Parent
174200008,1.0,3:Self
174204102,,
174204202,,
175010002,,
175010003,,
175020004,,
175030003,,
175030006,1.0,3:Self
175030008,,
175040003,,
175050002,,
175050003,1.0,3:Self
175055102,1.0,3:Self
175060002,,
175060003,,
175065102,1.0,3:Self
175071104,1.0,3:Self
175075102,1.0,3:Self
175080002,,
175090002,,
175090003,,
175095102,1.0,3:Self
175100004,,
175110002,,
175110004,,
175110005,,
175110007,,
175120003,2.0,
175130004,,
175140003,,
175140005,,
175143202,,
175150003,2.0,
175150006,1.0,4:Family
175150007,,
175154203,,
175160002,,
175160003,,
175170003,,
175171103,1.0,3:Self
175180003,,
175181103,1.0,3:Self
175190003,,
175190004,,
175190007,1.0,3:Self
175200002,1.0,
175210004,2.0,3:Self
175220002,,
175230005,1.0,
175230007,1.0,3:Self
175233102,,
175240002,,
175240003,,
175240004,,
175250002,,
175250004,,
175250008,1.0,4:Family
175260005,,
175261102,,
175261103,1.0,3:Self
175270002,,
175275103,1.0,3:Self
175280005,,
175280006,,
175290002,,
175290006,1.0,3:Self
175300004,,
175300006,,
175300007,,
175303103,1.0,3:Self
176010003,,
176010004,1.0,3:Self
176010007,1.0,3:Self
176020002,1.0,
176020003,1.0,3:Self
176030001,,
176030003,,
176050002,,
176050007,,
176060002,,
176060004,1.0,3:Self
176070004,,
176093102,,
176100003,,
176103102,,
176110003,,
176110007,,
176110012,,
176120003,,
176140004,,
176140005,2.0,4:Family
176140006,,
176140007,,
176145102,1.0,1:Parent
176150002,,
176153104,,
176160002,,
176160005,,
176160006,1.0,3:Self
176164102,,
176164202,,
176170003,3.0,3:Self
176170004,1.0,3:Self
176180002,,
176180003,,
176180004,,
176190005,,
176190008,1.0,
176200006,,
177020003,,
177020004,,
177020007,1.0,3:Self
177020008,,
177030006,,
177040002,,
177050002,,
177060003,2.0,3:Self
177060004,,
177060005,1.0,3:Self
177070002,1.0,
177070003,,
177080002,,
177080003,1.0,3:Self
177090002,,
177090005,,
177093106,1.0,3:Self
177100001,,
177100002,1.0,3:Self
177100005,1.0,1:Parent
177110003,,
177120002,,
177120005,2.0,3:Self
177130002,,
177130003,,
177130004,,
177135102,1.0,4:Family
177140002,1.0,3:Self
177145202,1.0,1:Parent
177150002,1.0,
177150003,1.0,3:Self
177150004,2.0,3:Self
177150009,1.0,3:Self
177160001,,
177180002,,
177180004,1.0,3:Self
177180005,1.0,3:Self
177190003,1.0,4:Family
177190004,,
177200004,2.0,3:Self
177210004,,
177220002,,
177230002,,
177230005,1.0,3:Self
177240002,,
177240004,2.0,3:Self
177240005,1.0,3:Self
177250006,,
177260003,1.0,1:Parent
177270003,,
177280003,1.0,3:Self
177280006,1.0,3:Self
177280007,,
177290003,,
177290005,1.0,1:Parent
177290006,,
177290008,,
177300004,1.0,3:Self
177300005,1.0,3:Self
177305102,2.0,3:Self
178010002,,
178010003,,
178010008,2.0,3:Self
178010010,,
178030003,,
178030005,1.0,3:Self
178030014,1.0,3:Self
178030015,1.0,3:Self
178033203,1.0,3:Self
178034102,,
178035202,1.0,3:Self
178040002,,
178050002,1.0,
178050004,,
178050005,1.0,3:Self
178055102,1.0,3:Self
178060002,,
178060006,1.0,3:Self
178070002,,
178070007,1.0,3:Self
178080004,,
178090005,,
178090007,,
178090008,,
178091102,,
178100002,,
178100003,,
178100004,,
178100006,1.0,3:Self
178110002,,
178110006,1.0,3:Self
178120004,2.0,3:Self
178120007,,
178124102,,
178130002,,
178130003,1.0,3:Self
178140003,,
178150002,,
178150004,,
178150006,1.0,3:Self
178155102,1.0,3:Self
178160003,2.0,3:Self
178160004,1.0,3:Self
178170005,,
178170007,,
178174102,,
178180002,,
178180005,,
178183102,,
178183103,1.0,3:Self
178185102,1.0,3:Self
178190002,,
178200002,,
178200003,1.0,3:Self
178220004,,
178220006,,
178230002,1.0,3:Self
178230003,1.0,3:Self
178240003,,
178250002,,
178250003,,
178255102,1.0,3:Self
178260002,,
178260004,,
178264102,,
178270002,2.0,
178270003,,
178270004,2.0,3:Self
178270006,2.0,4:Family
178270007,1.0,3:Self
178280003,,
178280005,,
178280006,,
178280007,,
178290002,,
178300003,,
178300004,,
179010004,1.0,1:Parent
179010005,,
179020003,2.0,3:Self
179030003,,
179040002,,
179050003,1.0,3:Self
179050004,,
179060002,,
179060003,,
179060004,,
179065102,1.0,3:Self
179080002,,
179080004,1.0,3:Self
179083104,1.0,3:Self
179090002,,
179110003,1.0,3:Self
179110004,,
179113102,,
179120005,2.0,3:Self
179130001,,
179140002,,
179140003,1.0,3:Self
179150002,,
179160004,,
179170002,,
179180004,,
179200004,,
179204102,,
179220002,1.0,
179220003,,
179220004,1.0,3:Self
179220005,1.0,3:Self
179230002,,
179230004,1.0,3:Self
179240002,,
179250002,1.0,
179250003,,
179250005,1.0,3:Self
179260002,,
179260003,,
179260005,1.0,3:Self
179264202,1.0,1:Parent
179270003,1.0,
179270004,1.0,3:Self
179280002,,
179280004,,
179290002,,
179290003,1.0,1:Parent
179290004,1.0,1:Parent
179300002,,
179300003,,
179300004,1.0,3:Self
180010002,,
180010003,1.0,4:Family
180010005,1.0,3:Self
180031102,,
180040001,,
180040002,1.0,3:Self
180050002,,
180054102,,
180060004,,
180080002,,
180084102,,
180090002,,
180100005,,
180110006,1.0,3:Self
180120002,,
180120005,1.0,3:Self
180130005,1.0,3:Self
180130009,,
180140002,1.0,1:Parent
180160002,,
180160008,1.0,3:Self
180170003,1.0,3:Self
180180004,,
180210006,,
180215102,1.0,3:Self
180215202,1.0,3:Self
180220003,1.0,3:Self
180220004,,
180220008,,
180230003,,
180230005,,
180240002,,
180240003,,
180240004,,
180250004,,
180263102,,
180270004,,
180270009,1.0,3:Self
180275103,2.0,3:Self
180280003,1.0,3:Self
180280004,,
180283206,,
180290002,,
180300002,,
181010002,,
181020004,,
181024102,1.0,3:Self
181030008,1.0,3:Self
181034102,,
181035102,1.0,3:Self
181044102,,
181050004,,
181060002,,
181060006,1.0,3:Self
181070003,,
181070007,1.0,3:Self
181070010,,
181073106,,
181084102,,
181090002,,
181090005,,
181100002,,
181100004,,
181110004,1.0,
181110007,,
181110009,,
181113102,,
181120002,1.0,3:Self
181120004,1.0,3:Self
181130002,,
181134102,,
181140004,,
181140005,,
181150003,,
181160004,,
181200003,1.0,1:Parent
181210002,2.0,3:Self
181210005,1.0,3:Self
181220003,,
181220004,,
181230003,,
181230004,,
181240003,,
181240005,,
181245102,1.0,3:Self
181250002,2.0,3:Self
181250003,1.0,3:Self
181253102,,
181260002,,
181260003,,
181265102,1.0,3:Self
181270002,,
181270003,,
181270005,,
181280006,,
181280011,,
181300002,,
181300003,,
181300004,1.0,3:Self
182010002,,
182010003,,
182020004,1.0,3:Self
182021102,,
182021203,1.0,3:Self
182025102,1.0,3:Self
182030003,,
182030004,2.0,3:Self
182040003,,
182040004,1.0,3:Self
182050003,,
182060002,,
182060003,1.0,3:Self
182070005,,
182080005,,
182090005,1.0,3:Self
182091102,,
182120003,,
182120004,1.0,3:Self
182120005,1.0,3:Self
182130003,,
182130005,,
182130007,1.0,3:Self
182134102,,
182135102,1.0,3:Self
182140008,1.0,3:Self
182150009,2.0,
182170008,,
182174104,,
182180010,,
182190002,,
182195104,1.0,3:Self
182200004,,
182200007,1.0,3:Self
182200010,2.0,95:Other
183010004,,
183010009,1.0,3:Self
183020002,,
183020003,,
183020004,1.0,3:Self
183030002,,
183030003,,
183030004,2.0,3:Self
183040005,1.0,
183050003,,
183060002,,
183060004,1.0,3:Self
183070001,,
183070002,1.0,3:Self
183080004,,
183080006,,
183080009,1.0,3:Self
183080012,1.0,3:Self
183083102,,
183090002,,
183090003,2.0,3:Self
183090004,1.0,3:Self
183090005,1.0,3:Self
183100004,1.0,3:Self
183104202,,
183110005,,
183110006,,
183110007,1.0,3:Self
183111102,,
183114102,2.0,4:Family
183120002,,
183130006,,
183130007,1.0,3:Self
183133202,,
183140002,,
183140003,,
183140004,,
183150006,1.0,3:Self
183153102,,
183164102,,
183170002,2.0,
183170004,1.0,3:Self
183170009,,
183172108,,
183180002,,
183180004,1.0,3:Self
183185102,1.0,3:Self
183190002,,
183190003,1.0,3:Self
183200002,,
184010002,,
184020002,1.0,3:Self
184020005,1.0,3:Self
184020006,,
184040001,,
184050003,,
184060003,2.0,3:Self
184063102,,
184070001,,
184072103,,
184074202,,
184075102,1.0,3:Self
184080003,2.0,3:Self
184080004,1.0,3:Self
184090002,1.0,
184090003,,
184090005,,
184090008,1.0,3:Self
184100003,,
184100005,1.0,3:Self
184100006,,
184110001,,
184110003,,
184114102,1.0,3:Self
184120002,,
184120005,1.0,3:Self
184125102,1.0,3:Self
184130003,,
184140002,,
184140006,1.0,
184143102,,
184145102,2.0,3:Self
184150003,,
184150004,1.0,3:Self
184161107,1.0,1:Parent
184180004,1.0,1:Parent
184180007,1.0,4:Family
184181105,,
184194102,1.0,
184195102,1.0,3:Self
184200002,,
184203102,,
184210006,,
184211117,,
184230004,,
184233102,,
184240002,,
184240004,,
184250005,1.0,3:Self
184253304,,
184260004,,
184264103,1.0,3:Self
184270003,1.0,3:Self
184270007,,
184271103,,
184271107,1.0,3:Self
184294104,3.0,3:Self
184300003,,
184300008,1.0,3:Self
184304102,,
184305102,1.0,3:Self
185010002,,
185010003,1.0,3:Self
185020003,1.0,3:Self
185020005,,
185020006,1.0,3:Self
185020007,,
185030004,,
185030006,1.0,3:Self
185033102,,
185040003,,
185040008,,
185044102,,
185050002,,
185050003,,
185050004,1.0,3:Self
185060002,,
185060004,,
185060007,,
185073102,1.0,3:Self
185080004,2.0,
185080007,1.0,3:Self
185090002,,
185090006,1.0,3:Self
185100002,,
185100014,1.0,3:Self
185105102,1.0,3:Self
185110002,,
185110003,1.0,3:Self
185120002,,
185120003,,
185130002,,
185140003,,
185140009,,
185150004,,
185160002,,
185160003,,
185180002,,
185180008,1.0,3:Self
185194102,1.0,3:Self
185194202,1.0,3:Self
185195102,1.0,3:Self
185200002,,
185200003,,
186010003,,
186014102,,
186020007,,
186022105,1.0,3:Self
186024102,1.0,3:Self
186030007,1.0,
186034202,,
186040005,,
186050004,,
186060003,,
186080003,,
186080004,,
186080005,1.0,3:Self
186080008,,
186080009,,
186090005,1.0,3:Self
186100003,,
186100005,,
186100006,,
186110002,,
186110004,,
186110006,,
186110008,1.0,3:Self
186110009,1.0,3:Self
186110010,1.0,
186120003,,
186130004,,
186140002,1.0,
186140005,1.0,3:Self
186145102,1.0,3:Self
186150003,,
186160003,,
186160005,,
186170009,,
186180001,,
186180002,,
186180006,1.0,3:Self
186200004,2.0,3:Self
186200005,,
186204102,,
186210001,,
186213102,1.0,3:Self
186220001,,
186220003,,
186220004,,
186230001,,
186240004,,
186243102,1.0,3:Self
186244102,,
186260001,1.0,3:Self
186265102,1.0,3:Self
186270002,,
186270003,,
186270004,1.0,3:Self
186280001,,
186280003,1.0,3:Self
186290003,,
186300005,1.0,3:Self
187030003,1.0,
187030005,,
187040004,,
187040005,,
187040006,,
187040009,,
187050001,,
187060002,,
187060004,1.0,3:Self
187065104,1.0,3:Self
187070002,,
187070004,1.0,3:Self
187080005,1.0,3:Self
187090004,1.0,
187090005,,
187094102,,
187110002,,
187110004,1.0,3:Self
187130006,,
187132102,,
187140003,,
187143208,1.0,3:Self
187150007,,
187154202,1.0,3:Self
187160002,,
187170003,,
187170005,1.0,3:Self
187175102,1.0,3:Self
187180002,,
187190003,,
187193102,,
187200003,,
187410002,,
187412113,,
188030002,,
188030003,1.0,3:Self
188040002,,
188044202,,
188050002,,
188060003,,
188060007,,
188065102,1.0,3:Self
188080003,2.0,
188080004,1.0,3:Self
188083105,,
188083202,,
188090004,1.0,3:Self
188104102,,
188104202,,
188120003,,
188120006,,
188130002,,
188140004,1.0,
188140007,1.0,3:Self
188144102,,
188150002,,
188160002,,
188160004,1.0,3:Self
188180002,,
188180003,,
188190002,,
188190004,,
188190007,1.0,3:Self
189030003,,
189030006,1.0,3:Self
189080014,1.0,3:Self
189110002,,
189110005,1.0,3:Self
189130004,,
189131102,,
189133310,1.0,3:Self
189134102,,
189150004,,
189150007,2.0,3:Self
189163102,,
189163202,,
189170002,,
189180008,,
190023202,,
190025103,1.0,3:Self
190030007,,
190050003,,
190050005,,
190050008,,
190050009,,
190050016,1.0,3:Self
190080003,,
190080005,2.0,3:Self
190080012,,
190080017,1.0,3:Self
190083202,,
190085202,1.0,3:Self
190090002,,
190090013,1.0,3:Self
190091107,1.0,3:Self
190093102,,
190095102,2.0,3:Self
190100002,1.0,3:Self
190120003,,
190120004,1.0,3:Self
190130004,1.0,3:Self
190130005,,
190130006,,
190130007,,
190160004,1.0,3:Self
190165102,1.0,3:Self
190171102,,
190181102,,
190181105,1.0,3:Self
191010002,,
191010003,,
191010005,1.0,3:Self
191080003,1.0,
191080004,,
191090002,,
191090003,1.0,3:Self
191100017,,
191110002,,
191110003,1.0,3:Self
191110004,1.0,3:Self
191130003,,
191130005,,
191135202,1.0,3:Self
191140002,,
191180003,1.0,3:Self
191180006,1.0,3:Self
191190003,,
191200002,,
191200003,,
192040004,2.0,3:Self
192040006,,
192044102,,
192050002,,
192060003,,
192070002,,
192070003,,
192070004,,
192080002,,
192080003,1.0,1:Parent
192090002,,
192110002,,
192110003,1.0,3:Self
192110009,2.0,3:Self
192120002,,
192120008,1.0,3:Self
192125202,1.0,3:Self
192130006,1.0,3:Self
192130008,,
192135102,1.0,3:Self
192140002,,
192170003,,
192170005,1.0,3:Self
192190004,,
193010001,,
193010004,,
193015102,1.0,3:Self
193020002,,
193023104,,
193040003,,
193045102,2.0,3:Self
193050006,,
193060003,,
193060009,,
193063102,,
193070005,2.0,
193070010,,
193070013,1.0,3:Self
193080004,,
193100005,,
193104104,,
193120003,,
193130006,1.0,3:Self
193135102,1.0,3:Self
193140002,,
193140003,,
193140004,1.0,3:Self
193150002,,
193163102,,
193174102,,
193174202,,
193175102,1.0,3:Self
193175202,1.0,3:Self
193180003,1.0,3:Self
193185102,1.0,3:Self
193190006,,
193193102,1.0,3:Self
193194102,,
193200004,1.0,3:Self
193200005,,
193200010,,
194010001,1.0,
194010002,1.0,3:Self
194015202,1.0,3:Self
194023102,,
194023103,1.0,3:Self
194050001,,
194070006,,
194070008,1.0,3:Self
194080004,,
194080005,,
194090002,,
194100003,1.0,
194110002,,
194110003,,
194130002,,
194140003,1.0,3:Self
194140006,1.0,3:Self
194160002,,
194170003,1.0,
194190002,,
194190022,1.0,3:Self
194193102,,
194193204,,
194195102,1.0,3:Self
194200017,,
195010002,1.0,
195010006,1.0,3:Self
195010007,1.0,1:Parent
195014102,,
195020004,,
195020005,,
195030002,,
195030006,1.0,3:Self
195040002,,
195040004,,
195060002,,
195060003,1.0,3:Self
195070003,,
195070004,,
195080002,,
195090002,1.0,
195090003,,
195090004,1.0,3:Self
195090005,1.0,3:Self
195090006,1.0,3:Self
195100002,,
195100008,,
195105202,1.0,3:Self
195110004,,
195110005,,
195115102,1.0,3:Self
195120003,,
195120004,,
195120005,2.0,3:Self
195124104,,
195150004,,
195150008,1.0,3:Self
195150009,,
195150014,1.0,3:Self
195155103,1.0,3:Self
195160006,,
195160011,1.0,3:Self
195174102,1.0,1:Parent
195180002,,
195190002,,
195190003,,
195190005,1.0,3:Self
195190008,,
195190009,,
195190010,1.0,3:Self
195195202,1.0,3:Self
195195303,1.0,3:Self
195200002,1.0,
196030003,,
196030006,1.0,3:Self
196040003,,
196050003,,
196070003,1.0,3:Self
196070004,,
196080003,,
196080004,,
196080011,2.0,95:Other
196100004,,
196110001,,
196110006,,
196120008,1.0,3:Self
196130002,,
196130003,,
196150004,,
196150005,1.0,3:Self
196160005,,
196160008,,
196183102,,
196200004,,
196230003,1.0,3:Self
196234202,1.0,3:Self
196240011,,
196243104,,
196245102,1.0,3:Self
196250003,,
196250009,,
196270003,,
196280006,1.0,3:Self
196290003,,
196300004,,
197010005,,
197020002,,
197024105,1.0,3:Self
197030006,,
197030007,,
197035102,1.0,3:Self
197040007,,
197043104,,
197044102,,
197050005,1.0,3:Self
197060002,,
197101103,,
197115102,1.0,3:Self
197120002,,
197120003,,
197130005,,
197130006,,
197130007,,
197140002,,
197140003,1.0,3:Self
197150005,,
197150006,1.0,3:Self
197160002,,
197160004,1.0,3:Self
197170004,1.0,3:Self
197170006,2.0,3:Self
197200004,2.0,3:Self
197200005,1.0,3:Self
197200016,1.0,3:Self
197200017,1.0,4:Family
197210003,,
197210004,,
197220002,,
197230002,,
197230004,1.0,4:Family
197240006,2.0,
197250002,,
197250004,2.0,3:Self
197250006,1.0,3:Self
197260004,,
197264102,,
197280002,,
197280003,1.0,3:Self
197300002,,
197300004,1.0,
198010005,,
198015102,1.0,3:Self
198023102,,
198030004,,
198030005,1.0,3:Self
198040005,1.0,3:Self
198050002,,
198050004,1.0,3:Self
198070004,,
198080002,,
198084102,,
198094102,,
198100003,,
198111102,,
198130002,,
198134102,1.0,3:Self
198140004,,
198150004,,
198160002,,
198170005,1.0,3:Self
198175104,1.0,3:Self
198180003,,
198190002,,
198200003,,
198200007,1.0,3:Self
199010002,,
199020004,1.0,3:Self
199024102,,
199030004,,
199040003,,
199040004,1.0,3:Self
199050003,1.0,3:Self
199060002,,
199060003,,
199060004,,
199090003,,
199090005,1.0,
199110002,,
199120005,,
199120006,,
199120007,,
199120008,1.0,3:Self
199120015,,
199140002,,
199150002,,
199150003,,
199150005,,
199170002,,
199180004,,
199180006,,
199180010,,
199181102,,
199200005,1.0,3:Self
200020004,,
200025002,1.0,3:Self
200030003,1.0,3:Self
200040004,,
200044102,,
200050003,,
200050004,1.0,3:Self
200050009,,
200070002,,
200080002,1.0,
200090005,1.0,3:Self
200090006,,
200091102,,
200100004,,
200100005,,
200110003,,
200110004,,
200120002,,
200120003,1.0,3:Self
200120004,1.0,95:Other
200140002,,
200150003,,
200170003,,
200170004,,
200180003,,
200190002,,
200190003,1.0,3:Self
200200003,,
200200004,,
200200005,1.0,3:Self
201010003,1.0,3:Self
201020001,,
201050002,1.0,
201050004,2.0,3:Self
201054102,,
201070003,,
201080002,,
201080003,,
201085102,1.0,3:Self
201090002,,
201090005,,
201090006,,
201090009,,
201100003,,
201110003,,
201114202,,
201120003,,
201120005,1.0,3:Self
201130006,,
201140004,1.0,
201140005,,
201160002,,
201160003,,
201161103,1.0,3:Self
201165102,1.0,3:Self
201170006,,
201173102,,
201174102,,
201190005,,
201200003,,
201210003,,
201215102,2.0,3:Self
201220003,,
201220007,1.0,3:Self
201220010,1.0,3:Self
201224102,,
201233102,,
201233202,,
201245102,1.0,3:Self
201250002,,
201264102,,
201270004,,
201280004,,
201290002,,
201300002,,
201300003,1.0,3:Self
202010002,,
202010003,1.0,3:Self
202030004,,
202030005,1.0,3:Self
202040003,,
202040004,,
202050003,,
202054102,,
202070002,2.0,3:Self
202084102,,
202085102,1.0,3:Self
202090003,,
202090004,,
202094202,,
202100004,,
202100008,,
202110002,,
202120002,,
202125102,1.0,3:Self
202130003,1.0,1:Parent
202130007,1.0,
202133207,,
202134102,,
202140004,1.0,3:Self
202140006,,
202150005,,
202150006,,
202160004,1.0,3:Self
202160005,1.0,3:Self
202160006,,
202160015,1.0,3:Self
202170007,1.0,3:Self
202175102,1.0,3:Self
202180005,,
202180007,,
202184102,,
202185102,1.0,1:Parent
202185302,1.0,3:Self
202190003,,
202195102,1.0,3:Self
202200005,,
202205102,1.0,3:Self
203010004,,
203020002,,
203020003,,
203020005,1.0,3:Self
203030003,,
203030005,,
203034103,1.0,3:Self
203040004,1.0,3:Self
203050002,,
203050003,,
203050004,,
203070002,,
203070003,,
203070004,,
203080003,,
203080004,,
203094102,,
203100003,,
203100005,,
203100010,,
203104102,,
203110002,2.0,3:Self
203115102,2.0,3:Self
203120004,,
203120007,1.0,3:Self
203133102,,
203140004,,
203140006,,
203140009,,
203150003,1.0,3:Self
203164102,,
203170004,1.0,3:Self
203180002,,
203190004,1.0,
203194102,,
204010003,,
204010004,,
204020002,,
204020004,,
204040002,,
204040007,,
204045102,1.0,3:Self
204050002,,
204055302,1.0,3:Self
204070004,,
204090002,,
204100005,,
204105202,1.0,3:Self
204110003,,
204110006,,
204111213,1.0,3:Self
204120002,1.0,
204120005,,
204120006,1.0,3:Self
204125102,1.0,1:Parent
204134102,,
204140002,,
204140003,1.0,3:Self
204150006,,
204150010,,
204150012,1.0,3:Self
204160002,,
204180002,,
204190002,,
204200004,,
204200008,,
204205202,1.0,3:Self
205010004,1.0,3:Self
205020002,,
205020003,1.0,3:Self
205030004,1.0,3:Self
205030008,,
205050003,,
205055102,1.0,3:Self
205055202,1.0,3:Self
205060003,,
205060008,1.0,3:Self
205080003,,
205080004,,
205084202,,
205090003,,
205090005,1.0,3:Self
205110005,,
205115202,1.0,3:Self
205140003,,
205140005,2.0,3:Self
205144102,2.0,3:Self
205150002,,
205150004,1.0,3:Self
205160003,,
205160004,,
205170002,,
205190003,,
206010006,,
206010009,1.0,3:Self
206010015,1.0,3:Self
206021102,,
206030007,,
206050002,,
206060003,,
206090003,,
206090004,,
206110004,,
206110005,,
206110006,,
206120005,,
206130003,,
206130007,1.0,3:Self
206134202,,
206140005,1.0,1:Parent
206140006,1.0,3:Self
206150003,,
206150009,,
206154102,,
206170002,,
206170003,,
206180002,,
206180003,1.0,3:Self
206190002,,
207010001,2.0,
207030004,,
207040002,,
207040003,1.0,3:Self
207040004,,
207040005,1.0,3:Self
207060002,,
207060003,,
207060009,,
207064102,,
207064202,1.0,3:Self
207070002,,
207070003,,
207074202,,
207080002,,
207080003,,
207080004,1.0,3:Self
207090003,,
207100005,,
207110004,1.0,3:Self
207120005,,
207123103,,
207140003,,
207150004,1.0,
207150005,1.0,3:Self
207160003,,
207160006,1.0,1:Parent
207175102,1.0,3:Self
207180006,,
207190004,2.0,3:Self
207191204,,
207200004,1.0,3:Self
207204202,1.0,3:Self
207205102,1.0,3:Self
207210002,,
207210004,1.0,3:Self
207210007,1.0,3:Self
207220003,,
207220004,,
207230003,1.0,3:Self
207250005,,
207260002,,
207270002,1.0,3:Self
207280002,,
207280004,,
207280006,1.0,3:Self
207285102,1.0,3:Self
207290002,,
207290003,1.0,3:Self
207290004,,
207293106,1.0,3:Self
207300004,1.0,3:Self
208020004,1.0,3:Self
208024102,,
208060003,,
208070002,,
208110003,,
208120004,1.0,3:Self
208150002,1.0,
208170002,,
208174102,1.0,3:Self
208190002,,
208200004,,
208200007,1.0,3:Self
208201103,,
208204202,1.0,3:Self
208220002,,
208220003,,
208230005,,
208240002,,
208240004,2.0,3:Self
208240005,1.0,3:Self
208240006,1.0,3:Self
208270002,,
208270003,,
208284103,1.0,3:Self
208290002,,
208300003,,
209010004,,
209010005,1.0,3:Self
209010008,1.0,3:Self
209080002,,
209080003,1.0,3:Self
209080004,1.0,3:Self
209090003,1.0,3:Self
209094102,,
209100004,,
209110002,,
209110003,1.0,3:Self
209110004,1.0,3:Self
209110005,1.0,3:Self
209130004,,
209130006,,
209130008,1.0,3:Self
209140003,,
209140006,1.0,3:Self
209150003,,
209150006,,
209160004,,
209160007,1.0,3:Self
209170005,1.0,3:Self
209180002,,
209180003,,
209190002,,
209200003,,
209240007,,
209241107,,
209250005,,
209270003,,
209270006,1.0,3:Self
209280004,1.0,3:Self
210010006,,
210020002,,
210060007,1.0,3:Self
210080001,,
210090001,1.0,
210095102,1.0,3:Self
210120002,,
210140001,2.0,3:Self
210140003,1.0,3:Self
210160001,,
210170002,,
210170006,,
210173202,,
210174102,,
210174202,2.0,3:Self
210190003,,
211020003,,
211060003,1.0,4:Family
211065202,1.0,3:Self
211080004,,
211090001,1.0,3:Self
211114102,,
211120001,,
211120004,1.0,3:Self
211130002,,
211130003,,
211130004,1.0,
211130005,,
211140002,,
211150002,,
211150003,,
211160004,,
211160005,,
211170002,,
211170003,1.0,3:Self
211180003,,
211180004,,
211200002,1.0,
211204102,1.0,3:Self
212050002,,
212060002,,
212060004,1.0,3:Self
212070004,,
212100002,,
212100004,,
212105202,1.0,3:Self
212114102,,
212130002,,
212130004,1.0,3:Self
212130005,1.0,4:Family
212130007,,
212150002,,
212150007,,
212170006,1.0,3:Self
212170009,1.0,3:Self
212173102,,
212175202,1.0,3:Self
212180003,,
212180005,,
212180007,1.0,3:Self
212183105,1.0,3:Self
213020002,,
213030001,,
213090005,,
213100004,,
213100005,,
213103304,2.0,3:Self
213110005,1.0,3:Self
213114102,,
213150001,,
214010003,,
214023102,,
214040004,,
214050001,,
214050003,,
214070001,,
214080001,,
214130002,,
214140004,,
214140006,,
214140007,,
214140008,,
214151102,,
214170024,1.0,3:Self
215020003,,
215040005,1.0,3:Self
215060004,,
215100005,,
215130003,1.0,
215130007,,
215150002,,
215150003,1.0,3:Self
215150006,,
215160002,,
215170002,,
215180011,1.0,3:Self
215200004,1.0,3:Self
215200006,,
215205102,1.0,3:Self
216050002,,
216050003,2.0,3:Self
216140004,1.0,3:Self
216140005,,
216160004,1.0,3:Self
216160005,1.0,3:Self
216160008,,
216200001,1.0,
217030002,,
217070005,,
217070006,,
217070011,,
217074102,,
