pidlink,kw03,kw04
073184202,,
073190003,,
073190007,,
073190012,,
073194102,,
073194202,,
073414102,,
073420002,,
074025102,1.0,3:Self
074030006,,
074030007,1.0,
074030010,1.0,3:Self
074030014,1.0,3:Self
074040002,,
074060002,,
074064102,,
074100002,,
074114102,1.0,1:Parent
074120002,,
074122102,,
074122103,,
074122104,1.0,3:Self
074130008,,
074134102,,
074140004,,
074140005,,
074140009,,
074170001,,
074170002,1.0,3:Self
074190004,,
074200012,1.0,3:Self
074205102,1.0,3:Self
074420004,1.0,3:Self
074420005,,
075010003,1.0,3:Self
075030003,1.0,3:Self
075040003,,
075050002,1.0,
075054202,1.0,
075060003,1.0,3:Self
075080006,1.0,3:Self
075080007,,
075110002,1.0,
075140002,,
075140003,1.0,3:Self
075140004,,
075173102,,
075194102,,
075195103,1.0,3:Self
075410002,,
075410004,,
076015102,1.0,3:Self
076020009,,
076035104,1.0,3:Self
076040003,1.0,
076040005,,
076080004,,
076080005,1.0,3:Self
076083102,1.0,3:Self
076110003,,
076120003,,
076160005,,
076180003,,
076410002,,
077010009,,
077020004,,
077120003,,
077120004,,
077140004,,
077140007,1.0,3:Self
077160002,,
077183102,1.0,3:Self
077410004,,
077430002,,
077434102,,
077450002,,
077460003,,
077465102,2.0,3:Self
077470005,1.0,3:Self
077475102,1.0,3:Self
077480003,,
078040002,,
078043102,,
078050003,,
078060004,,
078070006,1.0,3:Self
078070009,,
078080002,,
078100002,,
078110002,,
078110008,,
078113103,,
078114202,,
078114402,,
078120002,1.0,
078120003,,
078124102,,
078130002,,
078150002,,
078160004,,
078170005,,
078200002,,
078200003,1.0,3:Self
078410007,1.0,3:Self
078430002,,
078430004,1.0,3:Self
078440002,,
079020007,,
079020008,1.0,3:Self
079030002,,
079040003,,
079044202,,
079050002,,
079070002,,
079090002,,
079090003,1.0,3:Self
079090004,1.0,3:Self
079100002,,
079110003,1.0,3:Self
079110004,,
079113102,,
079140002,,
079140006,1.0,3:Self
079170002,,
079410002,1.0,
079410003,,
079410005,1.0,3:Self
079430005,,
079430010,,
080120004,1.0,3:Self
080130004,,
080184202,1.0,3:Self
080184302,,
081020002,,
081030002,1.0,
081030003,1.0,
081035102,1.0,3:Self
081035202,1.0,3:Self
081040005,1.0,3:Self
081060009,1.0,3:Self
081063102,,
081080003,1.0,3:Self
081100005,2.0,3:Self
081100008,2.0,3:Self
081104102,,
081140004,1.0,3:Self
081150002,,
081150003,1.0,
081150005,,
081150006,2.0,3:Self
081180010,,
082020005,,
082020008,1.0,3:Self
082023102,,
082030004,,
082030008,,
082034102,,
082040002,,
082040003,,
082050004,1.0,3:Self
082053102,,
082053103,1.0,3:Self
082060007,1.0,3:Self
082060008,1.0,
082060010,1.0,
082070002,,
082070007,1.0,3:Self
082110002,1.0,
082110006,,
082114102,,
082114202,,
082120006,,
082130008,1.0,3:Self
082140003,1.0,3:Self
082150002,,
082150010,,
082151105,1.0,1:Parent
082151106,,
082154102,,
082160002,,
082160005,,
082164102,,
082180002,,
082200005,,
083050002,,
083050003,,
083055102,1.0,3:Self
083060006,,
083080003,2.0,3:Self
083080005,1.0,3:Self
083090002,,
083090003,1.0,3:Self
083100005,,
083100006,,
083104102,,
083110003,,
083110004,,
083110009,1.0,3:Self
083120002,,
083120006,1.0,3:Self
083125102,1.0,3:Self
083130004,,
083140002,,
083145102,1.0,3:Self
083170002,,
083170006,,
083174102,,
083180002,1.0,
083180003,,
083190006,,
084020003,,
084020008,,
084024202,,
084040002,,
084050008,1.0,
084053102,,
084053105,2.0,3:Self
084055102,1.0,3:Self
084060002,,
084060006,,
084060012,1.0,1:Parent
084061104,1.0,3:Self
084070009,1.0,3:Self
084070015,1.0,3:Self
084073107,1.0,3:Self
084075202,1.0,3:Self
084080005,2.0,3:Self
084080018,1.0,3:Self
084084102,,
084130002,,
084160002,1.0,3:Self
084160003,1.0,3:Self
084160007,1.0,3:Self
084160008,1.0,3:Self
084200002,2.0,
085010005,1.0,3:Self
085020003,,
085020005,,
085021105,,
085025203,1.0,3:Self
085025303,1.0,3:Self
085050002,,
085050008,1.0,4:Family
085110005,1.0,3:Self
085113102,,
085120003,,
085160003,1.0,3:Self
085192202,1.0,3:Self
085200003,,
086040005,1.0,3:Self
086050003,,
086050007,1.0,3:Self
086050012,1.0,3:Self
086060003,1.0,3:Self
086060005,1.0,3:Self
086070007,,
086100003,,
086100004,,
086110002,,
086124102,,
086140002,,
086140005,,
086144103,1.0,3:Self
086180003,,
086180008,1.0,3:Self
086183203,,
086190002,,
086190009,,
086200003,2.0,3:Self
086200006,1.0,3:Self
087014102,2.0,3:Self
087020002,,
087020009,,
087023102,1.0,3:Self
087030003,,
087030006,,
087060004,1.0,3:Self
087080005,,
087080006,1.0,
087100005,,
087140002,,
087160011,1.0,
087163102,,
087194102,,
087200002,,
087200003,,
087200006,1.0,3:Self
088040002,,
088050002,,
088050006,1.0,3:Self
088050012,1.0,3:Self
088060002,,
088080002,,
088100003,,
088100004,,
088110004,2.0,3:Self
088110006,1.0,3:Self
088110010,,
088134102,,
088140007,2.0,3:Self
088160002,,
088160005,2.0,3:Self
088170004,,
088170006,1.0,3:Self
088170008,1.0,3:Self
088173102,,
088190004,1.0,3:Self
088190007,1.0,
088195102,1.0,3:Self
088200002,,
089040002,,
089040004,,
089040005,,
089040006,1.0,1:Parent
089040007,,
089040008,,
089090009,,
089094205,1.0,3:Self
089100005,1.0,3:Self
089105102,1.0,1:Parent
089105203,1.0,3:Self
089110003,,
089110005,,
089110007,2.0,3:Self
089115202,1.0,3:Self
089180003,,
089200004,,
089204102,,
090010003,1.0,
090031102,1.0,
090031103,1.0,3:Self
090040002,,
090040003,1.0,3:Self
090040004,,
090040005,1.0,3:Self
090050002,,
090050003,,
090053102,1.0,3:Self
090060003,,
090060005,1.0,3:Self
090060006,1.0,3:Self
090070002,,
090070004,,
090100006,,
090100007,1.0,
090100011,,
090104202,,
090120005,,
090150002,,
090154102,,
090410006,1.0,3:Self
090413102,1.0,3:Self
091020002,,
091040005,,
091060005,,
091060008,,
091070003,,
091080002,,
091080004,,
091080005,1.0,3:Self
091080006,1.0,3:Self
091084105,1.0,3:Self
091090002,,
091090006,1.0,1:Parent
091095102,3.0,3:Self
091100002,,
091104102,,
091110005,,
091110006,,
091114102,,
091120004,,
091130010,,
091140002,,
091150002,,
091170002,,
091170005,,
091180003,,
091180006,1.0,3:Self
091180008,,
091190005,,
092010002,,
092020002,1.0,
092020009,,
092023102,,
092030008,1.0,3:Self
092040004,,
092040006,,
092040008,1.0,3:Self
092041105,2.0,3:Self
092050002,,
092060002,,
092060005,2.0,3:Self
092060006,2.0,3:Self
092070002,,
092084202,,
092110002,,
092130003,1.0,3:Self
092130004,1.0,3:Self
092140002,,
092150002,,
092150003,1.0,3:Self
092160007,,
092170002,1.0,3:Self
092170003,1.0,3:Self
093010003,,
093010004,2.0,3:Self
093010005,,
093010007,,
093010010,1.0,3:Self
093010012,,
093015202,1.0,3:Self
093020006,1.0,
093040005,,
093050002,,
093060002,,
093060003,1.0,3:Self
093060004,1.0,3:Self
093070004,,
093084102,,
093100005,,
093100007,,
093104202,1.0,3:Self
093120003,,
093120004,1.0,
093120005,1.0,3:Self
093140008,,
093143102,,
093160002,,
093160004,1.0,3:Self
093160006,,
093170002,,
093170003,1.0,3:Self
093180003,,
093180004,,
093184103,1.0,3:Self
093200005,1.0,3:Self
093203102,,
094010002,,
094010004,1.0,3:Self
094020002,,
094020005,,
094023102,,
094025102,1.0,3:Self
094030002,1.0,3:Self
094033102,1.0,3:Self
094050002,1.0,
094060002,2.0,
094070002,,
094090002,,
094100002,,
094100006,,
094104105,1.0,3:Self
094110002,,
094110003,1.0,3:Self
094120002,,
094120004,,
094120008,,
094130002,,
094144002,,
094150007,1.0,3:Self
094154102,,
094190002,,
095050002,,
095054102,,
095140002,,
095140003,2.0,
095140005,,
095145102,1.0,3:Self
095160010,,
095161102,1.0,3:Self
095170004,,
095173102,,
095190004,,
095440002,,
095450004,1.0,3:Self
095450005,,
095450006,,
095450008,,
095453102,,
095470004,,
096010002,1.0,
096010003,1.0,3:Self
096010010,,
096014303,1.0,3:Self
096024102,,
096030004,1.0,3:Self
096040003,,
096040005,1.0,3:Self
096050014,1.0,
096140004,2.0,3:Self
096170004,,
096174102,,
096180003,1.0,3:Self
096180007,1.0,3:Self
096190002,,
096190003,1.0,3:Self
097030002,3.0,3:Self
097044102,,
097080005,2.0,3:Self
097084102,,
097110003,,
097170003,,
097170006,1.0,3:Self
097170012,1.0,3:Self
097180005,,
097180006,1.0,3:Self
097180008,,
097200002,,
097200003,,
097200004,1.0,3:Self
098020008,,
098030003,,
098030006,,
098050002,,
098070005,,
098075102,1.0,3:Self
098090012,1.0,3:Self
098110004,,
098170004,,
098180007,1.0,3:Self
098180008,2.0,3:Self
098183102,,
099010002,,
099020003,1.0,3:Self
099030002,,
099030005,1.0,3:Self
099035102,1.0,3:Self
099040002,,
099050002,,
099060002,,
099061104,2.0,3:Self
099070002,,
099070003,1.0,3:Self
099080004,,
099080007,,
099080011,,
099084102,,
099084202,,
099110007,1.0,3:Self
099110011,,
099110012,,
099110015,1.0,3:Self
099114102,,
099115302,1.0,3:Self
099120004,,
099140002,,
099140003,1.0,3:Self
099140005,1.0,
099155102,1.0,3:Self
099160003,1.0,
099160004,,
099170002,,
099175102,1.0,3:Self
099190002,,
099195102,1.0,3:Self
100010002,,
100010003,1.0,3:Self
100010004,1.0,4:Family
100020002,,
100030002,,
100030003,1.0,3:Self
100030004,1.0,3:Self
100040002,,
100040003,,
100040004,2.0,3:Self
100040005,1.0,1:Parent
100050004,2.0,3:Self
100060005,,
100070002,,
100070003,,
100080006,,
100080010,1.0,3:Self
100084102,,
100085102,2.0,3:Self
100090005,1.0,3:Self
100093104,,
100094202,1.0,3:Self
100120002,,
100130002,2.0,
100130005,1.0,3:Self
100150002,,
100170005,,
100170009,1.0,3:Self
100173104,,
100174105,2.0,3:Self
100200003,,
100410003,1.0,3:Self
100430004,1.0,3:Self
100430005,,
100430009,1.0,3:Self
100430013,1.0,3:Self
100440007,1.0,3:Self
100444102,,
101050002,,
101050004,1.0,3:Self
101055102,1.0,3:Self
101070002,,
101070007,,
101070008,,
101120002,,
101120005,1.0,3:Self
101130003,,
101130004,3.0,3:Self
101133202,,
101134202,1.0,
101134302,,
101150002,,
101160002,1.0,
102010003,,
102010004,1.0,3:Self
102020002,,
102020004,1.0,3:Self
102020005,2.0,3:Self
102020007,,
102025302,1.0,3:Self
102030008,2.0,3:Self
102034202,,
102060002,,
102065102,1.0,3:Self
102070002,,
102080003,,
102080004,1.0,
102080010,1.0,3:Self
102090003,,
102100004,,
102100005,1.0,
102110003,,
102110006,1.0,3:Self
102110007,,
102110008,,
102110011,,
102110013,,
102110016,1.0,3:Self
102120004,1.0,3:Self
102120005,,
102130003,2.0,
102130005,1.0,3:Self
102150002,,
102150003,1.0,3:Self
102150004,1.0,3:Self
102160002,2.0,
102170004,1.0,3:Self
102170007,1.0,3:Self
102170009,1.0,3:Self
102200002,,
102200003,,
102200005,1.0,3:Self
102200009,,
104010002,,
104010006,1.0,3:Self
104014102,1.0,4:Family
104030002,2.0,3:Self
104030003,1.0,3:Self
104035104,1.0,3:Self
104070002,,
104080004,1.0,
104080005,1.0,3:Self
104080009,,
104090004,,
104090005,,
104095102,1.0,3:Self
104100002,,
104100005,,
104105102,1.0,3:Self
104123202,1.0,3:Self
104124102,,
104140007,,
104140008,,
104145204,2.0,3:Self
104150002,1.0,
104150004,1.0,3:Self
104150005,1.0,
104180003,,
104180004,,
104180005,,
104180007,1.0,3:Self
104184102,,
104190002,,
104200002,,
105020003,,
105020005,1.0,3:Self
105020008,1.0,3:Self
105030002,,
105084102,,
105090005,1.0,3:Self
105100004,,
105100006,5.0,3:Self
105100009,2.0,4:Family
105110004,1.0,3:Self
105120002,,
105120004,1.0,
105140002,,
105140007,1.0,3:Self
105140010,,
105150008,1.0,3:Self
105150014,1.0,3:Self
105180002,3.0,
105180003,,
105180004,1.0,3:Self
105190005,,
105410002,,
105410005,2.0,3:Self
106010009,,
106013102,,
106014102,,
106070002,,
106070003,,
106070005,,
106070011,1.0,3:Self
106080002,,
106080006,1.0,3:Self
106100003,2.0,3:Self
106100004,,
106100007,,
106104202,,
106104302,,
106120002,,
106120006,1.0,
106121103,1.0,4:Family
106130001,,
106150005,,
106150012,1.0,1:Parent
106154102,,
106155202,1.0,3:Self
106160002,,
106410002,,
107040002,,
107050003,1.0,3:Self
107050004,1.0,3:Self
107060003,,
107060004,,
107060006,,
107070002,,
107070005,1.0,3:Self
107070009,1.0,1:Parent
107070015,1.0,1:Parent
107073102,,
107080002,,
107080003,1.0,3:Self
107120002,,
107140002,,
107140004,,
107140007,1.0,3:Self
107144102,,
107150003,,
107155102,1.0,3:Self
107160003,,
107170002,,
107170004,,
107170005,1.0,
107174102,1.0,3:Self
107180002,,
107180004,1.0,4:Family
107184103,1.0,3:Self
107190005,,
107190006,,
107190007,,
107194601,1.0,3:Self
107200002,,
107220002,,
107220004,1.0,3:Self
107220005,1.0,3:Self
107230004,,
107230007,,
107240004,,
107240005,,
107240006,1.0,3:Self
107250002,,
107250003,,
107250005,1.0,1:Parent
107260003,,
107270002,,
107280002,,
107280003,,
107290003,1.0,3:Self
107295202,2.0,3:Self
107295302,1.0,3:Self
108034102,1.0,3:Self
108034202,,
108040005,1.0,3:Self
108040007,,
108050002,,
108050004,,
108050005,1.0,3:Self
108060002,,
108060004,,
108060005,,
108070003,,
108090003,,
108090004,1.0,3:Self
108130004,,
108130008,1.0,3:Self
108130009,1.0,3:Self
108130010,,
108134202,,
108140002,,
108160002,,
108170003,,
108170005,1.0,3:Self
108190004,,
108200004,1.0,3:Self
108200006,1.0,95:Other
108200010,,
109020002,,
109024102,,
109030002,,
109030003,,
109035102,1.0,3:Self
109040001,2.0,3:Self
109060004,,
109070004,,
109074102,,
109075102,1.0,3:Self
109100002,,
109110002,,
109130004,,
109140001,,
109140003,2.0,1:Parent
109150002,,
109150003,,
109150005,,
109150006,,
109170004,,
109180002,,
109200002,,
109200003,,
109220006,1.0,3:Self
109220007,1.0,3:Self
109225102,1.0,3:Self
109240001,,
109240002,,
109250002,,
109250004,,
109250006,1.0,3:Self
109250007,1.0,3:Self
109260002,1.0,3:Self
109270002,,
109270004,2.0,3:Self
109270012,1.0,1:Parent
109280005,,
109290003,,
109290007,,
109290008,2.0,3:Self
109294102,,
109300002,,
110010003,1.0,3:Self
110013102,,
110020002,,
110020004,1.0,
110030004,1.0,3:Self
110033102,,
110044104,1.0,3:Self
110050003,,
110050005,1.0,3:Self
110060009,2.0,3:Self
110065102,1.0,3:Self
110065202,1.0,3:Self
110070002,,
110070003,,
110080003,,
110090001,,
110090003,1.0,3:Self
110100002,1.0,
110100003,,
110100004,,
110110002,,
110120002,,
110120004,1.0,3:Self
110125102,1.0,3:Self
110130002,,
110134204,1.0,3:Self
110144102,,
110150003,2.0,3:Self
110150004,,
110160005,,
110160008,2.0,3:Self
110171102,,
110180003,,
110180006,1.0,3:Self
110180007,,
110190002,2.0,1:Parent
110194102,,
110200007,,
110200009,2.0,3:Self
110200010,1.0,3:Self
110210003,1.0,
110220002,,
110220005,,
110224102,,
110255102,1.0,3:Self
110290002,,
110290004,,
110290006,1.0,3:Self
110295102,3.0,3:Self
110300004,1.0,
110300006,,
110300008,2.0,3:Self
111020002,,
111030001,,
111040005,,
111043302,,
111044102,,
111045102,1.0,3:Self
111050004,1.0,3:Self
111055102,1.0,3:Self
111070003,,
111070006,,
111120003,,
111124101,,
111131103,,
111135102,1.0,3:Self
111140003,,
111195102,1.0,3:Self
112020002,1.0,
112021102,1.0,3:Self
112040002,,
112100006,1.0,3:Self
112160002,,
112165102,1.0,3:Self
112170002,,
112180002,,
113010002,,
113010004,1.0,3:Self
113010005,1.0,3:Self
113020004,,
113020006,,
113020008,,
113020009,,
113020011,1.0,3:Self
113023102,,
113030002,1.0,
113030004,1.0,3:Self
113035102,1.0,3:Self
113050002,,
113050003,,
113060006,,
113060008,,
113063104,,
113063205,1.0,3:Self
113065102,1.0,4:Family
113070002,,
113074102,3.0,3:Self
113075102,1.0,3:Self
113080002,,
113080003,,
113090004,,
113090006,,
113100002,,
113110006,,
113110008,,
113113102,,
113114102,,
113120004,,
113123104,,
113130002,,
113130006,1.0,3:Self
113135102,1.0,3:Self
113140002,,
113150003,,
113160002,,
113160003,,
113160005,1.0,3:Self
113165102,1.0,3:Self
113170003,,
113170004,,
113171105,1.0,3:Self
113174106,3.0,3:Self
113180007,1.0,3:Self
113184202,,
113190006,,
113190007,1.0,3:Self
113190009,,
113194202,,
114010002,,
114020003,,
114020005,1.0,3:Self
114024102,,
114025102,1.0,3:Self
114030003,1.0,
114040002,,
114040003,1.0,3:Self
114050002,1.0,
114050003,1.0,
114060002,,
114080004,1.0,3:Self
114100003,,
114110002,,
114120002,,
114140002,,
114140004,,
114150002,1.0,
114150004,,
114153102,,
114160003,,
114160005,,
114160006,,
114170002,,
114170004,1.0,3:Self
114175102,1.0,3:Self
114180004,1.0,3:Self
114180010,,
114184102,,
114184202,,
114190003,,
114190013,,
114190016,1.0,4:Family
114195202,1.0,3:Self
114200002,,
114200005,1.0,3:Self
115010001,,
115010002,,
115010003,1.0,1:Parent
115020002,,
115030003,,
115035102,1.0,3:Self
115050002,,
115070002,,
115075102,1.0,3:Self
115080002,1.0,
115080003,,
115080005,1.0,3:Self
115085202,1.0,3:Self
115090006,1.0,3:Self
115100002,,
115100004,1.0,1:Parent
115110002,,
115110004,,
115120003,,
115140005,,
115143104,,
115145102,1.0,3:Self
115170008,1.0,3:Self
115180004,1.0,3:Self
115183103,,
115185102,1.0,3:Self
115190004,,
115190013,,
115190015,,
115190017,,
115200003,2.0,3:Self
115200006,1.0,
115220002,,
115224102,,
115225102,1.0,3:Self
115230002,,
115230004,1.0,3:Self
115240004,,
115250003,,
115250004,,
115250006,1.0,3:Self
115280002,,
115280007,,
115290003,,
115290007,,
115290010,,
115300002,,
116010002,,
116010003,1.0,3:Self
116020003,,
116040003,,
116050002,,
116050003,,
116050004,1.0,3:Self
116060006,1.0,3:Self
116063106,,
116070005,1.0,3:Self
116072102,,
116074102,1.0,3:Self
116080002,,
116090002,1.0,
116095102,1.0,3:Self
116100002,,
116100003,,
116100007,1.0,1:Parent
116110002,,
116110003,,
116120001,,
116120002,,
116120003,1.0,3:Self
116130002,2.0,3:Self
116150005,,
116150007,1.0,3:Self
116170006,2.0,3:Self
116190005,1.0,3:Self
116194102,2.0,3:Self
116204104,2.0,3:Self
116230003,,
116240003,,
116250002,2.0,3:Self
116250003,,
116250004,1.0,3:Self
116250005,1.0,3:Self
116280002,,
116300003,,
117010004,,
117020006,,
117024202,,
117030003,,
117040004,1.0,
117050002,,
117100003,,
117110002,,
117110003,,
117120002,,
117120004,1.0,3:Self
117124102,,
117125102,1.0,3:Self
117130004,1.0,3:Self
117140002,,
117154102,,
117160002,,
117170007,1.0,3:Self
117180008,1.0,3:Self
117180009,2.0,3:Self
117180012,2.0,3:Self
117180014,1.0,3:Self
118030002,,
118030003,,
118030004,1.0,3:Self
118040006,1.0,3:Self
118060002,,
118060003,,
118070002,,
118070003,,
118070004,,
118075102,1.0,3:Self
118090002,,
118095102,1.0,3:Self
118095202,1.0,3:Self
118104102,,
118110003,,
118110004,,
118120002,,
118120003,,
118120004,,
118130003,,
118135102,1.0,3:Self
118150002,,
118150005,,
118160003,,
118170002,,
118170005,,
118200004,,
118240004,1.0,3:Self
118240007,,
118244102,,
118260003,,
118260006,,
118280003,,
118284202,,
118292102,,
119020005,,
119033102,,
119070002,,
119070005,1.0,1:Parent
119080004,2.0,3:Self
119090010,1.0,3:Self
119094102,,
119110002,,
119110006,1.0,3:Self
119120002,1.0,3:Self
119130002,,
119144102,,
119150002,,
119150005,1.0,3:Self
119160003,,
119160004,,
119170004,1.0,3:Self
119180003,,
119190005,,
119200007,,
119210006,,
119220002,,
119240002,1.0,3:Self
119240005,1.0,3:Self
119260003,,
119270002,,
119270003,1.0,3:Self
119283102,,
119303102,,
120010002,,
120030004,1.0,
120030006,2.0,4:Family
120030008,1.0,3:Self
120035103,1.0,3:Self
120040002,2.0,
120040003,,
120040006,2.0,3:Self
120040007,1.0,3:Self
120050002,,
120060002,,
120070002,,
120070005,1.0,3:Self
120080004,,
120090008,1.0,3:Self
120093101,,
120093202,1.0,95:Other
120100003,1.0,3:Self
120100004,,
120110002,,
120110003,1.0,3:Self
120110004,,
120120002,,
120130003,,
120130004,1.0,3:Self
120150002,,
120150007,,
120150010,1.0,3:Self
120154202,,
120154302,1.0,3:Self
120160002,,
120160011,,
120165202,1.0,3:Self
120170002,,
120170003,,
120180002,,
120210002,,
120210005,2.0,3:Self
120220002,,
120220005,,
120230003,1.0,3:Self
120240002,,
120240004,1.0,3:Self
120260002,,
120265102,2.0,3:Self
120265202,1.0,1:Parent
120265302,1.0,3:Self
120270002,,
120270003,,
120270005,,
120280003,,
120280004,1.0,3:Self
120290007,,
120300002,,
120300003,2.0,3:Self
120300004,1.0,3:Self
121010004,,
121010006,,
121010009,1.0,3:Self
121014102,,
121015102,1.0,3:Self
121020003,,
121020008,2.0,3:Self
121040002,1.0,
121044102,1.0,3:Self
121050003,,
121080003,,
121080005,1.0,3:Self
121080006,1.0,3:Self
121093102,,
121100004,1.0,3:Self
121110002,,
121110009,,
121110011,,
121113202,,
121114202,,
121120002,,
121135102,1.0,3:Self
121140002,,
121143102,,
121144102,,
121150002,,
121150004,1.0,3:Self
121150006,,
121160003,,
121180007,,
121190005,,
121190008,,
121190009,,
121190011,1.0,3:Self
121190012,1.0,3:Self
121193102,,
121193402,,
121193502,,
121200002,,
121200006,,
121200007,,
121200008,1.0,3:Self
121204102,1.0,3:Self
121210001,,
121213102,,
121220004,1.0,3:Self
121224102,,
121230002,,
121230004,1.0,3:Self
121240002,,
121240003,1.0,3:Self
121263102,,
121264102,,
121270002,,
121283102,,
121284106,,
121284205,,
121294102,,
122010003,,
122010005,,
122010007,,
122010008,,
122010011,1.0,3:Self
122020002,,
122020005,1.0,3:Self
122025102,1.0,3:Self
122030003,,
122034102,1.0,3:Self
122050003,,
122050005,,
122050007,1.0,3:Self
122053102,1.0,
122060002,,
122060007,,
122060009,1.0,3:Self
122063103,1.0,3:Self
122070002,,
122074102,,
122074202,1.0,3:Self
122080002,,
122080003,,
122080005,1.0,3:Self
122084104,,
122090002,,
122090004,1.0,3:Self
122095102,1.0,3:Self
122100002,,
122100003,,
122100005,,
122100006,1.0,3:Self
122104202,,
122120002,,
122125102,1.0,3:Self
122130003,,
122130004,,
122150002,,
122150003,1.0,
122150004,1.0,1:Parent
122170002,,
122170003,,
122180003,,
122180004,,
122180008,,
122180009,,
122183205,1.0,3:Self
122184102,,
122190003,,
122190004,,
122190005,,
122190007,,
122193102,,
122195102,1.0,3:Self
122200002,,
122200004,,
123010002,2.0,
123010008,1.0,3:Self
123013102,,
123015302,1.0,3:Self
123020003,1.0,3:Self
123020005,1.0,3:Self
123020008,,
123020009,,
123020011,1.0,3:Self
123021106,1.0,3:Self
123025102,1.0,3:Self
123030002,,
123034202,,
123035102,1.0,3:Self
123040002,,
123040004,1.0,3:Self
123045102,1.0,3:Self
123050002,,
123050004,,
123065102,1.0,3:Self
123070002,1.0,1:Parent
123070006,1.0,3:Self
123080006,,
123090008,1.0,3:Self
123093107,1.0,3:Self
123093204,,
123094210,1.0,3:Self
123095102,1.0,3:Self
123100003,1.0,3:Self
123120003,,
123130002,,
123134102,,
123140004,,
123150002,1.0,3:Self
123155102,1.0,3:Self
123160004,2.0,3:Self
123170005,,
123193102,,
123200003,1.0,3:Self
123200007,,
124020003,,
124023107,1.0,3:Self
124040004,2.0,3:Self
124040005,,
124040008,1.0,3:Self
124050002,,
124050004,,
124053102,,
124060002,,
124060004,,
124060012,1.0,3:Self
124064202,1.0,3:Self
124073202,,
124075102,1.0,3:Self
124080006,1.0,3:Self
124090002,1.0,3:Self
124100004,,
124103102,,
124110002,,
124140002,,
124150001,,
124150002,1.0,3:Self
124170005,,
124174102,,
124175102,1.0,3:Self
124180003,1.0,
124182103,,
124184102,,
124190004,,
124190010,2.0,3:Self
124191102,,
124192105,,
124194102,,
124200005,,
124200006,1.0,3:Self
125020002,,
125020004,1.0,3:Self
125030002,,
125040004,,
125040005,1.0,
125070004,1.0,3:Self
125080002,,
125140002,,
125150001,,
125150002,2.0,3:Self
125210004,,
125210005,1.0,3:Self
125220002,1.0,
125230003,,
125234102,,
125240002,1.0,
125240003,1.0,3:Self
125260004,1.0,3:Self
125270002,,
125270003,,
125275102,1.0,3:Self
125280002,,
125280004,1.0,3:Self
125285102,1.0,3:Self
125290003,,
126010003,1.0,
126010004,,
126015202,1.0,3:Self
126030003,,
126030004,2.0,3:Self
126040004,,
126040007,3.0,
126080003,,
126080011,1.0,3:Self
126090002,3.0,3:Self
126090009,1.0,3:Self
126090010,1.0,3:Self
126090012,1.0,3:Self
126095102,1.0,3:Self
126100002,1.0,
126110005,,
126120004,,
126120007,,
126123204,2.0,3:Self
126124205,2.0,3:Self
126150003,1.0,3:Self
126150005,3.0,3:Self
126154102,,
126160002,,
126161104,2.0,95:Other
126161106,2.0,3:Self
126170002,,
126175102,1.0,3:Self
126175202,1.0,3:Self
126180004,,
126180007,,
126190002,,
126190004,,
126190006,1.0,3:Self
126200003,,
127020002,,
127020004,2.0,3:Self
127024104,,
127025102,1.0,3:Self
127030002,,
127030003,,
127040004,,
127043102,,
127060003,,
127063102,,
127063202,,
127064103,1.0,3:Self
127090003,1.0,3:Self
127090004,,
127100002,1.0,
127100005,1.0,3:Self
127105102,1.0,3:Self
127130002,,
127150005,,
127150006,,
127160006,,
127170005,1.0,3:Self
127180002,,
127180003,2.0,3:Self
127180005,,
127190003,,
127190004,,
127190005,1.0,3:Self
127200002,,
127200003,1.0,3:Self
127220004,1.0,3:Self
127220006,2.0,3:Self
127220007,,
127225102,2.0,3:Self
127230004,,
127230005,,
127230010,2.0,4:Family
127235103,1.0,3:Self
127240002,,
127254102,,
127260006,,
127270004,,
127275102,1.0,3:Self
127300002,,
127300005,1.0,3:Self
128010002,,
128010003,1.0,3:Self
128010004,,
128010005,,
128020004,,
128030002,,
128030003,1.0,3:Self
128030005,,
128030007,1.0,3:Self
128030008,1.0,3:Self
128031109,,
128040006,,
128050002,,
128050003,1.0,3:Self
128060009,1.0,3:Self
128070003,1.0,3:Self
128070009,,
128074102,,
128084102,,
128090003,,
128091102,,
128100004,,
128100006,,
128100008,1.0,3:Self
128120004,,
128130004,,
128160006,1.0,3:Self
128164102,1.0,3:Self
128170005,,
128200002,,
128201104,,
129013104,1.0,3:Self
129020002,,
129020003,,
129050004,1.0,
129050005,1.0,
129060003,,
129070003,,
129070005,,
129080003,,
129090007,,
129100004,,
129110002,2.0,4:Family
129140005,2.0,3:Self
129140006,,
129160003,1.0,95:Other
129164101,1.0,3:Self
130010006,2.0,3:Self
130010015,2.0,3:Self
130011102,,
130014102,,
130015102,1.0,1:Parent
130030002,,
130030004,1.0,3:Self
130050002,,
130050003,,
130060002,,
130060003,1.0,3:Self
130070004,,
130074102,,
130080002,,
130090002,,
130090004,,
130100005,,
130100006,1.0,3:Self
130100007,,
130110002,,
130110005,,
130110006,1.0,3:Self
130114102,,
130115102,1.0,3:Self
130130004,2.0,3:Self
130130005,,
130140002,,
130140006,1.0,3:Self
130150002,,
130160006,,
130160008,,
130165102,1.0,3:Self
130170002,,
130170003,,
130170004,1.0,3:Self
130210002,,
130210006,1.0,3:Self
130211202,,
130214202,2.0,3:Self
130220002,,
130220003,1.0,3:Self
130230005,1.0,3:Self
