pidlink,sex,age,age_squared,education,urban,monthly_income,log_income,marstat,ever_married,is_divorced,is_jawa,is_sunda,pwt14xa
042144201,Male,32.0,1024.0,6.0,0,400000.0,12.899222326086994,Married,1,0,0,0,0.7710112929344177
042150009,Male,42.0,1764.0,12.0,0,600000.0,13.304686600863562,Married,1,0,1,0,1.2785468101501465
042173201,Male,40.0,1600.0,6.0,0,2000000.0,14.508658238524095,Married,1,0,0,0,1.2785468101501465
042195101,Male,33.0,1089.0,6.0,0,500000.0,13.122365377402328,Married,1,0,0,0,0.7710112929344177
042204104,Female,35.0,1225.0,16.0,1,70000.0,11.156264806643742,Married,1,0,1,0,1.5994914770126343
042220002,Male,43.0,1849.0,9.0,0,550000.0,13.217675375388819,Married,1,0,0,0,1.2785468101501465
042220003,Male,37.0,1369.0,6.0,0,1200000.0,13.997832948091215,Married,1,0,0,0,0.7710112929344177
042220004,Male,34.0,1156.0,9.0,1,1500000.0,14.220976332738882,Married,1,0,0,0,0.8334788680076599
042225102,Female,35.0,1225.0,9.0,1,1700000.0,14.346139397261565,Married,1,0,0,1,0.9081690907478333
042230006,Male,24.0,576.0,12.0,0,1500000.0,14.220976332738882,Married,1,0,0,0,1.2518891096115112
042230007,Male,22.0,484.0,6.0,0,200000.0,12.206077645517674,Married,1,0,0,0,1.2518891096115112
