pidlink,marstat,age,sex,ever_married,male
067110001,2:Married,61.0,1:Male,1,1
067110002,2:Married,56.0,3:Female,1,0
067110003,2:Married,37.0,3:Female,1,0
067120001,2:Married,58.0,1:Male,1,1
067120002,2:Married,48.0,3:Female,1,0
067140002,5:Widowed,63.0,3:Female,1,0
067140004,1:Not yet married,37.0,3:Female,0,0
067140005,1:Not yet married,35.0,1:Male,0,1
067150001,2:Married,58.0,1:Male,1,1
067150002,2:Married,53.0,3:Female,1,0
067150003,1:Not yet married,35.0,1:Male,0,1
067150004,2:Married,32.0,3:Female,1,0
067150005,1:Not yet married,25.0,3:Female,0,0
067150006,1:Not yet married,19.0,3:Female,0,0
067154101,2:Married,40.0,1:Male,1,1
067200002,5:Widowed,79.0,3:Female,1,0
067200003,2:Married,48.0,1:Male,1,1
067200004,2:Married,33.0,1:Male,1,1
067200005,1:Not yet married,31.0,1:Male,0,1
067203102,2:Married,37.0,3:Female,1,0
067204102,2:Married,32.0,3:Female,1,0
067420002,1:Not yet married,42.0,1:Male,0,1
068030002,5:Widowed,52.0,3:Female,1,0
068030003,2:Married,34.0,1:Male,1,1
068030004,2:Married,31.0,1:Male,1,1
068030007,1:Not yet married,22.0,3:Female,0,0
068030008,1:Not yet married,19.0,1:Male,0,1
068035102,2:Married,29.0,3:Female,1,0
068035202,2:Married,34.0,3:Female,1,0
068040001,5:Widowed,66.0,1:Male,1,1
068040003,1:Not yet married,36.0,3:Female,0,0
068040005,1:Not yet married,25.0,1:Male,0,1
068040006,2:Married,35.0,1:Male,1,1
068040008,2:Married,34.0,3:Female,1,0
068050002,5:Widowed,69.0,3:Female,1,0
068050003,2:Married,52.0,1:Male,1,1
068050004,2:Married,47.0,1:Male,1,1
068050006,2:Married,41.0,1:Male,1,1
068050007,2:Married,39.0,3:Female,1,0
068050008,4:Divorced,37.0,1:Male,1,1
068050009,2:Married,41.0,3:Female,1,0
068050010,2:Married,39.0,1:Male,1,1
068051102,2:Married,45.0,3:Female,1,0
068051103,1:Not yet married,19.0,1:Male,0,1
068054102,2:Married,33.0,3:Female,1,0
068060001,2:Married,53.0,1:Male,1,1
068060002,2:Married,52.0,3:Female,1,0
068060003,2:Married,26.0,3:Female,1,0
068060004,2:Married,26.0,3:Female,1,0
068070002,4:Divorced,49.0,3:Female,1,0
068070003,1:Not yet married,28.0,1:Male,0,1
068070004,2:Married,27.0,3:Female,1,0
068074101,2:Married,35.0,1:Male,1,1
068080001,2:Married,51.0,1:Male,1,1
068080002,2:Married,45.0,3:Female,1,0
068080003,1:Not yet married,25.0,1:Male,0,1
068090001,2:Married,62.0,1:Male,1,1
068090002,2:Married,57.0,3:Female,1,0
068090003,5:Widowed,39.0,3:Female,1,0
068090004,2:Married,33.0,3:Female,1,0
068090005,1:Not yet married,31.0,1:Male,0,1
068090006,2:Married,29.0,3:Female,1,0
068090007,1:Not yet married,25.0,3:Female,0,0
068090013,2:Married,30.0,1:Male,1,1
068090014,2:Married,29.0,1:Male,1,1
068120001,2:Married,46.0,1:Male,1,1
068120002,2:Married,49.0,3:Female,1,0
068120003,2:Married,26.0,3:Female,1,0
068120004,1:Not yet married,24.0,1:Male,0,1
068120006,2:Married,28.0,1:Male,1,1
068130002,5:Widowed,56.0,3:Female,1,0
068130003,2:Married,40.0,1:Male,1,1
068130004,2:Married,38.0,1:Male,1,1
068130005,2:Married,36.0,3:Female,1,0
068130006,2:Married,32.0,3:Female,1,0
068130007,3:Separated,28.0,3:Female,1,0
068130008,2:Married,30.0,3:Female,1,0
068133102,5:Widowed,52.0,3:Female,1,0
068133103,4:Divorced,25.0,3:Female,1,0
068133201,2:Married,42.0,1:Male,1,1
068134202,2:Married,34.0,3:Female,1,0
068134203,1:Not yet married,15.0,1:Male,0,1
068134301,2:Married,34.0,1:Male,1,1
068134401,4:Divorced,35.0,1:Male,1,1
068140003,2:Married,51.0,1:Male,1,1
068140004,2:Married,50.0,3:Female,1,0
068140007,1:Not yet married,18.0,1:Male,0,1
068190001,2:Married,77.0,1:Male,1,1
068190002,2:Married,71.0,3:Female,1,0
068190003,2:Married,50.0,3:Female,1,0
068190004,4:Divorced,43.0,3:Female,1,0
068190006,1:Not yet married,23.0,3:Female,0,0
068190010,1:Not yet married,18.0,1:Male,0,1
068190013,1:Not yet married,22.0,3:Female,0,0
068190014,2:Married,30.0,1:Male,1,1
068193101,2:Married,53.0,1:Male,1,1
068410001,2:Married,52.0,1:Male,1,1
068410002,2:Married,48.0,3:Female,1,0
068410003,1:Not yet married,26.0,1:Male,0,1
068410004,1:Not yet married,21.0,1:Male,0,1
068430001,1:Not yet married,50.0,1:Male,0,1
070010001,2:Married,47.0,1:Male,1,1
070010002,2:Married,46.0,3:Female,1,0
070010003,1:Not yet married,21.0,3:Female,0,0
070010004,1:Not yet married,17.0,1:Male,0,1
070020003,4:Divorced,50.0,1:Male,1,1
070021103,1:Not yet married,18.0,1:Male,0,1
070030002,5:Widowed,57.0,3:Female,1,0
070030003,2:Married,41.0,1:Male,1,1
070030004,2:Married,39.0,3:Female,1,0
070030005,2:Married,36.0,1:Male,1,1
070030006,2:Married,31.0,3:Female,1,0
070030010,2:Married,33.0,1:Male,1,1
070033102,2:Married,33.0,3:Female,1,0
070033103,1:Not yet married,15.0,1:Male,0,1
070034202,2:Married,36.0,3:Female,1,0
070040001,2:Married,60.0,1:Male,1,1
070040002,2:Married,48.0,3:Female,1,0
070040003,1:Not yet married,27.0,3:Female,0,0
070040004,2:Married,26.0,1:Male,1,1
070040005,1:Not yet married,24.0,3:Female,0,0
070045102,2:Married,26.0,3:Female,1,0
070050001,2:Married,82.0,1:Male,1,1
070050002,2:Married,74.0,3:Female,1,0
070050003,2:Married,47.0,1:Male,1,1
070050004,2:Married,43.0,1:Male,1,1
070050005,1:Not yet married,42.0,3:Female,0,0
070050006,2:Married,41.0,1:Male,1,1
070050007,2:Married,37.0,3:Female,1,0
070050010,2:Married,21.0,3:Female,1,0
070050011,1:Not yet married,17.0,1:Male,0,1
070050012,1:Not yet married,16.0,3:Female,0,0
070050013,2:Married,37.0,1:Male,1,1
070053102,2:Married,36.0,3:Female,1,0
070053103,1:Not yet married,18.0,3:Female,0,0
070055101,2:Married,28.0,1:Male,1,1
070070001,2:Married,56.0,1:Male,1,1
070070002,2:Married,53.0,3:Female,1,0
070070003,2:Married,32.0,1:Male,1,1
070070004,1:Not yet married,27.0,1:Male,0,1
070070005,2:Married,44.0,1:Male,1,1
070073102,2:Married,43.0,3:Female,1,0
070073103,1:Not yet married,15.0,1:Male,0,1
070100002,5:Widowed,61.0,3:Female,1,0
070100003,2:Married,40.0,3:Female,1,0
070100004,1:Not yet married,36.0,3:Female,0,0
070100005,2:Married,32.0,1:Male,1,1
070103101,2:Married,49.0,1:Male,1,1
070103103,1:Not yet married,17.0,1:Male,0,1
070103104,1:Not yet married,15.0,3:Female,0,0
070104105,2:Married,32.0,3:Female,1,0
070110002,5:Widowed,54.0,3:Female,1,0
070110003,4:Divorced,43.0,3:Female,1,0
070110004,1:Not yet married,26.0,1:Male,0,1
070110005,1:Not yet married,23.0,1:Male,0,1
070120001,2:Married,51.0,1:Male,1,1
070120002,2:Married,43.0,3:Female,1,0
070120004,1:Not yet married,22.0,1:Male,0,1
070130001,2:Married,58.0,1:Male,1,1
070130002,2:Married,58.0,3:Female,1,0
070130003,2:Married,38.0,3:Female,1,0
070130004,1:Not yet married,34.0,3:Female,0,0
070130005,1:Not yet married,29.0,1:Male,0,1
070130006,1:Not yet married,26.0,1:Male,0,1
070130007,1:Not yet married,23.0,3:Female,0,0
070130008,1:Not yet married,21.0,1:Male,0,1
070133103,2:Married,44.0,1:Male,1,1
070134101,4:Divorced,46.0,1:Male,1,1
070140003,2:Married,48.0,1:Male,1,1
070140005,1:Not yet married,23.0,1:Male,0,1
070140006,1:Not yet married,22.0,1:Male,0,1
070140008,1:Not yet married,19.0,1:Male,0,1
070160001,5:Widowed,75.0,1:Male,1,1
070160003,2:Married,44.0,1:Male,1,1
070160005,2:Married,34.0,1:Male,1,1
070160011,2:Married,47.0,1:Male,1,1
070160012,2:Married,42.0,3:Female,1,0
070163102,2:Married,38.0,3:Female,1,0
070163103,1:Not yet married,17.0,1:Male,0,1
070164102,2:Married,32.0,3:Female,1,0
070170001,2:Married,47.0,1:Male,1,1
070170002,2:Married,45.0,3:Female,1,0
070170003,1:Not yet married,22.0,1:Male,0,1
070180001,2:Married,59.0,1:Male,1,1
070180002,2:Married,47.0,3:Female,1,0
070180003,2:Married,30.0,3:Female,1,0
070180004,1:Not yet married,21.0,1:Male,0,1
070185102,2:Married,28.0,1:Male,1,1
070200001,2:Married,50.0,1:Male,1,1
070200002,2:Married,47.0,3:Female,1,0
070200003,2:Married,30.0,1:Male,1,1
070200004,1:Not yet married,26.0,3:Female,0,0
070200005,1:Not yet married,25.0,1:Male,0,1
070410001,2:Married,59.0,1:Male,1,1
070410002,2:Married,63.0,3:Female,1,0
070410003,2:Married,36.0,1:Male,1,1
070410004,2:Married,33.0,3:Female,1,0
070414102,2:Married,35.0,3:Female,1,0
070414201,2:Married,35.0,1:Male,1,1
070420001,5:Widowed,67.0,1:Male,1,1
070430002,5:Widowed,59.0,3:Female,1,0
070430003,2:Married,25.0,1:Male,1,1
070430004,1:Not yet married,22.0,3:Female,0,0
070430005,1:Not yet married,17.0,3:Female,0,0
070435102,2:Married,23.0,3:Female,1,0
071010001,2:Married,56.0,1:Male,1,1
071010002,2:Married,51.0,3:Female,1,0
071010003,2:Married,32.0,3:Female,1,0
071010004,2:Married,22.0,3:Female,1,0
071010008,2:Married,31.0,1:Male,1,1
071015101,2:Married,38.0,1:Male,1,1
071023103,2:Married,45.0,1:Male,1,1
071040001,2:Married,51.0,1:Male,1,1
071040002,2:Married,49.0,3:Female,1,0
071040003,1:Not yet married,22.0,3:Female,0,0
071040004,1:Not yet married,21.0,1:Male,0,1
071050001,2:Married,61.0,1:Male,1,1
071050004,2:Married,38.0,1:Male,1,1
071054102,2:Married,51.0,3:Female,1,0
071054103,1:Not yet married,15.0,1:Male,0,1
071054202,2:Married,34.0,3:Female,1,0
071060002,5:Widowed,51.0,3:Female,1,0
071060005,2:Married,48.0,1:Male,1,1
071060006,2:Married,45.0,1:Male,1,1
071060007,2:Married,53.0,1:Male,1,1
071060008,2:Married,47.0,3:Female,1,0
071060010,1:Not yet married,16.0,3:Female,0,0
071063202,2:Married,45.0,3:Female,1,0
071063203,1:Not yet married,17.0,1:Male,0,1
071063302,2:Married,41.0,3:Female,1,0
071063303,1:Not yet married,17.0,3:Female,0,0
071080001,4:Divorced,64.0,3:Female,1,0
071080002,2:Married,37.0,3:Female,1,0
071080003,1:Not yet married,35.0,1:Male,0,1
071090001,5:Widowed,81.0,1:Male,1,1
071090003,1:Not yet married,49.0,3:Female,0,0
071090004,4:Divorced,48.0,3:Female,1,0
071090005,2:Married,44.0,3:Female,1,0
071090009,1:Not yet married,19.0,3:Female,0,0
071090011,2:Married,34.0,1:Male,1,1
071120003,2:Married,49.0,3:Female,1,0
071120005,2:Married,47.0,3:Female,1,0
071120006,2:Married,49.0,1:Male,1,1
071120007,1:Not yet married,22.0,3:Female,0,0
071120008,1:Not yet married,18.0,1:Male,0,1
071123101,2:Married,50.0,1:Male,1,1
071123103,1:Not yet married,18.0,3:Female,0,0
071130002,2:Married,48.0,1:Male,1,1
071130003,2:Married,42.0,3:Female,1,0
071130004,1:Not yet married,18.0,1:Male,0,1
071140004,2:Married,45.0,3:Female,1,0
071140005,2:Married,42.0,1:Male,1,1
071140009,2:Married,49.0,1:Male,1,1
071140011,2:Married,48.0,1:Male,1,1
071140012,2:Married,32.0,1:Male,1,1
071140016,2:Married,20.0,3:Female,1,0
071141104,1:Not yet married,17.0,3:Female,0,0
071141105,1:Not yet married,15.0,1:Male,0,1
071143204,1:Not yet married,16.0,3:Female,0,0
071143302,4:Divorced,46.0,3:Female,1,0
071143303,1:Not yet married,23.0,3:Female,0,0
071143304,1:Not yet married,18.0,1:Male,0,1
071143402,2:Married,37.0,3:Female,1,0
071145003,2:Married,33.0,3:Female,1,0
071145101,2:Married,19.0,1:Male,1,1
071160002,5:Widowed,47.0,3:Female,1,0
071160003,2:Married,26.0,3:Female,1,0
071160004,1:Not yet married,21.0,1:Male,0,1
071165001,2:Married,33.0,1:Male,1,1
071170002,5:Widowed,73.0,3:Female,1,0
071170003,2:Married,54.0,1:Male,1,1
071170005,2:Married,44.0,3:Female,1,0
071170012,2:Married,49.0,1:Male,1,1
071175102,2:Married,47.0,3:Female,1,0
071200001,5:Widowed,73.0,3:Female,1,0
071410001,2:Married,51.0,1:Male,1,1
071410002,2:Married,48.0,3:Female,1,0
071410003,1:Not yet married,20.0,3:Female,0,0
071420002,5:Widowed,66.0,3:Female,1,0
071420004,5:Widowed,45.0,1:Male,1,1
071420005,2:Married,43.0,3:Female,1,0
071420006,2:Married,39.0,1:Male,1,1
071421102,2:Married,45.0,3:Female,1,0
071421103,1:Not yet married,16.0,1:Male,0,1
071423201,2:Married,39.0,1:Male,1,1
071423302,2:Married,41.0,3:Female,1,0
071423303,1:Not yet married,15.0,3:Female,0,0
071430001,2:Married,49.0,1:Male,1,1
071430003,1:Not yet married,20.0,1:Male,0,1
072070005,2:Married,45.0,1:Male,1,1
072070006,2:Married,44.0,3:Female,1,0
072170004,2:Married,26.0,1:Male,1,1
072170008,2:Married,24.0,3:Female,1,0
072180002,1:Not yet married,58.0,1:Male,0,1
072180003,1:Not yet married,52.0,3:Female,0,0
072180005,1:Not yet married,47.0,3:Female,0,0
073020001,2:Married,62.0,1:Male,1,1
073020002,2:Married,57.0,3:Female,1,0
073020003,2:Married,36.0,1:Male,1,1
073020004,2:Married,33.0,1:Male,1,1
073020005,1:Not yet married,29.0,1:Male,0,1
073020006,1:Not yet married,27.0,1:Male,0,1
073024102,2:Married,30.0,3:Female,1,0
073024202,2:Married,29.0,3:Female,1,0
073030002,5:Widowed,54.0,3:Female,1,0
073030003,2:Married,36.0,3:Female,1,0
073030004,2:Married,33.0,3:Female,1,0
073030005,1:Not yet married,30.0,1:Male,0,1
073031103,1:Not yet married,15.0,1:Male,0,1
073034101,2:Married,39.0,1:Male,1,1
073034201,2:Married,41.0,1:Male,1,1
073040001,2:Married,63.0,1:Male,1,1
073040002,2:Married,59.0,3:Female,1,0
073040003,2:Married,36.0,1:Male,1,1
073040004,4:Divorced,31.0,3:Female,1,0
073043102,2:Married,34.0,3:Female,1,0
073043103,1:Not yet married,15.0,1:Male,0,1
073043204,4:Divorced,34.0,1:Male,1,1
073060002,2:Married,47.0,3:Female,1,0
073060003,1:Not yet married,17.0,3:Female,0,0
073060004,2:Married,54.0,1:Male,1,1
073070002,5:Widowed,64.0,3:Female,1,0
073070003,1:Not yet married,46.0,1:Male,0,1
073070005,2:Married,36.0,1:Male,1,1
073070007,2:Married,30.0,3:Female,1,0
073070009,2:Married,23.0,1:Male,1,1
073075102,2:Married,22.0,3:Female,1,0
073075202,2:Married,36.0,1:Male,1,1
073075302,2:Married,25.0,3:Female,1,0
073080001,2:Married,63.0,1:Male,1,1
073080002,2:Married,57.0,3:Female,1,0
073080003,2:Married,37.0,3:Female,1,0
073080004,1:Not yet married,35.0,1:Male,0,1
073080005,1:Not yet married,28.0,1:Male,0,1
073080006,1:Not yet married,22.0,1:Male,0,1
073080007,1:Not yet married,17.0,1:Male,0,1
073085102,2:Married,31.0,1:Male,1,1
073090001,2:Married,62.0,1:Male,1,1
073090002,2:Married,64.0,3:Female,1,0
073090004,2:Married,37.0,3:Female,1,0
073090005,2:Married,34.0,1:Male,1,1
073090006,2:Married,32.0,3:Female,1,0
073090008,1:Not yet married,20.0,3:Female,0,0
073090009,1:Not yet married,17.0,3:Female,0,0
073090010,2:Married,41.0,1:Male,1,1
073094102,2:Married,40.0,3:Female,1,0
073094201,2:Married,36.0,1:Male,1,1
073100001,2:Married,51.0,1:Male,1,1
073100002,2:Married,45.0,3:Female,1,0
073100003,2:Married,25.0,1:Male,1,1
073100006,2:Married,40.0,1:Male,1,1
073100009,1:Not yet married,19.0,1:Male,0,1
073103102,2:Married,38.0,3:Female,1,0
073103103,1:Not yet married,18.0,3:Female,0,0
073105102,2:Married,30.0,3:Female,1,0
073110001,2:Married,57.0,1:Male,1,1
073110002,2:Married,52.0,3:Female,1,0
073110004,1:Not yet married,26.0,1:Male,0,1
073110006,2:Married,24.0,1:Male,1,1
073110007,2:Married,20.0,3:Female,1,0
073130001,2:Married,52.0,1:Male,1,1
073130005,2:Married,46.0,3:Female,1,0
073130007,1:Not yet married,15.0,1:Male,0,1
073140001,2:Married,58.0,1:Male,1,1
073140002,2:Married,51.0,3:Female,1,0
073140003,2:Married,30.0,1:Male,1,1
073140004,2:Married,25.0,1:Male,1,1
073140005,2:Married,37.0,3:Female,1,0
073140006,1:Not yet married,18.0,1:Male,0,1
073140009,2:Married,32.0,3:Female,1,0
073144103,1:Not yet married,16.0,3:Female,0,0
073144107,2:Married,46.0,1:Male,1,1
073145202,2:Married,25.0,3:Female,1,0
073160001,5:Widowed,69.0,1:Male,1,1
073160003,2:Married,42.0,1:Male,1,1
073160005,2:Married,26.0,3:Female,1,0
073160008,2:Married,29.0,1:Male,1,1
073165102,2:Married,39.0,3:Female,1,0
073170001,2:Married,45.0,1:Male,1,1
073170002,2:Married,44.0,3:Female,1,0
073170003,2:Married,22.0,3:Female,1,0
073170004,1:Not yet married,16.0,3:Female,0,0
073170006,2:Married,27.0,1:Male,1,1
073180002,5:Widowed,51.0,3:Female,1,0
073180004,2:Married,31.0,1:Male,1,1
073180006,1:Not yet married,18.0,1:Male,0,1
073180007,5:Widowed,75.0,3:Female,1,0
073184202,2:Married,31.0,3:Female,1,0
073190003,2:Married,40.0,3:Female,1,0
073190004,2:Married,37.0,1:Male,1,1
073190005,2:Married,35.0,1:Male,1,1
073190006,2:Married,34.0,1:Male,1,1
073190007,2:Married,32.0,3:Female,1,0
073190008,1:Not yet married,23.0,1:Male,0,1
073190009,2:Married,44.0,1:Male,1,1
073190011,2:Married,36.0,1:Male,1,1
073190012,2:Married,35.0,3:Female,1,0
073193103,1:Not yet married,16.0,1:Male,0,1
073194102,2:Married,28.0,3:Female,1,0
073194202,2:Married,31.0,3:Female,1,0
073410001,2:Married,56.0,1:Male,1,1
073410002,2:Married,53.0,3:Female,1,0
073410003,2:Married,35.0,1:Male,1,1
073410004,1:Not yet married,29.0,3:Female,0,0
073410005,1:Not yet married,23.0,1:Male,0,1
073410006,1:Not yet married,18.0,3:Female,0,0
073414102,2:Married,34.0,3:Female,1,0
073420002,2:Married,37.0,3:Female,1,0
073420004,2:Married,44.0,1:Male,1,1
073420005,1:Not yet married,16.0,1:Male,0,1
074020001,2:Married,60.0,1:Male,1,1
074020002,2:Married,58.0,3:Female,1,0
074020003,2:Married,37.0,1:Male,1,1
074020005,1:Not yet married,29.0,1:Male,0,1
074020006,1:Not yet married,15.0,1:Male,0,1
074025102,2:Married,31.0,3:Female,1,0
074030003,1:Not yet married,42.0,1:Male,0,1
074030004,2:Married,41.0,1:Male,1,1
074030006,2:Married,38.0,3:Female,1,0
074030007,2:Married,36.0,3:Female,1,0
074030010,2:Married,25.0,3:Female,1,0
074030011,2:Married,22.0,1:Male,1,1
074030014,2:Married,19.0,3:Female,1,0
074034102,2:Married,40.0,3:Female,1,0
074034103,1:Not yet married,17.0,3:Female,0,0
074034201,2:Married,54.0,1:Male,1,1
074034203,1:Not yet married,19.0,1:Male,0,1
074034301,2:Married,39.0,1:Male,1,1
074035101,2:Married,33.0,1:Male,1,1
074040001,2:Married,50.0,1:Male,1,1
074040002,2:Married,42.0,3:Female,1,0
074040003,1:Not yet married,24.0,1:Male,0,1
074042103,1:Not yet married,18.0,3:Female,0,0
074060001,4:Divorced,69.0,3:Female,1,0
074060002,2:Married,42.0,3:Female,1,0
074060003,2:Married,39.0,1:Male,1,1
074060004,2:Married,37.0,1:Male,1,1
074060006,2:Married,37.0,1:Male,1,1
074064102,2:Married,42.0,3:Female,1,0
074064202,2:Married,33.0,3:Female,1,0
074090005,1:Not yet married,38.0,1:Male,0,1
074100001,2:Married,47.0,1:Male,1,1
074100002,2:Married,42.0,3:Female,1,0
074100003,1:Not yet married,21.0,3:Female,0,0
074100004,1:Not yet married,18.0,3:Female,0,0
074110002,5:Widowed,62.0,3:Female,1,0
074110004,2:Married,35.0,1:Male,1,1
074110006,1:Not yet married,26.0,1:Male,0,1
074114102,2:Married,30.0,3:Female,1,0
074120001,2:Married,49.0,1:Male,1,1
074120002,2:Married,56.0,3:Female,1,0
074120003,4:Divorced,34.0,1:Male,1,1
074122102,2:Married,43.0,3:Female,1,0
074122103,2:Married,25.0,3:Female,1,0
074122104,2:Married,22.0,3:Female,1,0
074122105,1:Not yet married,17.0,1:Male,0,1
074130002,5:Widowed,60.0,3:Female,1,0
074130004,2:Married,37.0,1:Male,1,1
074130005,1:Not yet married,35.0,1:Male,0,1
074130007,4:Divorced,31.0,1:Male,1,1
074130008,2:Married,28.0,3:Female,1,0
074130009,1:Not yet married,22.0,1:Male,0,1
074130010,1:Not yet married,16.0,1:Male,0,1
074130012,1:Not yet married,17.0,1:Male,0,1
074130013,1:Not yet married,19.0,3:Female,0,0
074132104,1:Not yet married,15.0,3:Female,0,0
074134102,2:Married,33.0,3:Female,1,0
074134201,2:Married,29.0,1:Male,1,1
074140003,2:Married,39.0,1:Male,1,1
074140004,2:Married,37.0,3:Female,1,0
074140005,2:Married,32.0,3:Female,1,0
074140007,1:Not yet married,17.0,3:Female,0,0
074140009,2:Married,36.0,3:Female,1,0
074142105,2:Married,35.0,1:Male,1,1
074143101,2:Married,40.0,1:Male,1,1
074143103,1:Not yet married,19.0,1:Male,0,1
074170001,5:Widowed,50.0,3:Female,1,0
074170002,2:Married,26.0,3:Female,1,0
074170003,1:Not yet married,23.0,3:Female,0,0
074175101,2:Married,25.0,1:Male,1,1
074190004,2:Married,32.0,3:Female,1,0
074194301,2:Married,38.0,1:Male,1,1
074200002,5:Widowed,61.0,3:Female,1,0
074200005,2:Married,36.0,1:Male,1,1
074200006,2:Married,30.0,1:Male,1,1
074200012,2:Married,31.0,3:Female,1,0
074205102,2:Married,34.0,3:Female,1,0
074420001,5:Widowed,59.0,3:Female,1,0
074420002,2:Married,39.0,1:Male,1,1
074420003,1:Not yet married,37.0,1:Male,0,1
074420004,2:Married,35.0,3:Female,1,0
074420005,2:Married,32.0,3:Female,1,0
074420006,2:Married,39.0,1:Male,1,1
074424101,2:Married,41.0,1:Male,1,1
074425102,2:Married,35.0,3:Female,1,0
075010002,5:Widowed,63.0,3:Female,1,0
075010003,2:Married,35.0,3:Female,1,0
075010004,1:Not yet married,33.0,1:Male,0,1
075014102,2:Married,47.0,1:Male,1,1
075030001,2:Married,60.0,1:Male,1,1
075030002,2:Married,61.0,3:Female,1,0
075030003,2:Married,32.0,3:Female,1,0
075030004,1:Not yet married,31.0,3:Female,0,0
075030005,1:Not yet married,25.0,3:Female,0,0
075040002,5:Widowed,66.0,3:Female,1,0
075040003,2:Married,36.0,3:Female,1,0
075044101,2:Married,34.0,1:Male,1,1
075050002,5:Widowed,57.0,3:Female,1,0
075050003,2:Married,38.0,1:Male,1,1
075050004,2:Married,37.0,1:Male,1,1
075050005,1:Not yet married,32.0,1:Male,0,1
075050006,1:Not yet married,21.0,3:Female,0,0
075054102,2:Married,30.0,3:Female,1,0
075054202,2:Married,35.0,3:Female,1,0
075060001,5:Widowed,77.0,1:Male,1,1
075060003,2:Married,30.0,3:Female,1,0
075060005,2:Married,27.0,1:Male,1,1
075080002,5:Widowed,60.0,3:Female,1,0
075080006,4:Divorced,33.0,3:Female,1,0
075080007,2:Married,31.0,3:Female,1,0
075084101,2:Married,39.0,1:Male,1,1
075110002,5:Widowed,51.0,3:Female,1,0
075110003,1:Not yet married,22.0,3:Female,0,0
075110005,1:Not yet married,16.0,3:Female,0,0
075140001,2:Married,59.0,1:Male,1,1
075140002,2:Married,50.0,3:Female,1,0
075140003,2:Married,24.0,3:Female,1,0
075140004,2:Married,42.0,3:Female,1,0
075140007,1:Not yet married,20.0,3:Female,0,0
075140008,1:Not yet married,15.0,1:Male,0,1
075143101,2:Married,50.0,1:Male,1,1
075143103,1:Not yet married,16.0,1:Male,0,1
075160002,5:Widowed,76.0,3:Female,1,0
075160003,1:Not yet married,43.0,3:Female,0,0
075160005,4:Divorced,50.0,1:Male,1,1
075170001,2:Married,73.0,1:Male,1,1
075170002,2:Married,73.0,3:Female,1,0
075170005,2:Married,46.0,1:Male,1,1
075170006,4:Divorced,44.0,1:Male,1,1
075170007,2:Married,41.0,1:Male,1,1
075171105,1:Not yet married,18.0,1:Male,0,1
075173102,2:Married,42.0,3:Female,1,0
075173103,1:Not yet married,15.0,1:Male,0,1
075180002,5:Widowed,75.0,3:Female,1,0
075180004,1:Not yet married,47.0,1:Male,0,1
075190001,2:Married,72.0,1:Male,1,1
075190002,2:Married,64.0,3:Female,1,0
075190003,2:Married,38.0,1:Male,1,1
075190004,2:Married,37.0,1:Male,1,1
075190005,2:Married,36.0,1:Male,1,1
075194102,2:Married,38.0,3:Female,1,0
075195103,2:Married,32.0,3:Female,1,0
075410001,2:Married,62.0,1:Male,1,1
075410002,2:Married,57.0,3:Female,1,0
075410004,2:Married,33.0,3:Female,1,0
075410007,2:Married,38.0,1:Male,1,1
075430002,5:Widowed,81.0,3:Female,1,0
075430003,1:Not yet married,48.0,1:Male,0,1
075430004,1:Not yet married,45.0,1:Male,0,1
076010001,2:Married,70.0,1:Male,1,1
076010002,2:Married,63.0,3:Female,1,0
076010003,2:Married,41.0,3:Female,1,0
076010004,2:Married,40.0,1:Male,1,1
076010005,2:Married,34.0,3:Female,1,0
076010006,2:Married,32.0,3:Female,1,0
076010010,2:Married,36.0,1:Male,1,1
076014201,2:Married,36.0,1:Male,1,1
076015102,2:Married,39.0,3:Female,1,0
076020009,2:Married,36.0,3:Female,1,0
076023301,2:Married,46.0,1:Male,1,1
076023303,1:Not yet married,16.0,1:Male,0,1
076030001,5:Widowed,72.0,1:Male,1,1
076030003,2:Married,44.0,1:Male,1,1
076030004,2:Married,38.0,1:Male,1,1
076030006,2:Married,27.0,3:Female,1,0
076035104,2:Married,33.0,3:Female,1,0
076040001,2:Married,78.0,1:Male,1,1
076040002,2:Married,75.0,3:Female,1,0
076040003,4:Divorced,47.0,3:Female,1,0
076040005,2:Married,44.0,3:Female,1,0
076040006,2:Married,41.0,1:Male,1,1
076040008,1:Not yet married,15.0,3:Female,0,0
076040009,2:Married,44.0,1:Male,1,1
076040010,2:Married,38.0,3:Female,1,0
076060002,5:Widowed,71.0,3:Female,1,0
076060004,1:Not yet married,59.0,3:Female,0,0
076080001,2:Married,72.0,1:Male,1,1
076080002,2:Married,71.0,3:Female,1,0
076080003,2:Married,45.0,1:Male,1,1
076080004,2:Married,45.0,3:Female,1,0
076080005,2:Married,43.0,3:Female,1,0
076080006,2:Married,34.0,3:Female,1,0
076083102,2:Married,39.0,3:Female,1,0
076083103,1:Not yet married,15.0,1:Male,0,1
076083201,2:Married,48.0,1:Male,1,1
076084101,2:Married,48.0,1:Male,1,1
076085102,2:Married,34.0,1:Male,1,1
076100001,5:Widowed,86.0,1:Male,1,1
076100008,1:Not yet married,18.0,1:Male,0,1
076110001,5:Widowed,79.0,1:Male,1,1
076110003,2:Married,44.0,3:Female,1,0
076110005,1:Not yet married,22.0,3:Female,0,0
076110006,1:Not yet married,15.0,3:Female,0,0
076113101,2:Married,44.0,1:Male,1,1
076113103,1:Not yet married,16.0,1:Male,0,1
076120002,5:Widowed,66.0,3:Female,1,0
076120003,2:Married,44.0,3:Female,1,0
