pidlink,marstat,age,sex,ever_married,male
155060006,1:Not yet married,25.0,1:Male,0,1
155090004,4:Divorced,43.0,1:Male,1,1
155120001,2:Married,49.0,1:Male,1,1
155120002,2:Married,42.0,3:Female,1,0
155120003,2:Married,22.0,3:Female,1,0
155120004,1:Not yet married,18.0,1:Male,0,1
155125101,2:Married,28.0,1:Male,1,1
155130004,2:Married,43.0,3:Female,1,0
155130009,1:Not yet married,18.0,1:Male,0,1
155130010,4:Divorced,40.0,1:Male,1,1
155134101,2:Married,46.0,1:Male,1,1
155180004,2:Married,47.0,1:Male,1,1
155181102,2:Married,45.0,3:Female,1,0
155190002,5:Widowed,79.0,3:Female,1,0
155190004,2:Married,47.0,1:Male,1,1
155190005,2:Married,43.0,3:Female,1,0
155190006,2:Married,39.0,3:Female,1,0
155190007,1:Not yet married,19.0,1:Male,0,1
155190008,5:Widowed,52.0,3:Female,1,0
155191202,2:Married,45.0,3:Female,1,0
155191203,1:Not yet married,18.0,1:Male,0,1
155193101,2:Married,46.0,1:Male,1,1
155194101,2:Married,41.0,1:Male,1,1
155200001,2:Married,51.0,1:Male,1,1
155200002,2:Married,48.0,3:Female,1,0
155200003,2:Married,24.0,1:Male,1,1
155200004,1:Not yet married,19.0,1:Male,0,1
155200006,2:Married,23.0,3:Female,1,0
156070005,5:Widowed,49.0,3:Female,1,0
156071103,1:Not yet married,19.0,3:Female,0,0
157010001,2:Married,50.0,1:Male,1,1
157010002,2:Married,49.0,3:Female,1,0
157010003,2:Married,27.0,3:Female,1,0
157010004,1:Not yet married,23.0,1:Male,0,1
157010005,5:Widowed,69.0,3:Female,1,0
157010007,2:Married,38.0,3:Female,1,0
157010008,2:Married,33.0,1:Male,1,1
157010009,2:Married,43.0,3:Female,1,0
157010012,2:Married,21.0,3:Female,1,0
157011106,1:Not yet married,18.0,1:Male,0,1
157014101,2:Married,43.0,1:Male,1,1
157014202,2:Married,31.0,3:Female,1,0
157015202,2:Married,25.0,1:Male,1,1
157020002,5:Widowed,60.0,3:Female,1,0
157020005,1:Not yet married,16.0,1:Male,0,1
157030001,2:Married,64.0,1:Male,1,1
157030002,2:Married,61.0,3:Female,1,0
157030004,2:Married,40.0,1:Male,1,1
157030005,2:Married,37.0,1:Male,1,1
157033102,2:Married,37.0,3:Female,1,0
157033103,1:Not yet married,15.0,1:Male,0,1
157033202,2:Married,34.0,3:Female,1,0
157060003,2:Married,53.0,3:Female,1,0
157060004,4:Divorced,46.0,3:Female,1,0
157060005,1:Not yet married,43.0,3:Female,0,0
157060006,1:Not yet married,23.0,3:Female,0,0
157060007,1:Not yet married,19.0,3:Female,0,0
157060008,1:Not yet married,15.0,1:Male,0,1
157060011,5:Widowed,62.0,3:Female,1,0
157070001,2:Married,55.0,1:Male,1,1
157070002,2:Married,50.0,3:Female,1,0
157070003,2:Married,33.0,3:Female,1,0
157070004,2:Married,32.0,3:Female,1,0
157070006,2:Married,25.0,1:Male,1,1
157070009,4:Divorced,44.0,1:Male,1,1
157070010,2:Married,41.0,1:Male,1,1
157070012,4:Divorced,33.0,3:Female,1,0
157070013,2:Married,17.0,3:Female,1,0
157070017,2:Married,22.0,1:Male,1,1
157070018,2:Married,27.0,3:Female,1,0
157073202,2:Married,39.0,3:Female,1,0
157073305,1:Not yet married,15.0,1:Male,0,1
157074101,2:Married,44.0,1:Male,1,1
157074201,2:Married,52.0,1:Male,1,1
157100001,2:Married,60.0,1:Male,1,1
157100002,2:Married,58.0,3:Female,1,0
157100003,2:Married,34.0,3:Female,1,0
157100005,2:Married,29.0,3:Female,1,0
157100006,2:Married,29.0,3:Female,1,0
157100007,2:Married,25.0,3:Female,1,0
157100008,1:Not yet married,24.0,1:Male,0,1
157100009,1:Not yet married,22.0,1:Male,0,1
157100010,2:Married,60.0,1:Male,1,1
157100011,2:Married,51.0,3:Female,1,0
157100013,1:Not yet married,35.0,1:Male,0,1
157100014,4:Divorced,34.0,1:Male,1,1
157100018,2:Married,15.0,3:Female,1,0
157104202,5:Widowed,28.0,3:Female,1,0
157105101,2:Married,36.0,1:Male,1,1
157105201,2:Married,35.0,1:Male,1,1
157105401,2:Married,26.0,1:Male,1,1
157110003,5:Widowed,60.0,3:Female,1,0
157110005,5:Widowed,44.0,3:Female,1,0
157110007,2:Married,38.0,3:Female,1,0
157110008,5:Widowed,50.0,3:Female,1,0
157110009,2:Married,39.0,1:Male,1,1
157110010,2:Married,36.0,1:Male,1,1
157110011,4:Divorced,31.0,3:Female,1,0
157110012,2:Married,28.0,1:Male,1,1
157110016,1:Not yet married,16.0,3:Female,0,0
157111105,1:Not yet married,18.0,1:Male,0,1
157113104,2:Married,36.0,3:Female,1,0
157114102,2:Married,33.0,3:Female,1,0
157114301,2:Married,38.0,1:Male,1,1
157115102,2:Married,26.0,3:Female,1,0
157120006,2:Married,43.0,1:Male,1,1
157120007,2:Married,42.0,3:Female,1,0
157120008,1:Not yet married,19.0,1:Male,0,1
157130001,5:Widowed,89.0,1:Male,1,1
157130003,2:Married,49.0,1:Male,1,1
157130004,2:Married,41.0,3:Female,1,0
157130005,2:Married,25.0,3:Female,1,0
157130007,1:Not yet married,23.0,1:Male,0,1
157135102,2:Married,29.0,1:Male,1,1
157170001,5:Widowed,68.0,3:Female,1,0
157170003,2:Married,50.0,3:Female,1,0
157170004,2:Married,47.0,1:Male,1,1
157170005,2:Married,42.0,1:Male,1,1
157170008,2:Married,41.0,3:Female,1,0
157170011,1:Not yet married,17.0,1:Male,0,1
157174102,2:Married,32.0,3:Female,1,0
157175202,2:Married,48.0,1:Male,1,1
157180001,2:Married,68.0,1:Male,1,1
157180002,2:Married,65.0,3:Female,1,0
158010001,2:Married,51.0,1:Male,1,1
158010002,2:Married,51.0,3:Female,1,0
158010003,2:Married,30.0,3:Female,1,0
158010004,1:Not yet married,23.0,1:Male,0,1
158010005,2:Married,33.0,1:Male,1,1
158020002,2:Married,59.0,3:Female,1,0
158020003,1:Not yet married,54.0,3:Female,0,0
158030001,2:Married,61.0,1:Male,1,1
158030002,2:Married,58.0,3:Female,1,0
158030003,2:Married,37.0,3:Female,1,0
158030004,2:Married,34.0,1:Male,1,1
158030005,2:Married,33.0,1:Male,1,1
158030006,2:Married,25.0,3:Female,1,0
158030007,2:Married,23.0,3:Female,1,0
158030010,2:Married,28.0,1:Male,1,1
158034101,2:Married,47.0,1:Male,1,1
158034202,2:Married,40.0,3:Female,1,0
158035102,2:Married,27.0,3:Female,1,0
158040001,2:Married,53.0,1:Male,1,1
158040002,2:Married,47.0,3:Female,1,0
158040003,1:Not yet married,22.0,1:Male,0,1
158040004,1:Not yet married,20.0,1:Male,0,1
158040005,1:Not yet married,18.0,3:Female,0,0
158040006,5:Widowed,69.0,3:Female,1,0
158050002,5:Widowed,60.0,3:Female,1,0
158050005,2:Married,36.0,3:Female,1,0
158050006,2:Married,28.0,3:Female,1,0
158050007,1:Not yet married,15.0,1:Male,0,1
158050008,2:Married,32.0,1:Male,1,1
158054101,2:Married,39.0,1:Male,1,1
158060002,2:Married,51.0,3:Female,1,0
158060004,1:Not yet married,22.0,3:Female,0,0
158060007,1:Not yet married,20.0,3:Female,0,0
158060009,2:Married,70.0,1:Male,1,1
158060010,2:Married,67.0,3:Female,1,0
158060011,1:Not yet married,38.0,1:Male,0,1
158060012,2:Married,36.0,1:Male,1,1
158080002,5:Widowed,49.0,1:Male,1,1
158080004,1:Not yet married,24.0,3:Female,0,0
158080005,1:Not yet married,20.0,1:Male,0,1
158100001,2:Married,49.0,1:Male,1,1
158100002,2:Married,45.0,3:Female,1,0
158100003,1:Not yet married,20.0,3:Female,0,0
158110003,2:Married,36.0,3:Female,1,0
158110004,2:Married,38.0,1:Male,1,1
158120003,2:Married,36.0,1:Male,1,1
158140001,2:Married,38.0,3:Female,1,0
158140003,1:Not yet married,18.0,3:Female,0,0
158140004,2:Married,45.0,3:Female,1,0
158140006,1:Not yet married,19.0,1:Male,0,1
158140007,2:Married,72.0,1:Male,1,1
158140009,2:Married,35.0,3:Female,1,0
158140010,1:Not yet married,15.0,1:Male,0,1
158150006,2:Married,38.0,1:Male,1,1
158153306,2:Married,35.0,3:Female,1,0
158160001,5:Widowed,70.0,3:Female,1,0
158160002,2:Married,50.0,3:Female,1,0
158160004,1:Not yet married,22.0,1:Male,0,1
158160006,2:Married,54.0,1:Male,1,1
158170001,2:Married,78.0,1:Male,1,1
158170002,2:Married,71.0,3:Female,1,0
158170003,2:Married,40.0,1:Male,1,1
158170004,2:Married,41.0,3:Female,1,0
158201102,2:Married,51.0,3:Female,1,0
158201103,2:Married,51.0,1:Male,1,1
158201104,2:Married,30.0,3:Female,1,0
158201106,2:Married,31.0,1:Male,1,1
159010001,2:Married,58.0,1:Male,1,1
159010002,2:Married,60.0,3:Female,1,0
159010003,2:Married,33.0,3:Female,1,0
159010004,2:Married,27.0,1:Male,1,1
159010006,5:Widowed,46.0,3:Female,1,0
159010007,2:Married,35.0,1:Male,1,1
159010010,2:Married,27.0,3:Female,1,0
159010012,1:Not yet married,49.0,1:Male,0,1
159010013,1:Not yet married,21.0,3:Female,0,0
159015202,2:Married,31.0,3:Female,1,0
159020001,5:Widowed,77.0,1:Male,1,1
159020003,2:Married,44.0,3:Female,1,0
159020004,1:Not yet married,21.0,1:Male,0,1
159030001,2:Married,78.0,1:Male,1,1
159030002,2:Married,51.0,3:Female,1,0
159030005,1:Not yet married,25.0,1:Male,0,1
159030006,2:Married,35.0,3:Female,1,0
159040001,2:Married,72.0,1:Male,1,1
159040002,2:Married,70.0,3:Female,1,0
159040003,2:Married,39.0,1:Male,1,1
159042102,1:Not yet married,15.0,1:Male,0,1
159044102,2:Married,35.0,3:Female,1,0
159050001,2:Married,62.0,1:Male,1,1
159050002,2:Married,60.0,3:Female,1,0
159050003,2:Married,39.0,1:Male,1,1
159050004,2:Married,36.0,3:Female,1,0
159050005,1:Not yet married,26.0,3:Female,0,0
159053102,2:Married,36.0,3:Female,1,0
159053103,1:Not yet married,17.0,3:Female,0,0
159060002,5:Widowed,73.0,3:Female,1,0
159060003,4:Divorced,67.0,3:Female,1,0
159060004,4:Divorced,39.0,1:Male,1,1
159070001,2:Married,52.0,1:Male,1,1
159070002,2:Married,44.0,3:Female,1,0
159070003,2:Married,26.0,3:Female,1,0
159070004,1:Not yet married,25.0,1:Male,0,1
159080001,5:Widowed,68.0,3:Female,1,0
159090002,4:Divorced,70.0,3:Female,1,0
159100002,5:Widowed,72.0,3:Female,1,0
159100003,4:Divorced,59.0,1:Male,1,1
159100004,2:Married,51.0,3:Female,1,0
159100006,2:Married,37.0,3:Female,1,0
159100007,1:Not yet married,37.0,1:Male,0,1
159100010,2:Married,51.0,1:Male,1,1
159100011,1:Not yet married,19.0,1:Male,0,1
159100013,2:Married,42.0,3:Female,1,0
159100014,2:Married,46.0,3:Female,1,0
159104101,2:Married,60.0,1:Male,1,1
159104201,2:Married,41.0,1:Male,1,1
159104301,2:Married,49.0,1:Male,1,1
159110001,2:Married,59.0,1:Male,1,1
159110002,2:Married,53.0,3:Female,1,0
159110003,2:Married,38.0,3:Female,1,0
159110004,2:Married,35.0,3:Female,1,0
159110008,2:Married,43.0,1:Male,1,1
159110009,1:Not yet married,16.0,3:Female,0,0
159120002,5:Widowed,84.0,3:Female,1,0
159120003,2:Married,42.0,3:Female,1,0
159120004,2:Married,39.0,3:Female,1,0
159120005,2:Married,46.0,1:Male,1,1
159120006,4:Divorced,26.0,3:Female,1,0
159120007,1:Not yet married,21.0,1:Male,0,1
159120008,2:Married,31.0,3:Female,1,0
159123109,2:Married,45.0,1:Male,1,1
159123201,2:Married,42.0,1:Male,1,1
159130001,5:Widowed,51.0,1:Male,1,1
159130003,2:Married,28.0,3:Female,1,0
159130004,1:Not yet married,24.0,1:Male,0,1
159130005,1:Not yet married,17.0,1:Male,0,1
159140001,2:Married,72.0,1:Male,1,1
159140008,4:Divorced,57.0,3:Female,1,0
159140009,2:Married,22.0,3:Female,1,0
159140010,1:Not yet married,21.0,3:Female,0,0
159140011,2:Married,32.0,3:Female,1,0
159143102,2:Married,59.0,3:Female,1,0
159150001,2:Married,70.0,1:Male,1,1
159150002,2:Married,62.0,3:Female,1,0
159150005,2:Married,44.0,1:Male,1,1
159150006,2:Married,30.0,3:Female,1,0
159160001,2:Married,64.0,1:Male,1,1
159160004,2:Married,41.0,3:Female,1,0
159170003,2:Married,44.0,3:Female,1,0
159170006,2:Married,23.0,1:Male,1,1
159170007,2:Married,38.0,3:Female,1,0
159170008,1:Not yet married,16.0,3:Female,0,0
159173101,2:Married,52.0,1:Male,1,1
159180003,2:Married,36.0,1:Male,1,1
159180004,2:Married,30.0,3:Female,1,0
159190001,2:Married,59.0,1:Male,1,1
159190002,2:Married,49.0,3:Female,1,0
159190005,1:Not yet married,24.0,1:Male,0,1
159190006,1:Not yet married,15.0,1:Male,0,1
159200001,2:Married,63.0,1:Male,1,1
159200002,2:Married,62.0,3:Female,1,0
159200003,2:Married,47.0,3:Female,1,0
159200004,2:Married,35.0,3:Female,1,0
159200005,2:Married,32.0,3:Female,1,0
159200006,2:Married,52.0,1:Male,1,1
159200007,1:Not yet married,23.0,1:Male,0,1
159200010,1:Not yet married,16.0,3:Female,0,0
159200014,2:Married,35.0,1:Male,1,1
159201104,1:Not yet married,17.0,3:Female,0,0
159204101,2:Married,39.0,1:Male,1,1
159210001,2:Married,61.0,1:Male,1,1
159210002,2:Married,58.0,3:Female,1,0
159210003,2:Married,39.0,3:Female,1,0
159210004,2:Married,35.0,1:Male,1,1
159210007,2:Married,22.0,1:Male,1,1
159210008,1:Not yet married,15.0,3:Female,0,0
159213102,2:Married,34.0,3:Female,1,0
159214102,1:Not yet married,17.0,1:Male,0,1
159215102,2:Married,21.0,3:Female,1,0
159220002,5:Widowed,71.0,3:Female,1,0
159220003,2:Married,52.0,3:Female,1,0
159220004,2:Married,57.0,1:Male,1,1
159220006,2:Married,33.0,3:Female,1,0
159220008,1:Not yet married,16.0,1:Male,0,1
159230001,2:Married,52.0,1:Male,1,1
159230002,2:Married,49.0,3:Female,1,0
159230004,2:Married,34.0,3:Female,1,0
159230005,2:Married,33.0,1:Male,1,1
159230009,2:Married,38.0,1:Male,1,1
159233102,2:Married,66.0,1:Male,1,1
159233106,4:Divorced,28.0,3:Female,1,0
159235102,2:Married,25.0,3:Female,1,0
159240001,2:Married,55.0,1:Male,1,1
159240004,2:Married,28.0,3:Female,1,0
159240005,2:Married,82.0,1:Male,1,1
159240006,2:Married,75.0,3:Female,1,0
159240007,2:Married,40.0,3:Female,1,0
159240009,1:Not yet married,21.0,3:Female,0,0
159240011,2:Married,42.0,1:Male,1,1
159242105,2:Married,51.0,1:Male,1,1
159242108,2:Married,28.0,1:Male,1,1
159244102,2:Married,55.0,3:Female,1,0
159245303,2:Married,23.0,1:Male,1,1
159245304,2:Married,23.0,3:Female,1,0
159250001,5:Widowed,77.0,1:Male,1,1
159250003,4:Divorced,64.0,1:Male,1,1
159250004,2:Married,34.0,3:Female,1,0
159250006,2:Married,40.0,3:Female,1,0
159270001,2:Married,69.0,1:Male,1,1
159270002,2:Married,62.0,3:Female,1,0
159270003,2:Married,32.0,1:Male,1,1
159270004,2:Married,25.0,1:Male,1,1
159270006,2:Married,48.0,3:Female,1,0
159274101,2:Married,53.0,1:Male,1,1
159275102,2:Married,28.0,3:Female,1,0
159275202,2:Married,31.0,3:Female,1,0
159280007,2:Married,44.0,3:Female,1,0
159280009,1:Not yet married,16.0,3:Female,0,0
159280010,2:Married,55.0,1:Male,1,1
159283101,2:Married,48.0,1:Male,1,1
159290001,2:Married,59.0,1:Male,1,1
159290002,2:Married,54.0,3:Female,1,0
159290004,4:Divorced,37.0,1:Male,1,1
159290005,2:Married,35.0,1:Male,1,1
159290006,2:Married,24.0,1:Male,1,1
159290008,5:Widowed,89.0,3:Female,1,0
159295102,2:Married,33.0,3:Female,1,0
159300001,2:Married,63.0,1:Male,1,1
159300002,2:Married,61.0,3:Female,1,0
159300004,2:Married,26.0,3:Female,1,0
160010001,2:Married,62.0,1:Male,1,1
160010002,2:Married,50.0,3:Female,1,0
160020001,2:Married,81.0,1:Male,1,1
160020002,2:Married,74.0,3:Female,1,0
160020005,2:Married,36.0,1:Male,1,1
160020006,2:Married,34.0,3:Female,1,0
160020007,2:Married,31.0,3:Female,1,0
160020011,1:Not yet married,15.0,1:Male,0,1
160020012,2:Married,29.0,3:Female,1,0
160025101,2:Married,43.0,1:Male,1,1
160025201,2:Married,32.0,1:Male,1,1
160030001,2:Married,56.0,1:Male,1,1
160030002,2:Married,47.0,3:Female,1,0
160030003,2:Married,32.0,3:Female,1,0
160030004,2:Married,28.0,3:Female,1,0
160030005,2:Married,24.0,1:Male,1,1
160034102,2:Married,32.0,1:Male,1,1
160035101,2:Married,30.0,1:Male,1,1
160040001,2:Married,40.0,1:Male,1,1
160040002,2:Married,41.0,3:Female,1,0
160040004,1:Not yet married,17.0,1:Male,0,1
160040005,2:Married,33.0,3:Female,1,0
160043101,2:Married,39.0,1:Male,1,1
160050001,2:Married,65.0,1:Male,1,1
160050002,2:Married,59.0,3:Female,1,0
160050003,2:Married,38.0,3:Female,1,0
160050004,2:Married,35.0,3:Female,1,0
160050005,2:Married,33.0,3:Female,1,0
160050006,2:Married,32.0,1:Male,1,1
160053108,2:Married,41.0,1:Male,1,1
160055202,2:Married,27.0,3:Female,1,0
160060001,2:Married,62.0,1:Male,1,1
160060002,2:Married,57.0,3:Female,1,0
160060005,2:Married,26.0,3:Female,1,0
160065102,2:Married,36.0,1:Male,1,1
160070002,5:Widowed,56.0,3:Female,1,0
160070003,2:Married,39.0,1:Male,1,1
160070004,2:Married,35.0,3:Female,1,0
160070005,2:Married,31.0,1:Male,1,1
160070012,4:Divorced,41.0,1:Male,1,1
160070013,2:Married,26.0,3:Female,1,0
160070014,5:Widowed,110.0,1:Male,1,1
160075102,2:Married,40.0,1:Male,1,1
160075202,2:Married,26.0,3:Female,1,0
160080001,2:Married,66.0,1:Male,1,1
160080002,2:Married,58.0,3:Female,1,0
160080003,2:Married,34.0,1:Male,1,1
160080005,2:Married,30.0,3:Female,1,0
160083102,2:Married,35.0,3:Female,1,0
160100002,5:Widowed,66.0,3:Female,1,0
160100004,1:Not yet married,37.0,1:Male,0,1
160100005,1:Not yet married,33.0,1:Male,0,1
160100006,2:Married,33.0,1:Male,1,1
160100007,2:Married,28.0,3:Female,1,0
160100011,1:Not yet married,16.0,3:Female,0,0
160103107,2:Married,30.0,3:Female,1,0
160103202,2:Married,40.0,3:Female,1,0
160105101,2:Married,35.0,1:Male,1,1
160110001,2:Married,56.0,1:Male,1,1
160110002,2:Married,56.0,3:Female,1,0
160110003,2:Married,35.0,3:Female,1,0
160110004,2:Married,33.0,3:Female,1,0
160110005,2:Married,29.0,3:Female,1,0
160110006,2:Married,27.0,3:Female,1,0
160110007,2:Married,23.0,3:Female,1,0
160110008,1:Not yet married,19.0,1:Male,0,1
160110009,1:Not yet married,16.0,1:Male,0,1
160110010,2:Married,30.0,1:Male,1,1
160114101,2:Married,45.0,1:Male,1,1
160114201,2:Married,37.0,1:Male,1,1
160114301,2:Married,28.0,1:Male,1,1
160115201,2:Married,31.0,1:Male,1,1
160120001,2:Married,70.0,1:Male,1,1
160120002,2:Married,55.0,3:Female,1,0
160120003,1:Not yet married,21.0,1:Male,0,1
160120006,2:Married,38.0,1:Male,1,1
160120007,2:Married,37.0,1:Male,1,1
160120012,1:Not yet married,15.0,1:Male,0,1
160123202,2:Married,38.0,3:Female,1,0
160123203,1:Not yet married,15.0,3:Female,0,0
160124302,2:Married,35.0,3:Female,1,0
160130002,5:Widowed,82.0,3:Female,1,0
160130003,2:Married,53.0,3:Female,1,0
160130004,2:Married,54.0,1:Male,1,1
160130006,1:Not yet married,25.0,1:Male,0,1
160130007,1:Not yet married,18.0,3:Female,0,0
160140002,5:Widowed,57.0,3:Female,1,0
160140003,4:Divorced,37.0,1:Male,1,1
160140004,2:Married,36.0,3:Female,1,0
160140005,2:Married,33.0,3:Female,1,0
160140008,2:Married,31.0,1:Male,1,1
160144101,2:Married,41.0,1:Male,1,1
160150001,2:Married,62.0,1:Male,1,1
160150002,2:Married,55.0,3:Female,1,0
160150003,2:Married,36.0,1:Male,1,1
160150004,2:Married,34.0,3:Female,1,0
160155102,2:Married,28.0,3:Female,1,0
160160002,5:Widowed,80.0,3:Female,1,0
160160003,2:Married,46.0,1:Male,1,1
160160006,1:Not yet married,51.0,1:Male,0,1
160160007,4:Divorced,77.0,3:Female,1,0
160163102,2:Married,45.0,3:Female,1,0
160163103,1:Not yet married,19.0,3:Female,0,0
160165102,2:Married,53.0,3:Female,1,0
160165103,1:Not yet married,23.0,3:Female,0,0
160165104,1:Not yet married,22.0,3:Female,0,0
160170002,5:Widowed,59.0,3:Female,1,0
160170003,1:Not yet married,27.0,1:Male,0,1
160170004,1:Not yet married,23.0,3:Female,0,0
160180001,5:Widowed,83.0,3:Female,1,0
160180006,2:Married,49.0,3:Female,1,0
160180007,2:Married,50.0,1:Male,1,1
160190001,2:Married,70.0,1:Male,1,1
160190002,2:Married,69.0,3:Female,1,0
160190005,2:Married,30.0,1:Male,1,1
160194102,2:Married,31.0,3:Female,1,0
160200001,2:Married,54.0,1:Male,1,1
160200002,2:Married,45.0,3:Female,1,0
160200003,2:Married,26.0,1:Male,1,1
160200004,1:Not yet married,22.0,1:Male,0,1
160200005,1:Not yet married,18.0,1:Male,0,1
161010001,2:Married,56.0,1:Male,1,1
161010005,2:Married,33.0,3:Female,1,0
161010006,2:Married,31.0,1:Male,1,1
161010008,1:Not yet married,15.0,1:Male,0,1
161014103,2:Married,35.0,1:Male,1,1
161015102,2:Married,45.0,3:Female,1,0
161020001,5:Widowed,82.0,1:Male,1,1
161020003,2:Married,43.0,3:Female,1,0
161020004,2:Married,41.0,1:Male,1,1
161020005,2:Married,37.0,1:Male,1,1
161020006,2:Married,34.0,1:Male,1,1
161020007,2:Married,49.0,1:Male,1,1
161020008,1:Not yet married,23.0,1:Male,0,1
161020009,1:Not yet married,16.0,1:Male,0,1
161023103,2:Married,34.0,3:Female,1,0
161023202,2:Married,33.0,3:Female,1,0
161023203,1:Not yet married,15.0,1:Male,0,1
161025102,2:Married,37.0,3:Female,1,0
161025103,1:Not yet married,19.0,1:Male,0,1
161030001,2:Married,65.0,1:Male,1,1
161030002,2:Married,54.0,3:Female,1,0
161030003,2:Married,37.0,3:Female,1,0
161030004,2:Married,33.0,1:Male,1,1
161030005,1:Not yet married,25.0,1:Male,0,1
161030009,2:Married,32.0,3:Female,1,0
161035101,2:Married,37.0,1:Male,1,1
161040002,5:Widowed,53.0,3:Female,1,0
161040003,2:Married,40.0,1:Male,1,1
161040004,2:Married,37.0,1:Male,1,1
161040005,2:Married,35.0,3:Female,1,0
161040007,2:Married,30.0,3:Female,1,0
161043101,2:Married,43.0,1:Male,1,1
161043103,1:Not yet married,15.0,3:Female,0,0
161045102,2:Married,28.0,3:Female,1,0
161050001,2:Married,55.0,1:Male,1,1
161050002,2:Married,48.0,3:Female,1,0
161050003,2:Married,27.0,1:Male,1,1
161050004,1:Not yet married,19.0,1:Male,0,1
161055102,2:Married,19.0,3:Female,1,0
161060002,5:Widowed,54.0,3:Female,1,0
161060004,2:Married,35.0,1:Male,1,1
161060005,2:Married,32.0,1:Male,1,1
161060007,2:Married,24.0,3:Female,1,0
161060009,2:Married,26.0,3:Female,1,0
161060010,2:Married,27.0,1:Male,1,1
161063103,2:Married,33.0,3:Female,1,0
161070001,2:Married,63.0,1:Male,1,1
161070003,2:Married,36.0,3:Female,1,0
161070004,2:Married,34.0,1:Male,1,1
161070005,2:Married,22.0,3:Female,1,0
161070006,1:Not yet married,19.0,1:Male,0,1
161070007,2:Married,38.0,3:Female,1,0
161070008,2:Married,40.0,1:Male,1,1
161070009,1:Not yet married,16.0,1:Male,0,1
161075102,2:Married,55.0,3:Female,1,0
161075202,2:Married,30.0,3:Female,1,0
161075301,2:Married,25.0,1:Male,1,1
161080002,5:Widowed,55.0,3:Female,1,0
161080003,2:Married,35.0,3:Female,1,0
161080004,1:Not yet married,31.0,1:Male,0,1
161080005,2:Married,28.0,3:Female,1,0
161080006,1:Not yet married,16.0,3:Female,0,0
161080008,2:Married,30.0,1:Male,1,1
161085201,2:Married,25.0,1:Male,1,1
161090003,2:Married,49.0,1:Male,1,1
161090004,2:Married,45.0,3:Female,1,0
161090006,2:Married,52.0,1:Male,1,1
161100001,3:Separated,72.0,3:Female,1,0
161100004,2:Married,32.0,1:Male,1,1
161100006,2:Married,48.0,3:Female,1,0
161100009,1:Not yet married,24.0,1:Male,0,1
161100010,1:Not yet married,21.0,3:Female,0,0
161100012,2:Married,23.0,3:Female,1,0
161110002,2:Married,53.0,3:Female,1,0
161120001,2:Married,66.0,1:Male,1,1
161120002,2:Married,63.0,3:Female,1,0
161120003,4:Divorced,44.0,3:Female,1,0
161120004,1:Not yet married,24.0,3:Female,0,0
161120005,1:Not yet married,25.0,1:Male,0,1
161120006,2:Married,22.0,3:Female,1,0
161120011,2:Married,31.0,1:Male,1,1
161130002,5:Widowed,68.0,3:Female,1,0
161130003,2:Married,32.0,3:Female,1,0
161134103,2:Married,31.0,1:Male,1,1
161140001,2:Married,56.0,1:Male,1,1
161140002,2:Married,57.0,3:Female,1,0
161140003,2:Married,37.0,1:Male,1,1
161140004,2:Married,32.0,1:Male,1,1
161140005,2:Married,29.0,3:Female,1,0
161144102,2:Married,34.0,3:Female,1,0
161150001,6:Cohabitate,59.0,3:Female,1,0
161150002,2:Married,36.0,3:Female,1,0
161160001,2:Married,52.0,1:Male,1,1
161160002,2:Married,50.0,3:Female,1,0
161160003,2:Married,30.0,3:Female,1,0
161160004,2:Married,28.0,1:Male,1,1
161160007,2:Married,30.0,1:Male,1,1
161165103,2:Married,25.0,3:Female,1,0
161170001,2:Married,64.0,1:Male,1,1
161170002,2:Married,57.0,3:Female,1,0
161170003,2:Married,25.0,1:Male,1,1
161170008,2:Married,19.0,3:Female,1,0
161180001,2:Married,45.0,1:Male,1,1
161180002,2:Married,44.0,3:Female,1,0
161180003,1:Not yet married,24.0,1:Male,0,1
161180004,1:Not yet married,22.0,3:Female,0,0
161190001,2:Married,57.0,1:Male,1,1
161190002,2:Married,53.0,3:Female,1,0
161190003,1:Not yet married,34.0,3:Female,0,0
161190004,2:Married,33.0,3:Female,1,0
161190005,1:Not yet married,19.0,3:Female,0,0
161190006,2:Married,42.0,1:Male,1,1
161200001,2:Married,72.0,1:Male,1,1
161200002,2:Married,70.0,3:Female,1,0
161200003,1:Not yet married,48.0,3:Female,0,0
161200005,1:Not yet married,31.0,1:Male,0,1
161200006,1:Not yet married,27.0,3:Female,0,0
161200007,1:Not yet married,45.0,1:Male,0,1
162010002,5:Widowed,69.0,3:Female,1,0
162010003,2:Married,37.0,3:Female,1,0
162010004,1:Not yet married,19.0,1:Male,0,1
162010005,2:Married,41.0,1:Male,1,1
162020001,2:Married,51.0,1:Male,1,1
162020002,2:Married,49.0,3:Female,1,0
162020003,2:Married,31.0,3:Female,1,0
162020004,2:Married,25.0,1:Male,1,1
162020007,2:Married,36.0,1:Male,1,1
162030001,2:Married,71.0,1:Male,1,1
162030002,2:Married,66.0,3:Female,1,0
162030003,2:Married,35.0,3:Female,1,0
162030004,2:Married,32.0,1:Male,1,1
162033101,2:Married,49.0,1:Male,1,1
162033102,2:Married,46.0,3:Female,1,0
162033104,2:Married,44.0,1:Male,1,1
162035202,2:Married,24.0,3:Female,1,0
162040002,5:Widowed,58.0,3:Female,1,0
162040003,1:Not yet married,33.0,1:Male,0,1
162040004,2:Married,37.0,3:Female,1,0
162040005,2:Married,48.0,1:Male,1,1
