pidlink,marstat,age,sex,ever_married,male,ethnicity,education,monthly_income,yearly_income,ethnicity_clean,ethnicity_grouped,is_divorced,log_income,sex_numeric,is_jawa,is_sunda,age_squared,survey_weight
90040007,Married,30.0,Male,1,1,['Jawa'],12.0,3000000.0,45000000.0,Jawa,Jawa,0,14.914123179965662,1,1,0,900.0,0.8738639312977099
90044103,Married,31.0,Male,1,1,['Jawa'],13.0,3500000.0,42000000.0,Jawa,Jawa,0,15.068273812173887,1,1,0,961.0,0.8738639312977099
90060001,Married,61.0,Male,1,1,['Betawi'],9.0,1000000.0,12900000.0,Betawi,Other,0,13.815511557963774,1,0,0,3721.0,1.0888289416846653
90060003,Married,36.0,Female,1,0,['Betawi'],12.0,500000.0,6200000.0,Betawi,Other,0,13.122365377402328,0,0,0,1296.0,1.0888289416846653
90070003,1:Not yet married,22.0,Female,0,0,['Minang'],16.0,2400000.0,29800000.0,Minang,Other,0,14.690979711984754,0,0,0,484.0,1.0888289416846653
90070005,1:Not yet married,20.0,Male,0,1,['Betawi'],13.0,2750000.0,37600000.0,Betawi,Other,0,14.827111833279051,1,0,0,400.0,1.0888289416846653
90070006,1:Not yet married,18.0,Female,0,0,['Betawi'],13.0,1800000.0,10700000.0,Betawi,Other,0,14.403297778421795,0,0,0,324.0,1.0888289416846653
90073103,Married,38.0,Male,1,1,['Sunda'],6.0,0.0,3000000.0,Sunda,Sunda,0,0.0,1,0,1,1444.0,1.1648019801980198
90100004,1:Not yet married,43.0,Male,0,1,['Betawi'],6.0,2000000.0,25000000.0,Betawi,Other,0,14.508658238524095,1,0,0,1849.0,1.0888289416846653
90100007,Widowed,43.0,Female,1,0,['Betawi'],6.0,1500000.0,19000000.0,Betawi,Other,0,14.220976332738882,0,0,0,1849.0,1.0888289416846653
90104301,Married,38.0,Male,1,1,['Betawi'],6.0,560000.0,20160000.0,Betawi,Other,0,13.235693848424024,1,0,0,1444.0,1.0888289416846653
90120003,1:Not yet married,42.0,Male,0,1,['Betawi'],9.0,2000000.0,26000000.0,Betawi,Other,0,14.508658238524095,1,0,0,1764.0,1.0888289416846653
90410006,Married,34.0,Female,1,0,['Jawa'],15.0,2780000.0,96540000.0,Jawa,Jawa,0,14.837961845378985,0,1,0,1156.0,0.8738639312977099
90413102,Married,41.0,Female,1,0,['Betawi'],16.0,6500000.0,92800000.0,Betawi,Other,0,15.687312888712007,0,0,0,1681.0,1.0888289416846653
91020012,Divorced,54.0,Male,1,1,['Jawa'],9.0,3000000.0,36000000.0,Jawa,Jawa,0,14.914123179965662,1,1,0,2916.0,0.8738639312977099
91040005,Married,34.0,Female,1,0,['Jawa'],13.0,1000000.0,14000000.0,Jawa,Jawa,0,13.815511557963774,0,1,0,1156.0,0.8738639312977099
91040006,Married,39.0,Male,1,1,['Jawa'],13.0,2500000.0,30000000.0,Jawa,Jawa,0,14.731801689838349,1,1,0,1521.0,0.8738639312977099
91060005,Married,40.0,Female,1,0,['Batak'],12.0,500000.0,1300000.0,Batak,Other,0,13.122365377402328,0,0,0,1600.0,1.0888289416846653
91060010,Married,39.0,Male,1,1,['Jawa'],12.0,3000000.0,9000000.0,Jawa,Jawa,0,14.914123179965662,1,1,0,1521.0,0.8738639312977099
91080005,Married,28.0,Female,1,0,['Sunda'],9.0,1500000.0,4500000.0,Sunda,Sunda,0,14.220976332738882,0,0,1,784.0,1.1648019801980198
91084203,Married,31.0,Male,1,1,['Betawi'],9.0,3520000.0,44040000.0,Betawi,Other,0,15.07397183166515,1,0,0,961.0,1.0888289416846653
91085103,Married,26.0,Male,1,1,['Betawi'],12.0,2700000.0,32400000.0,Betawi,Other,0,14.80876270134486,1,0,0,676.0,1.0888289416846653
91095102,Married,45.0,Female,1,0,['Sunda'],9.0,500000.0,6000000.0,Sunda,Sunda,0,13.122365377402328,0,0,1,2025.0,1.1648019801980198
91095103,1:Not yet married,25.0,Male,0,1,['Sunda'],6.0,1000000.0,5000000.0,Sunda,Sunda,0,13.815511557963774,1,0,1,625.0,1.1648019801980198
91095201,Married,38.0,Male,1,1,['Jawa'],9.0,1440000.0,17280000.0,Jawa,Jawa,0,14.180154365996387,1,1,0,1444.0,0.8738639312977099
91100003,Married,34.0,Male,1,1,['Jawa'],13.0,3800000.0,50400000.0,Jawa,Jawa,0,15.150511887854474,1,1,0,1156.0,0.8738639312977099
91100004,1:Not yet married,21.0,Male,0,1,['Jawa'],13.0,2400000.0,19200000.0,Jawa,Jawa,0,14.690979711984754,1,1,0,441.0,0.8738639312977099
91110005,Married,39.0,Female,1,0,['Sunda'],6.0,1600000.0,1600000.0,Sunda,Sunda,0,14.285514812209815,0,0,1,1521.0,1.1648019801980198
91114201,Married,41.0,Male,1,1,['Sunda'],6.0,1800000.0,22000000.0,Sunda,Sunda,0,14.403297778421795,1,0,1,1681.0,1.1648019801980198
91114301,Married,38.0,Male,1,1,['Sunda'],9.0,3000000.0,36000000.0,Sunda,Sunda,0,14.914123179965662,1,0,1,1444.0,1.1648019801980198
91130010,Married,31.0,Female,1,0,['Jawa'],6.0,1400000.0,14590000.0,Jawa,Jawa,0,14.151983508870947,0,1,0,961.0,0.8738639312977099
91140002,Married,46.0,Female,1,0,['Jawa'],6.0,500000.0,6500000.0,Jawa,Jawa,0,13.122365377402328,0,1,0,2116.0,0.8738639312977099
91140003,1:Not yet married,23.0,Female,0,0,['Jawa'],13.0,2400000.0,21600000.0,Jawa,Jawa,0,14.690979711984754,0,1,0,529.0,0.8738639312977099
91150004,1:Not yet married,17.0,Female,0,0,['Jawa'],9.0,720000.0,9240000.0,Jawa,Jawa,0,13.487007879880162,0,1,0,289.0,0.8738639312977099
91170001,Married,64.0,Male,1,1,['Jawa'],6.0,1200000.0,1200000.0,Jawa,Jawa,0,13.997832948091215,1,1,0,4096.0,0.8738639312977099
91180004,Married,36.0,Male,1,1,['Betawi'],12.0,2200000.0,32000000.0,Betawi,Other,0,14.603968372873895,1,0,0,1296.0,1.0888289416846653
91180005,1:Not yet married,29.0,Female,0,0,['Betawi'],16.0,800000.0,1600000.0,Betawi,Other,0,13.592368256649284,0,0,0,841.0,1.0888289416846653
91180007,1:Not yet married,22.0,Male,0,1,['Betawi'],13.0,2200000.0,4200000.0,Betawi,Other,0,14.603968372873895,1,0,0,484.0,1.0888289416846653
91184101,Married,44.0,Male,1,1,['Betawi'],13.0,3000000.0,39000000.0,Betawi,Other,0,14.914123179965662,1,0,0,1936.0,1.0888289416846653
91185201,Married,28.0,Male,1,1,['Betawi'],12.0,2600000.0,36400000.0,Betawi,Other,0,14.77102238760702,1,0,0,784.0,1.0888289416846653
91190005,Separated,42.0,Female,1,0,['Sunda'],9.0,3700000.0,45500000.0,Sunda,Sunda,0,15.123843647884687,0,0,1,1764.0,1.1648019801980198
91190006,1:Not yet married,20.0,Male,0,1,['Sunda'],16.0,0.0,0.0,Sunda,Sunda,0,0.0,1,0,1,400.0,1.1648019801980198
92010001,Married,55.0,Male,1,1,['Sunda'],9.0,2500000.0,32000000.0,Sunda,Sunda,0,14.731801689838349,1,0,1,3025.0,1.1648019801980198
92010003,1:Not yet married,23.0,Male,0,1,['Betawi'],16.0,2900000.0,35000000.0,Betawi,Other,0,14.88022163978423,1,0,0,529.0,1.0888289416846653
92010004,1:Not yet married,19.0,Female,0,0,['Betawi'],13.0,750000.0,7800000.0,Betawi,Other,0,13.527829818844937,0,0,0,361.0,1.0888289416846653
92020009,Married,37.0,Female,1,0,['Jawa'],18.0,1000000.0,12000000.0,Jawa,Jawa,0,13.815511557963774,0,1,0,1369.0,0.8738639312977099
92030008,Married,20.0,Female,1,0,['Jawa'],9.0,500000.0,2500000.0,Jawa,Jawa,0,13.122365377402328,0,1,0,400.0,0.8738639312977099
92030011,Married,29.0,Male,1,1,['Sunda'],13.0,3000000.0,40500000.0,Sunda,Sunda,0,14.914123179965662,1,0,1,841.0,1.1648019801980198
92040006,Married,57.0,Female,1,0,['Jawa'],6.0,450000.0,5400000.0,Jawa,Jawa,0,13.017005083966255,0,1,0,3249.0,0.8738639312977099
92040009,1:Not yet married,22.0,Male,0,1,['Jawa'],13.0,1500000.0,7350000.0,Jawa,Jawa,0,14.220976332738882,1,1,0,484.0,0.8738639312977099
92070001,Married,57.0,Male,1,1,['Jawa'],9.0,1144000.0,3728000.0,Jawa,Jawa,0,13.950042325047372,1,1,0,3249.0,0.8738639312977099
92070002,Married,53.0,Female,1,0,['Sunda'],9.0,800000.0,10400000.0,Sunda,Sunda,0,13.592368256649284,0,0,1,2809.0,1.1648019801980198
92080011,1:Not yet married,22.0,Male,0,1,['Sunda'],9.0,800000.0,10100000.0,Sunda,Sunda,0,13.592368256649284,1,0,1,484.0,1.1648019801980198
92084202,Married,29.0,Female,1,0,['Jawa'],9.0,200000.0,2400000.0,Jawa,Jawa,0,12.206077645517674,0,1,0,841.0,0.8738639312977099
92110004,1:Not yet married,35.0,Male,0,1,['Betawi'],13.0,1200000.0,3600000.0,Betawi,Other,0,13.997832948091215,1,0,0,1225.0,1.0888289416846653
92110005,1:Not yet married,25.0,Female,0,0,"['Minang', 'Betawi']",13.0,4000000.0,52000000.0,Minang,Other,0,15.201805169084134,0,0,0,625.0,1.0888289416846653
92110006,1:Not yet married,22.0,Female,0,0,['Betawi'],13.0,2200000.0,6600000.0,Betawi,Other,0,14.603968372873895,0,0,0,484.0,1.0888289416846653
92130004,Divorced,36.0,Female,1,0,['Jawa'],6.0,1000000.0,5200000.0,Jawa,Jawa,0,13.815511557963774,0,1,0,1296.0,0.8738639312977099
92135101,Married,29.0,Male,1,1,['Jawa'],13.0,2400000.0,31200000.0,Jawa,Jawa,0,14.690979711984754,1,1,0,841.0,0.8738639312977099
92140001,Married,44.0,Male,1,1,['Jawa'],13.0,4800000.0,63600000.0,Jawa,Jawa,0,15.38412668421143,1,1,0,1936.0,0.8738639312977099
92140003,1:Not yet married,21.0,Female,0,0,['Jawa'],13.0,1700000.0,21000000.0,Jawa,Jawa,0,14.346139397261565,0,1,0,441.0,0.8738639312977099
92150001,Married,44.0,Male,1,1,['Betawi'],9.0,2600000.0,33800000.0,Betawi,Other,0,14.77102238760702,1,0,0,1936.0,1.0888289416846653
93010005,Married,45.0,Female,1,0,['Betawi'],9.0,400000.0,5200000.0,Betawi,Other,0,12.899222326086994,0,0,0,2025.0,1.0888289416846653
93010006,1:Not yet married,42.0,Male,0,1,['Jawa'],13.0,2100000.0,34800000.0,Jawa,Jawa,0,14.557448378884015,1,1,0,1764.0,0.8738639312977099
93010007,Married,40.0,Female,1,0,['Jawa'],12.0,2100000.0,27300000.0,Jawa,Jawa,0,14.557448378884015,0,1,0,1600.0,0.8738639312977099
93010008,Married,51.0,Male,1,1,['Betawi'],12.0,3000000.0,39000000.0,Betawi,Other,0,14.914123179965662,1,0,0,2601.0,1.0888289416846653
93010011,Married,23.0,Male,1,1,['Betawi'],13.0,1000000.0,7200000.0,Betawi,Other,0,13.815511557963774,1,0,0,529.0,1.0888289416846653
93010012,Married,45.0,Female,1,0,['Jawa'],6.0,200000.0,1000000.0,Jawa,Jawa,0,12.206077645517674,0,1,0,2025.0,0.8738639312977099
93010013,Married,34.0,Male,1,1,['Jawa'],9.0,800000.0,800000.0,Jawa,Jawa,0,13.592368256649284,1,1,0,1156.0,0.8738639312977099
93013102,Married,46.0,Male,1,1,['Jawa'],6.0,200000.0,12000000.0,Jawa,Jawa,0,12.206077645517674,1,1,0,2116.0,0.8738639312977099
93013105,1:Not yet married,18.0,Male,0,1,['Jawa'],13.0,200000.0,200000.0,Jawa,Jawa,0,12.206077645517674,1,1,0,324.0,0.8738639312977099
93014101,Married,33.0,Male,1,1,['Jawa'],13.0,3200000.0,42400000.0,Jawa,Jawa,0,14.978661680269907,1,1,0,1089.0,0.8738639312977099
93015202,Married,19.0,Female,1,0,['Jawa'],13.0,550000.0,6750000.0,Jawa,Jawa,0,13.217675375388819,0,1,0,361.0,0.8738639312977099
93030003,Married,47.0,Male,1,1,['Manado'],12.0,700000.0,8400000.0,Manado,Other,0,13.45883704259595,1,0,0,2209.0,1.0888289416846653
93030005,Widowed,46.0,Male,1,1,['Manado'],12.0,1200000.0,21100000.0,Manado,Other,0,13.997832948091215,1,0,0,2116.0,1.0888289416846653
93040003,Divorced,52.0,Female,1,0,['Betawi'],13.0,800000.0,9600000.0,Betawi,Other,0,13.592368256649284,0,0,0,2704.0,1.0888289416846653
93040008,1:Not yet married,20.0,Female,0,0,['Jawa'],12.0,2400000.0,28800000.0,Jawa,Jawa,0,14.690979711984754,0,1,0,400.0,0.8738639312977099
93050001,Married,47.0,Male,1,1,['Jawa'],15.0,2000000.0,8000000.0,Jawa,Jawa,0,14.508658238524095,1,1,0,2209.0,0.8738639312977099
93050003,1:Not yet married,22.0,Male,0,1,['Other'],16.0,750000.0,4500000.0,Other,Other,0,13.527829818844937,1,0,0,484.0,1.0888289416846653
93060001,Married,51.0,Male,1,1,['Sunda'],13.0,600000.0,7400000.0,Sunda,Sunda,0,13.304686600863562,1,0,1,2601.0,1.1648019801980198
93060004,Married,22.0,Female,1,0,['Jawa'],9.0,840000.0,1040000.0,Jawa,Jawa,0,13.641158361294979,0,1,0,484.0,0.8738639312977099
93065101,Married,31.0,Male,1,1,['Jawa'],9.0,720000.0,720000.0,Jawa,Jawa,0,13.487007879880162,1,1,0,961.0,0.8738639312977099
93065201,Married,27.0,Male,1,1,['Betawi'],9.0,2200000.0,2700000.0,Betawi,Other,0,14.603968372873895,1,0,0,729.0,1.0888289416846653
93080004,Married,43.0,Male,1,1,['Sunda'],16.0,3800000.0,51000000.0,Sunda,Sunda,0,15.150511887854474,1,0,1,1849.0,1.1648019801980198
93100004,Married,27.0,Male,1,1,['Minang'],15.0,20000000.0,320000000.0,Minang,Other,0,16.811242881518265,1,0,0,729.0,1.0888289416846653
93100007,Widowed,47.0,Female,1,0,['Jawa'],9.0,800000.0,9600000.0,Jawa,Jawa,0,13.592368256649284,0,1,0,2209.0,0.8738639312977099
93100008,1:Not yet married,28.0,Female,0,0,['Jawa'],15.0,1000000.0,12000000.0,Jawa,Jawa,0,13.815511557963774,0,1,0,784.0,0.8738639312977099
93124302,Married,35.0,Male,1,1,['Jawa'],15.0,9500000.0,123500000.0,Jawa,Jawa,0,16.066802461833923,1,1,0,1225.0,0.8738639312977099
93140003,Married,44.0,Male,1,1,['Jawa'],15.0,10000000.0,140000000.0,Jawa,Jawa,0,16.118095750958314,1,1,0,1936.0,0.8738639312977099
93160005,1:Not yet married,23.0,Female,0,0,['Batak'],15.0,2800000.0,2800000.0,Batak,Other,0,14.845130332288226,0,0,0,529.0,1.0888289416846653
93164202,Married,30.0,Male,1,1,['Batak'],12.0,3000000.0,36000000.0,Batak,Other,0,14.914123179965662,1,0,0,900.0,1.0888289416846653
93170003,Married,31.0,Female,1,0,['Jawa'],16.0,1500000.0,18000000.0,Jawa,Jawa,0,14.220976332738882,0,1,0,961.0,0.8738639312977099
93180007,Married,43.0,Male,1,1,['Sunda'],13.0,20000000.0,310000000.0,Sunda,Sunda,0,16.811242881518265,1,0,1,1849.0,1.1648019801980198
93184103,Married,40.0,Female,1,0,['Jawa'],18.0,7000000.0,91000000.0,Jawa,Jawa,0,15.76142084987672,0,1,0,1600.0,0.8738639312977099
93200005,Married,25.0,Female,1,0,['Tionghoa'],15.0,2500000.0,45000000.0,Tionghoa,Other,0,14.731801689838349,0,0,0,625.0,1.0888289416846653
93200008,Married,26.0,Male,1,1,['Tionghoa'],13.0,3000000.0,3240000.0,Tionghoa,Other,0,14.914123179965662,1,0,0,676.0,1.0888289416846653
93203103,1:Not yet married,20.0,Male,0,1,['Tionghoa'],13.0,3000000.0,12000000.0,Tionghoa,Other,0,14.914123179965662,1,0,0,400.0,1.0888289416846653
94010001,Married,48.0,Male,1,1,['Betawi'],6.0,2000000.0,26000000.0,Betawi,Other,0,14.508658238524095,1,0,0,2304.0,1.0888289416846653
94010003,1:Not yet married,27.0,Male,0,1,['Jawa'],9.0,750000.0,2250000.0,Jawa,Jawa,0,13.527829818844937,1,1,0,729.0,0.8738639312977099
94020001,Married,57.0,Male,1,1,['Sunda'],6.0,900000.0,10800000.0,Sunda,Sunda,0,13.710151153416941,1,0,1,3249.0,1.1648019801980198
94020006,Married,28.0,Male,1,1,['Banten'],13.0,2440000.0,32680000.0,Banten,Other,0,14.707509007105367,1,0,0,784.0,1.0888289416846653
94020007,Married,34.0,Male,1,1,['Betawi'],9.0,2000000.0,24000000.0,Betawi,Other,0,14.508658238524095,1,0,0,1156.0,1.0888289416846653
94025102,Married,25.0,Female,1,0,['Betawi'],13.0,0.0,0.0,Betawi,Other,0,0.0,0,0,0,625.0,1.0888289416846653
94030001,Married,52.0,Male,1,1,['Jawa'],12.0,400000.0,4800000.0,Jawa,Jawa,0,12.899222326086994,1,1,0,2704.0,0.8738639312977099
94030003,Married,26.0,Male,1,1,['Sunda'],6.0,2000000.0,21500000.0,Sunda,Sunda,0,14.508658238524095,1,0,1,676.0,1.1648019801980198
94030004,1:Not yet married,22.0,Male,0,1,['Betawi'],9.0,1300000.0,2300000.0,Betawi,Other,0,14.077875591662238,1,0,0,484.0,1.0888289416846653
94033102,Married,20.0,Female,1,0,['Sunda'],9.0,2200000.0,28800000.0,Sunda,Sunda,0,14.603968372873895,0,0,1,400.0,1.1648019801980198
94040001,Widowed,61.0,Male,1,1,['Betawi'],9.0,1560000.0,5200000.0,Betawi,Other,0,14.260197020251155,1,0,0,3721.0,1.0888289416846653
94040004,1:Not yet married,24.0,Female,0,0,['Betawi'],12.0,1100000.0,15300000.0,Betawi,Other,0,13.910821646859095,0,0,0,576.0,1.0888289416846653
94050003,1:Not yet married,24.0,Female,0,0,['Betawi'],13.0,1700000.0,24000000.0,Betawi,Other,0,14.346139397261565,0,0,0,576.0,1.0888289416846653
94060003,Married,78.0,Male,1,1,['Sunda'],15.0,0.0,0.0,Sunda,Sunda,0,0.0,1,0,1,6084.0,1.1648019801980198
94070001,Married,47.0,Male,1,1,['Sunda'],6.0,1200000.0,21400000.0,Sunda,Sunda,0,13.997832948091215,1,0,1,2209.0,1.1648019801980198
94090002,Married,52.0,Female,1,0,['Sunda'],6.0,1600000.0,19400000.0,Sunda,Sunda,0,14.285514812209815,0,0,1,2704.0,1.1648019801980198
94100001,Married,50.0,Male,1,1,['Betawi'],9.0,7000000.0,88000000.0,Betawi,Other,0,15.76142084987672,1,0,0,2500.0,1.0888289416846653
94100002,Married,46.0,Female,1,0,['Sunda'],9.0,600000.0,7370000.0,Sunda,Sunda,0,13.304686600863562,0,0,1,2116.0,1.1648019801980198
94100003,Married,23.0,Male,1,1,['Sunda'],9.0,2500000.0,22500000.0,Sunda,Sunda,0,14.731801689838349,1,0,1,529.0,1.1648019801980198
94110001,Married,45.0,Male,1,1,['Jawa'],9.0,2000000.0,28150000.0,Jawa,Jawa,0,14.508658238524095,1,1,0,2025.0,0.8738639312977099
94120002,Married,52.0,Female,1,0,['Sunda'],9.0,600000.0,1200000.0,Sunda,Sunda,0,13.304686600863562,0,0,1,2704.0,1.1648019801980198
94120003,Married,35.0,Male,1,1,['Betawi'],18.0,4000000.0,52000000.0,Betawi,Other,0,15.201805169084134,1,0,0,1225.0,1.0888289416846653
94120004,Married,31.0,Female,1,0,['Betawi'],13.0,2000000.0,28600000.0,Betawi,Other,0,14.508658238524095,0,0,0,961.0,1.0888289416846653
94120005,1:Not yet married,20.0,Female,0,0,['Betawi'],13.0,2400000.0,41400000.0,Betawi,Other,0,14.690979711984754,0,0,0,400.0,1.0888289416846653
94120009,Married,40.0,Male,1,1,['Other'],12.0,4000000.0,72000000.0,Other,Other,0,15.201805169084134,1,0,0,1600.0,1.0888289416846653
94130001,Married,44.0,Male,1,1,['Betawi'],6.0,3000000.0,50000000.0,Betawi,Other,0,14.914123179965662,1,0,0,1936.0,1.0888289416846653
94130002,Married,38.0,Female,1,0,['Sunda'],6.0,1000000.0,6000000.0,Sunda,Sunda,0,13.815511557963774,0,0,1,1444.0,1.1648019801980198
94130003,1:Not yet married,19.0,Male,0,1,['Betawi'],13.0,1500000.0,9000000.0,Betawi,Other,0,14.220976332738882,1,0,0,361.0,1.0888289416846653
94140001,Married,44.0,Male,1,1,['Sunda'],16.0,2500000.0,33000000.0,Sunda,Sunda,0,14.731801689838349,1,0,1,1936.0,1.1648019801980198
94190002,Widowed,46.0,Female,1,0,['Sunda'],6.0,850000.0,1100000.0,Sunda,Sunda,0,13.652992804936396,0,0,1,2116.0,1.1648019801980198
95050003,1:Not yet married,21.0,Male,0,1,['Jawa'],13.0,4500000.0,27000000.0,Jawa,Jawa,0,15.319588176962746,1,1,0,441.0,0.8738639312977099
95050005,1:Not yet married,20.0,Male,0,1,['Jawa'],13.0,180000.0,180000.0,Jawa,Jawa,0,12.100717685412471,1,1,0,400.0,0.8738639312977099
95140001,Married,65.0,Male,1,1,['Betawi'],9.0,900000.0,10800000.0,Betawi,Other,0,13.710151153416941,1,0,0,4225.0,1.0888289416846653
95140003,Divorced,40.0,Female,1,0,['Betawi'],13.0,10000000.0,175000000.0,Betawi,Other,0,16.118095750958314,0,0,0,1600.0,1.0888289416846653
95140006,Married,27.0,Male,1,1,['Betawi'],12.0,1700000.0,22100000.0,Betawi,Other,0,14.346139397261565,1,0,0,729.0,1.0888289416846653
95160002,Married,46.0,Male,1,1,['Betawi'],12.0,1600000.0,19200000.0,Betawi,Other,0,14.285514812209815,1,0,0,2116.0,1.0888289416846653
95160004,Married,54.0,Male,1,1,['Betawi'],9.0,2800000.0,43600000.0,Betawi,Other,0,14.845130332288226,1,0,0,2916.0,1.0888289416846653
95160010,Married,46.0,Female,1,0,['Sunda'],13.0,3000000.0,39000000.0,Sunda,Sunda,0,14.914123179965662,0,0,1,2116.0,1.1648019801980198
95161102,Married,46.0,Female,1,0,['Jawa'],6.0,2800000.0,33600000.0,Jawa,Jawa,0,14.845130332288226,0,1,0,2116.0,0.8738639312977099
95170002,Widowed,65.0,Female,1,0,['Betawi'],6.0,1200000.0,13200000.0,Betawi,Other,0,13.997832948091215,0,0,0,4225.0,1.0888289416846653
95170003,Married,49.0,Male,1,1,"['Batak', 'Betawi']",16.0,1000000.0,12200000.0,Batak,Other,0,13.815511557963774,1,0,0,2401.0,1.0888289416846653
95170007,1:Not yet married,17.0,Male,0,1,['Betawi'],13.0,0.0,2000000.0,Betawi,Other,0,0.0,1,0,0,289.0,1.0888289416846653
95190005,Married,32.0,Male,1,1,['Bali'],18.0,5000000.0,5000000.0,Bali,Other,0,15.424948670398354,1,0,0,1024.0,1.0888289416846653
95194201,Married,40.0,Male,1,1,['Bali'],22.0,3000000.0,40000000.0,Bali,Other,0,14.914123179965662,1,0,0,1600.0,1.0888289416846653
95450001,Married,55.0,Male,1,1,['Jawa'],9.0,3000000.0,37500000.0,Jawa,Jawa,0,14.914123179965662,1,1,0,3025.0,0.8738639312977099
95450004,Married,39.0,Female,1,0,['Jawa'],13.0,1000000.0,12400000.0,Jawa,Jawa,0,13.815511557963774,0,1,0,1521.0,0.8738639312977099
95453201,Married,41.0,Male,1,1,['Sunda'],13.0,3000000.0,36000000.0,Sunda,Sunda,0,14.914123179965662,1,0,1,1681.0,1.1648019801980198
95470004,Married,32.0,Female,1,0,['Jawa'],12.0,0.0,0.0,Jawa,Jawa,0,0.0,0,1,0,1024.0,0.8738639312977099
96010009,1:Not yet married,22.0,Male,0,1,['Betawi'],12.0,250000.0,1750000.0,Betawi,Other,0,12.429220196836383,1,0,0,484.0,1.0888289416846653
96010010,Married,40.0,Female,1,0,['Jawa'],9.0,1500000.0,21900000.0,Jawa,Jawa,0,14.220976332738882,0,1,0,1600.0,0.8738639312977099
96010012,Married,34.0,Male,1,1,['Sunda'],9.0,2400000.0,33600000.0,Sunda,Sunda,0,14.690979711984754,1,0,1,1156.0,1.1648019801980198
96014203,1:Not yet married,15.0,Male,0,1,['Jawa'],9.0,80000.0,400000.0,Jawa,Jawa,0,11.289794413577894,1,1,0,225.0,0.8738639312977099
96014303,Widowed,32.0,Female,1,0,['Sunda'],16.0,500000.0,4000000.0,Sunda,Sunda,0,13.122365377402328,0,0,1,1024.0,1.1648019801980198
96020001,Widowed,60.0,Female,1,0,['Sunda'],13.0,5000000.0,60000000.0,Sunda,Sunda,0,15.424948670398354,0,0,1,3600.0,1.1648019801980198
96024102,Married,44.0,Female,1,0,['Batak'],12.0,3800000.0,53200000.0,Batak,Other,0,15.150511887854474,0,0,0,1936.0,1.0888289416846653
96030004,Married,19.0,Female,1,0,['Sunda'],6.0,200000.0,200000.0,Sunda,Sunda,0,12.206077645517674,0,0,1,361.0,1.1648019801980198
96030006,Married,20.0,Male,1,1,['Sunda'],9.0,1200000.0,1200000.0,Sunda,Sunda,0,13.997832948091215,1,0,1,400.0,1.1648019801980198
96040003,Married,42.0,Female,1,0,['Sunda'],12.0,40000.0,40000.0,Sunda,Sunda,0,10.596659732783579,0,0,1,1764.0,1.1648019801980198
96040004,Married,54.0,Male,1,1,['Sunda'],16.0,500000.0,12500000.0,Sunda,Sunda,0,13.122365377402328,1,0,1,2916.0,1.1648019801980198
96050014,Widowed,35.0,Female,1,0,['Sunda'],9.0,500000.0,1500000.0,Sunda,Sunda,0,13.122365377402328,0,0,1,1225.0,1.1648019801980198
96060009,1:Not yet married,19.0,Male,0,1,['Jawa'],16.0,0.0,0.0,Jawa,Jawa,0,0.0,1,1,0,361.0,0.8738639312977099
96060010,1:Not yet married,17.0,Female,0,0,['Sunda'],9.0,300000.0,1200000.0,Sunda,Sunda,0,12.611541086966115,0,0,1,289.0,1.1648019801980198
96150001,Married,50.0,Male,1,1,['Jawa'],9.0,2500000.0,33300000.0,Jawa,Jawa,0,14.731801689838349,1,1,0,2500.0,0.8738639312977099
96150002,Married,55.0,Male,1,1,['Jawa'],9.0,2500000.0,34000000.0,Jawa,Jawa,0,14.731801689838349,1,1,0,3025.0,0.8738639312977099
96170005,Widowed,52.0,Female,1,0,['Sunda'],6.0,700000.0,9000000.0,Sunda,Sunda,0,13.45883704259595,0,0,1,2704.0,1.1648019801980198
96170006,1:Not yet married,18.0,Male,0,1,['Sunda'],12.0,100000.0,600000.0,Sunda,Sunda,0,11.51293546492023,1,0,1,324.0,1.1648019801980198
96173101,Married,44.0,Male,1,1,['Sunda'],6.0,210000.0,12600000.0,Sunda,Sunda,0,12.25486757159303,1,0,1,1936.0,1.1648019801980198
96180007,Married,37.0,Female,1,0,['Jawa'],16.0,2200000.0,26400000.0,Jawa,Jawa,0,14.603968372873895,0,1,0,1369.0,0.8738639312977099
96190002,Married,43.0,Female,1,0,['Jawa'],9.0,25000.0,350000.0,Jawa,Jawa,0,10.12667110305036,0,1,0,1849.0,0.8738639312977099
96195101,Married,47.0,Male,1,1,['Jawa'],16.0,700000.0,11400000.0,Jawa,Jawa,0,13.45883704259595,1,1,0,2209.0,0.8738639312977099
96200002,Married,55.0,Female,1,0,['Sunda'],16.0,3600000.0,43200000.0,Sunda,Sunda,0,15.096444681204078,0,0,1,3025.0,1.1648019801980198
97030001,Divorced,66.0,Male,1,1,['Jawa'],6.0,180000.0,960000.0,Jawa,Jawa,0,12.100717685412471,1,1,0,4356.0,0.8738639312977099
97030003,1:Not yet married,20.0,Male,0,1,['Sunda'],12.0,350000.0,4050000.0,Sunda,Sunda,0,12.765691290604371,1,0,1,400.0,1.1648019801980198
97040004,1:Not yet married,29.0,Male,0,1,['Betawi'],13.0,1300000.0,16900000.0,Betawi,Other,0,14.077875591662238,1,0,0,841.0,1.0888289416846653
97040005,Married,25.0,Male,1,1,['Betawi'],12.0,850000.0,11000000.0,Betawi,Other,0,13.652992804936396,1,0,0,625.0,1.0888289416846653
