pidlink,marstat,age,sex
058255201,2:Married,25.0,1:Male
058260001,5:Widowed,59.0,1:Male
058260003,2:Married,28.0,3:Female
058260004,2:Married,26.0,3:Female
058265101,2:Married,29.0,1:Male
058265201,2:Married,28.0,1:Male
058270001,2:Married,52.0,1:Male
058270002,2:Married,46.0,3:Female
058270003,2:Married,30.0,3:Female
058270004,2:Married,27.0,3:Female
058270005,2:Married,20.0,3:Female
058274101,2:Married,32.0,1:Male
058274201,2:Married,35.0,1:Male
058275101,2:Married,25.0,1:Male
058280001,2:Married,75.0,1:Male
058280002,2:Married,71.0,3:Female
058280003,2:Married,38.0,1:Male
058280005,2:Married,33.0,3:Female
058280006,2:Married,31.0,3:Female
058280007,2:Married,28.0,3:Female
058283101,2:Married,42.0,1:Male
058284102,2:Married,41.0,3:Female
058284201,2:Married,34.0,1:Male
058285103,2:Married,33.0,1:Male
058290002,2:Married,42.0,3:Female
058290003,2:Married,26.0,3:Female
058290005,2:Married,50.0,1:Male
058290006,2:Married,20.0,3:Female
058290007,2:Married,20.0,3:Female
058290008,2:Married,22.0,1:Male
058294101,2:Married,31.0,1:Male
058295103,2:Married,28.0,1:Male
058300001,2:Married,48.0,1:Male
058300002,2:Married,47.0,3:Female
058300003,2:Married,23.0,3:Female
058300004,2:Married,19.0,3:Female
058305101,2:Married,37.0,1:Male
059010001,2:Married,58.0,1:Male
059010002,2:Married,56.0,3:Female
059010003,2:Married,37.0,1:Male
059010004,2:Married,35.0,1:Male
059010006,2:Married,26.0,1:Male
059013102,2:Married,32.0,3:Female
059014102,2:Married,30.0,3:Female
059015102,2:Married,26.0,3:Female
059020001,2:Married,72.0,1:Male
059020002,2:Married,56.0,3:Female
059020004,4:Divorced,31.0,3:Female
059030001,2:Married,58.0,1:Male
059030002,2:Married,52.0,3:Female
059040001,2:Married,53.0,1:Male
059040002,2:Married,51.0,3:Female
059040003,2:Married,28.0,3:Female
059040005,2:Married,33.0,1:Male
059050001,2:Married,53.0,1:Male
059050002,2:Married,49.0,3:Female
059050003,2:Married,31.0,3:Female
059054101,2:Married,36.0,1:Male
059060001,2:Married,91.0,1:Male
059060002,2:Married,88.0,3:Female
059060003,2:Married,42.0,3:Female
059060004,2:Married,49.0,3:Female
059060005,2:Married,26.0,3:Female
059060007,2:Married,38.0,3:Female
059060008,2:Married,45.0,1:Male
059061101,2:Married,57.0,1:Male
059063101,2:Married,45.0,1:Male
059065101,2:Married,32.0,1:Male
059070002,2:Married,43.0,1:Male
059070003,2:Married,36.0,3:Female
059080001,2:Married,81.0,1:Male
059080002,2:Married,66.0,3:Female
059080003,2:Married,48.0,1:Male
059080004,2:Married,45.0,1:Male
059080006,2:Married,39.0,1:Male
059080007,2:Married,38.0,1:Male
059080008,2:Married,33.0,1:Male
059080009,2:Married,41.0,3:Female
059080010,2:Married,29.0,3:Female
059084102,2:Married,42.0,3:Female
059084202,2:Married,35.0,3:Female
059084302,2:Married,36.0,3:Female
059100001,2:Married,53.0,1:Male
059100002,2:Married,50.0,3:Female
059100003,2:Married,28.0,3:Female
059105101,2:Married,31.0,1:Male
059110001,2:Married,51.0,1:Male
059110002,2:Married,41.0,3:Female
059120001,2:Married,46.0,1:Male
059120002,2:Married,45.0,3:Female
059130001,2:Married,66.0,1:Male
059130002,2:Married,64.0,3:Female
059130003,2:Married,39.0,1:Male
059130004,2:Married,41.0,3:Female
059130005,2:Married,33.0,1:Male
059130006,2:Married,27.0,1:Male
059130009,2:Married,28.0,3:Female
059130010,2:Married,29.0,3:Female
059133202,2:Married,48.0,1:Male
059133205,2:Married,20.0,1:Male
059134106,2:Married,16.0,3:Female
059135205,2:Married,22.0,3:Female
059140002,5:Widowed,75.0,3:Female
059140004,2:Married,58.0,1:Male
059140005,2:Married,53.0,3:Female
059150001,2:Married,72.0,1:Male
059150002,2:Married,66.0,3:Female
059150003,2:Married,47.0,1:Male
059150005,2:Married,42.0,3:Female
059160001,2:Married,59.0,1:Male
059160002,2:Married,55.0,3:Female
059160004,2:Married,35.0,1:Male
059160006,2:Married,29.0,3:Female
059170001,2:Married,62.0,1:Male
059170002,2:Married,56.0,3:Female
059180001,2:Married,71.0,1:Male
059180002,2:Married,64.0,3:Female
059180003,2:Married,43.0,3:Female
059180004,2:Married,45.0,1:Male
059190001,2:Married,65.0,1:Male
059190002,2:Married,64.0,3:Female
059190004,2:Married,39.0,1:Male
059190005,2:Married,37.0,3:Female
059200001,2:Married,66.0,1:Male
059200002,2:Married,55.0,3:Female
059200004,2:Married,37.0,1:Male
059200006,2:Married,33.0,1:Male
059204102,2:Married,34.0,3:Female
059220002,5:Widowed,58.0,3:Female
059220005,2:Married,37.0,1:Male
059220007,2:Married,32.0,3:Female
059220009,2:Married,36.0,1:Male
059230001,5:Widowed,89.0,3:Female
059230004,2:Married,19.0,3:Female
059233106,2:Married,25.0,1:Male
059240002,5:Widowed,71.0,3:Female
059240003,2:Married,35.0,3:Female
059243101,2:Married,39.0,1:Male
059250002,5:Widowed,71.0,3:Female
059250003,2:Married,39.0,1:Male
059250004,2:Married,34.0,1:Male
059253102,2:Married,39.0,3:Female
059254102,2:Married,39.0,3:Female
059260002,5:Widowed,85.0,3:Female
059260003,2:Married,41.0,1:Male
059260004,2:Married,40.0,1:Male
059260006,2:Married,34.0,3:Female
059263102,2:Married,35.0,3:Female
059263201,2:Married,38.0,1:Male
059264102,2:Married,27.0,3:Female
059270001,2:Married,71.0,1:Male
059270002,2:Married,68.0,3:Female
059270003,2:Married,45.0,1:Male
059270004,2:Married,41.0,1:Male
059270005,2:Married,39.0,3:Female
059270007,2:Married,34.0,3:Female
059273102,2:Married,40.0,3:Female
059273202,2:Married,32.0,3:Female
059273401,2:Married,41.0,1:Male
059275101,2:Married,46.0,1:Male
059280001,5:Widowed,71.0,3:Female
059280002,2:Married,48.0,3:Female
059280003,2:Married,50.0,1:Male
059290001,2:Married,57.0,3:Female
059290008,2:Married,56.0,1:Male
059300001,5:Widowed,63.0,1:Male
059300003,2:Married,38.0,1:Male
059300004,2:Married,35.0,3:Female
059300007,2:Married,36.0,1:Male
059304102,2:Married,36.0,3:Female
060010001,2:Married,59.0,1:Male
060010002,2:Married,53.0,3:Female
060010003,2:Married,35.0,3:Female
060010004,2:Married,28.0,1:Male
060010005,2:Married,44.0,1:Male
060010009,2:Married,23.0,3:Female
060020001,2:Married,61.0,1:Male
060020002,2:Married,51.0,3:Female
060030001,2:Married,55.0,1:Male
060030002,2:Married,55.0,3:Female
060030004,2:Married,31.0,1:Male
060030005,2:Married,27.0,3:Female
060034102,2:Married,32.0,3:Female
060035102,2:Married,30.0,1:Male
060040002,5:Widowed,61.0,3:Female
060040003,2:Married,37.0,3:Female
060040004,2:Married,36.0,3:Female
060040006,2:Married,31.0,3:Female
060043204,2:Married,39.0,1:Male
060044101,2:Married,29.0,1:Male
060050001,2:Married,58.0,1:Male
060050002,2:Married,50.0,3:Female
060050003,2:Married,29.0,3:Female
060050006,2:Married,38.0,1:Male
060060007,2:Married,56.0,1:Male
060060009,2:Married,20.0,3:Female
060070001,2:Married,71.0,1:Male
060070002,2:Married,57.0,3:Female
060070004,2:Married,34.0,3:Female
060070005,2:Married,30.0,3:Female
060070006,2:Married,30.0,1:Male
060074101,2:Married,39.0,1:Male
060074201,2:Married,36.0,1:Male
060074302,2:Married,26.0,3:Female
060080001,2:Married,55.0,1:Male
060080002,2:Married,45.0,3:Female
060080003,2:Married,30.0,1:Male
060080004,2:Married,28.0,1:Male
060080005,2:Married,27.0,3:Female
060080006,2:Married,17.0,3:Female
060084104,2:Married,24.0,3:Female
060084204,2:Married,38.0,1:Male
060085102,2:Married,26.0,3:Female
060085203,2:Married,16.0,1:Male
060090001,5:Widowed,67.0,3:Female
060090002,2:Married,36.0,3:Female
060094101,2:Married,43.0,1:Male
060100001,2:Married,60.0,1:Male
060100002,2:Married,51.0,3:Female
060100003,2:Married,36.0,1:Male
060100004,2:Married,32.0,1:Male
060100007,2:Married,23.0,3:Female
060104102,2:Married,29.0,3:Female
060110001,2:Married,58.0,1:Male
060110002,2:Married,55.0,3:Female
060110003,2:Married,34.0,1:Male
060110004,2:Married,28.0,3:Female
060114102,2:Married,31.0,3:Female
060115101,2:Married,38.0,1:Male
060120001,2:Married,49.0,1:Male
060120002,2:Married,43.0,3:Female
060120003,2:Married,27.0,1:Male
060120004,2:Married,25.0,3:Female
060124104,2:Married,27.0,3:Female
060124203,2:Married,29.0,1:Male
060130002,5:Widowed,72.0,3:Female
060140001,2:Married,73.0,1:Male
060140002,2:Married,54.0,3:Female
060140003,2:Married,41.0,1:Male
060140005,2:Married,35.0,1:Male
060140006,2:Married,31.0,1:Male
060140007,2:Married,29.0,3:Female
060143102,2:Married,36.0,3:Female
060144102,2:Married,26.0,3:Female
060145102,2:Married,33.0,3:Female
060150002,5:Widowed,85.0,3:Female
060150003,2:Married,34.0,3:Female
060150004,2:Married,31.0,3:Female
060150006,2:Married,35.0,1:Male
060150008,2:Married,37.0,1:Male
060160003,2:Married,37.0,1:Male
060165002,2:Married,36.0,3:Female
060170001,2:Married,57.0,1:Male
060170002,2:Married,48.0,3:Female
060170003,2:Married,27.0,1:Male
060170004,2:Married,23.0,3:Female
060170007,2:Married,28.0,1:Male
060174102,2:Married,27.0,3:Female
060180004,2:Married,43.0,1:Male
060180006,2:Married,47.0,1:Male
060180007,2:Married,43.0,3:Female
060183104,2:Married,40.0,3:Female
060190002,5:Widowed,71.0,3:Female
060190004,2:Married,44.0,3:Female
060190005,2:Married,39.0,1:Male
060190006,2:Married,34.0,3:Female
060190007,2:Married,66.0,1:Male
060190008,2:Married,56.0,3:Female
060190010,2:Married,29.0,1:Male
060190012,4:Divorced,20.0,3:Female
060190015,2:Married,26.0,3:Female
060194105,2:Married,61.0,1:Male
060194201,2:Married,42.0,1:Male
060195102,2:Married,28.0,3:Female
060200001,5:Widowed,81.0,1:Male
060200004,2:Married,34.0,1:Male
060200005,2:Married,31.0,3:Female
060203101,2:Married,50.0,1:Male
060205102,2:Married,23.0,3:Female
060210003,2:Married,38.0,1:Male
060210004,2:Married,34.0,3:Female
060210005,2:Married,46.0,3:Female
060211101,2:Married,52.0,1:Male
060214102,2:Married,32.0,3:Female
060220002,5:Widowed,50.0,3:Female
060220003,2:Married,36.0,3:Female
060220004,2:Married,32.0,1:Male
060225101,2:Married,42.0,1:Male
060225202,2:Married,27.0,3:Female
060230001,2:Married,61.0,1:Male
060230002,2:Married,53.0,3:Female
060230003,2:Married,35.0,1:Male
060230004,2:Married,31.0,3:Female
060230005,2:Married,27.0,3:Female
060234102,2:Married,30.0,1:Male
060235102,2:Married,27.0,3:Female
060235201,2:Married,33.0,1:Male
060240001,2:Married,54.0,1:Male
060240002,2:Married,44.0,3:Female
060240004,2:Married,21.0,3:Female
060240006,2:Married,25.0,1:Male
060250001,2:Married,66.0,1:Male
060250002,2:Married,61.0,3:Female
060250004,2:Married,35.0,1:Male
060250005,2:Married,31.0,1:Male
060250006,2:Married,29.0,3:Female
060250007,2:Married,25.0,3:Female
060254101,2:Married,35.0,1:Male
060255102,2:Married,29.0,3:Female
060255202,2:Married,31.0,3:Female
060255301,2:Married,27.0,1:Male
060260001,4:Divorced,75.0,3:Female
060260002,2:Married,45.0,1:Male
060260003,2:Married,38.0,3:Female
060270001,2:Married,54.0,1:Male
060270002,2:Married,51.0,3:Female
060270003,2:Married,32.0,3:Female
060270004,2:Married,29.0,3:Female
060270005,2:Married,25.0,3:Female
060274101,2:Married,41.0,1:Male
060274201,2:Married,37.0,1:Male
060275102,2:Married,33.0,1:Male
060280001,5:Widowed,74.0,3:Female
060280002,2:Married,37.0,1:Male
060280004,2:Married,30.0,3:Female
060290001,2:Married,49.0,1:Male
060290002,2:Married,46.0,3:Female
060300005,2:Married,72.0,1:Male
060300006,2:Married,57.0,3:Female
061010001,2:Married,56.0,1:Male
061010003,4:Divorced,36.0,1:Male
061010004,2:Married,34.0,1:Male
061010005,2:Married,31.0,3:Female
061010008,2:Married,30.0,3:Female
061014105,2:Married,34.0,1:Male
061015202,2:Married,28.0,3:Female
061020001,2:Married,40.0,1:Male
061020005,2:Married,30.0,1:Male
061020010,2:Married,29.0,3:Female
061024001,2:Married,39.0,1:Male
061024005,2:Married,18.0,3:Female
061025102,2:Married,30.0,3:Female
061030003,2:Married,45.0,1:Male
061030005,2:Married,36.0,1:Male
061030006,2:Married,35.0,1:Male
061030008,2:Married,41.0,3:Female
061033102,2:Married,32.0,3:Female
061035202,2:Married,28.0,3:Female
061040003,2:Married,41.0,1:Male
061043102,2:Married,40.0,3:Female
061050002,2:Married,52.0,3:Female
061060002,5:Widowed,76.0,3:Female
061060007,2:Married,46.0,3:Female
061070001,2:Married,63.0,1:Male
061070002,2:Married,52.0,3:Female
061070003,2:Married,32.0,3:Female
061070004,4:Divorced,32.0,3:Female
061070006,2:Married,27.0,1:Male
061070007,2:Married,25.0,1:Male
061070011,2:Married,26.0,3:Female
061073101,2:Married,35.0,1:Male
061075202,2:Married,17.0,3:Female
061090002,5:Widowed,50.0,3:Female
061090003,2:Married,47.0,1:Male
061090004,2:Married,21.0,3:Female
061090005,2:Married,45.0,3:Female
061090006,2:Married,27.0,3:Female
061090010,2:Married,25.0,1:Male
061093108,2:Married,27.0,1:Male
061100001,5:Widowed,84.0,1:Male
061100003,2:Married,44.0,1:Male
061100004,2:Married,37.0,1:Male
061100006,2:Married,37.0,3:Female
061100007,2:Married,36.0,3:Female
061110001,2:Married,54.0,1:Male
061110002,2:Married,52.0,3:Female
061110003,2:Married,34.0,3:Female
061110004,2:Married,33.0,1:Male
061110005,2:Married,31.0,3:Female
061110006,2:Married,23.0,1:Male
061110007,2:Married,22.0,1:Male
061113102,2:Married,40.0,1:Male
061114101,2:Married,36.0,1:Male
061115102,2:Married,25.0,3:Female
061115202,2:Married,22.0,3:Female
061115302,2:Married,15.0,3:Female
061120001,2:Married,52.0,1:Male
061120002,2:Married,47.0,3:Female
061120004,2:Married,27.0,1:Male
061120007,5:Widowed,89.0,3:Female
061120012,2:Married,23.0,3:Female
061130001,2:Married,49.0,1:Male
061130002,2:Married,52.0,3:Female
061130003,2:Married,29.0,3:Female
061130004,2:Married,27.0,1:Male
061130005,2:Married,26.0,1:Male
061135001,2:Married,31.0,1:Male
061140002,4:Divorced,56.0,3:Female
061140003,2:Married,27.0,3:Female
061140004,2:Married,24.0,1:Male
061140006,2:Married,31.0,1:Male
061140009,2:Married,25.0,3:Female
061145101,2:Married,41.0,1:Male
061145202,2:Married,19.0,3:Female
061150004,2:Married,56.0,1:Male
061150005,2:Married,42.0,3:Female
061150006,2:Married,26.0,3:Female
061155101,2:Married,26.0,1:Male
061160001,5:Widowed,60.0,1:Male
061160004,2:Married,35.0,1:Male
061160005,2:Married,31.0,1:Male
061160008,2:Married,19.0,3:Female
061160009,2:Married,37.0,3:Female
061164205,2:Married,25.0,3:Female
061165103,2:Married,24.0,1:Male
061170001,2:Married,51.0,1:Male
061170002,2:Married,49.0,3:Female
061170003,2:Married,29.0,3:Female
061170004,2:Married,25.0,3:Female
061170006,2:Married,19.0,3:Female
061170009,2:Married,30.0,1:Male
061174101,2:Married,29.0,1:Male
061175101,2:Married,22.0,1:Male
061180009,2:Married,20.0,3:Female
061190001,2:Married,63.0,1:Male
061190002,2:Married,36.0,3:Female
061190007,2:Married,60.0,3:Female
061190009,2:Married,27.0,1:Male
061190013,2:Married,27.0,3:Female
061193101,2:Married,39.0,1:Male
061220001,2:Married,53.0,1:Male
061220002,2:Married,48.0,3:Female
061220003,2:Married,28.0,3:Female
061220005,2:Married,24.0,3:Female
061220012,2:Married,40.0,3:Female
061224101,2:Married,28.0,1:Male
061250002,5:Widowed,53.0,3:Female
061250003,2:Married,36.0,1:Male
061250004,2:Married,34.0,3:Female
061250005,2:Married,32.0,1:Male
061250007,2:Married,28.0,1:Male
061250008,2:Married,27.0,3:Female
061250010,2:Married,29.0,3:Female
061250012,2:Married,28.0,3:Female
061253101,2:Married,48.0,1:Male
061254102,2:Married,27.0,3:Female
061255201,2:Married,28.0,1:Male
061290001,2:Married,54.0,1:Male
061290003,2:Married,30.0,3:Female
061290009,2:Married,53.0,3:Female
061290010,5:Widowed,74.0,3:Female
061294102,2:Married,35.0,1:Male
061300001,2:Married,56.0,1:Male
061300002,2:Married,50.0,3:Female
061300005,2:Married,26.0,1:Male
061304102,2:Married,25.0,3:Female
062010001,2:Married,61.0,1:Male
062010002,2:Married,56.0,3:Female
062010003,2:Married,30.0,3:Female
062010004,2:Married,27.0,1:Male
062010005,2:Married,22.0,3:Female
062014101,2:Married,40.0,1:Male
062014203,2:Married,26.0,3:Female
062015101,2:Married,28.0,1:Male
062020001,5:Widowed,70.0,1:Male
062020003,2:Married,36.0,1:Male
062020004,2:Married,33.0,1:Male
062023105,2:Married,36.0,3:Female
062024202,2:Married,38.0,3:Female
062030002,5:Widowed,55.0,3:Female
062030003,2:Married,34.0,3:Female
062030004,4:Divorced,30.0,1:Male
062030005,2:Married,28.0,1:Male
062030006,2:Married,94.0,1:Male
062030007,2:Married,92.0,3:Female
062033101,2:Married,40.0,1:Male
062034203,2:Married,25.0,3:Female
062050001,2:Married,51.0,1:Male
062050002,2:Married,41.0,3:Female
062070001,2:Married,53.0,1:Male
062070002,2:Married,51.0,3:Female
062070003,2:Married,35.0,1:Male
062080001,2:Married,71.0,1:Male
062080002,2:Married,67.0,3:Female
062080003,2:Married,45.0,1:Male
062080004,2:Married,39.0,1:Male
062080008,2:Married,39.0,3:Female
062080012,2:Married,40.0,3:Female
062090002,2:Married,47.0,1:Male
062090009,2:Married,34.0,3:Female
062110003,2:Married,35.0,1:Male
062110004,2:Married,31.0,1:Male
062110006,2:Married,32.0,3:Female
062115102,2:Married,30.0,3:Female
062120001,2:Married,69.0,1:Male
062120002,2:Married,58.0,3:Female
062120003,2:Married,41.0,1:Male
062120004,2:Married,39.0,3:Female
062120005,3:Separated,36.0,1:Male
062120006,2:Married,34.0,1:Male
062120007,2:Married,24.0,1:Male
062120009,2:Married,32.0,3:Female
062123201,2:Married,40.0,1:Male
062124102,2:Married,40.0,3:Female
062125302,2:Married,21.0,3:Female
062130001,2:Married,51.0,1:Male
062130003,2:Married,41.0,3:Female
062130004,2:Married,44.0,3:Female
062131101,2:Married,46.0,1:Male
062140001,2:Married,72.0,1:Male
062140002,2:Married,65.0,3:Female
062140003,2:Married,37.0,1:Male
062140004,2:Married,29.0,3:Female
062140009,2:Married,42.0,1:Male
062141102,5:Widowed,65.0,3:Female
062141105,2:Married,32.0,1:Male
062141107,2:Married,26.0,3:Female
062144102,2:Married,38.0,3:Female
062145101,2:Married,27.0,1:Male
062150004,2:Married,74.0,1:Male
062150005,2:Married,66.0,3:Female
062150006,2:Married,34.0,1:Male
062150007,2:Married,30.0,3:Female
062160003,2:Married,42.0,1:Male
062160004,2:Married,33.0,3:Female
062160007,2:Married,36.0,1:Male
062164102,2:Married,46.0,3:Female
062170001,5:Widowed,74.0,1:Male
062180001,2:Married,74.0,1:Male
062180002,2:Married,63.0,3:Female
062180004,2:Married,32.0,3:Female
062184102,2:Married,40.0,1:Male
062190002,5:Widowed,62.0,3:Female
062190004,2:Married,36.0,1:Male
062190005,2:Married,34.0,3:Female
062190006,2:Married,31.0,3:Female
062190007,2:Married,29.0,3:Female
062190008,2:Married,25.0,3:Female
062190012,2:Married,31.0,1:Male
062193101,2:Married,37.0,1:Male
062194102,2:Married,39.0,3:Female
062194203,2:Married,28.0,1:Male
062195101,2:Married,40.0,1:Male
062200001,2:Married,69.0,1:Male
062200002,2:Married,40.0,1:Male
062200005,2:Married,30.0,1:Male
062200007,2:Married,43.0,3:Female
062200011,2:Married,30.0,1:Male
062203102,2:Married,33.0,3:Female
062205102,2:Married,23.0,3:Female
062205302,2:Married,20.0,3:Female
062210002,5:Widowed,81.0,3:Female
062210003,3:Separated,36.0,1:Male
062210004,2:Married,26.0,1:Male
062210006,4:Divorced,56.0,1:Male
062220002,5:Widowed,62.0,3:Female
062220005,5:Widowed,30.0,3:Female
062220006,2:Married,27.0,3:Female
062220007,2:Married,25.0,1:Male
062220010,2:Married,21.0,1:Male
062224101,2:Married,36.0,1:Male
062225102,2:Married,21.0,3:Female
062225202,2:Married,17.0,3:Female
062230002,2:Married,41.0,3:Female
062240001,2:Married,79.0,1:Male
062240002,2:Married,58.0,3:Female
062240003,2:Married,25.0,3:Female
062245101,2:Married,32.0,1:Male
062260002,5:Widowed,70.0,3:Female
062270002,5:Widowed,69.0,3:Female
062270003,2:Married,42.0,1:Male
062270005,2:Married,35.0,3:Female
062270013,2:Married,27.0,1:Male
062280001,2:Married,52.0,1:Male
062280002,2:Married,50.0,3:Female
062280003,2:Married,30.0,1:Male
062285102,2:Married,29.0,3:Female
062290003,2:Married,34.0,3:Female
062290004,4:Divorced,26.0,3:Female
062290005,2:Married,40.0,1:Male
062300002,5:Widowed,61.0,3:Female
062300003,2:Married,32.0,1:Male
062305102,2:Married,22.0,3:Female
063010001,4:Divorced,60.0,1:Male
063010003,2:Married,27.0,1:Male
063015102,2:Married,24.0,3:Female
063020001,2:Married,66.0,1:Male
063020002,2:Married,56.0,3:Female
063020003,2:Married,37.0,3:Female
063020006,2:Married,45.0,1:Male
063024102,5:Widowed,47.0,3:Female
063030001,2:Married,73.0,1:Male
063030002,2:Married,71.0,3:Female
063030003,2:Married,39.0,3:Female
063030004,2:Married,33.0,1:Male
063033101,2:Married,41.0,1:Male
063035102,2:Married,27.0,3:Female
063040001,2:Married,60.0,1:Male
063040002,2:Married,56.0,3:Female
063040003,2:Married,39.0,1:Male
063040008,2:Married,31.0,3:Female
063045102,2:Married,31.0,3:Female
063045205,2:Married,28.0,1:Male
063050001,2:Married,47.0,1:Male
063050003,2:Married,33.0,3:Female
063070001,2:Married,58.0,1:Male
063070002,2:Married,49.0,3:Female
063070003,2:Married,31.0,1:Male
063070004,2:Married,29.0,3:Female
063074102,2:Married,27.0,3:Female
063075101,2:Married,34.0,1:Male
063080001,2:Married,53.0,1:Male
063080002,2:Married,66.0,3:Female
063090001,2:Married,66.0,1:Male
063090002,2:Married,61.0,3:Female
063090003,2:Married,34.0,3:Female
063090005,2:Married,25.0,1:Male
063093102,2:Married,39.0,1:Male
063095102,2:Married,29.0,3:Female
063100002,5:Widowed,42.0,3:Female
063110002,2:Married,39.0,1:Male
063110003,2:Married,37.0,3:Female
063110004,5:Widowed,73.0,1:Male
063120001,2:Married,68.0,1:Male
063120002,2:Married,65.0,3:Female
063120005,4:Divorced,34.0,3:Female
063120006,2:Married,28.0,3:Female
063125101,2:Married,27.0,1:Male
063130002,2:Married,58.0,3:Female
063130004,2:Married,28.0,3:Female
063130005,2:Married,23.0,3:Female
063130008,2:Married,29.0,1:Male
063135201,2:Married,40.0,1:Male
063150003,2:Married,28.0,3:Female
063154101,2:Married,33.0,1:Male
063160001,2:Married,62.0,1:Male
063160002,2:Married,53.0,3:Female
063160003,2:Married,35.0,3:Female
063160004,2:Married,37.0,1:Male
063163102,2:Married,44.0,3:Female
063164201,2:Married,38.0,1:Male
063180001,2:Married,56.0,1:Male
063180002,2:Married,50.0,3:Female
063180003,2:Married,25.0,1:Male
063180006,2:Married,22.0,3:Female
063190001,4:Divorced,62.0,1:Male
063190002,5:Widowed,47.0,3:Female
063190003,2:Married,29.0,3:Female
063190004,2:Married,26.0,1:Male
063190006,2:Married,22.0,3:Female
063195101,2:Married,31.0,1:Male
063200001,2:Married,64.0,1:Male
063200002,2:Married,53.0,3:Female
063200003,2:Married,34.0,1:Male
063200004,2:Married,28.0,3:Female
063200006,2:Married,41.0,1:Male
063205102,2:Married,27.0,3:Female
063210001,2:Married,56.0,1:Male
063210002,2:Married,49.0,3:Female
063210003,2:Married,32.0,1:Male
063210006,2:Married,55.0,1:Male
063215102,2:Married,46.0,3:Female
063220001,2:Married,54.0,1:Male
063220002,2:Married,48.0,3:Female
063220003,2:Married,28.0,1:Male
063220004,2:Married,23.0,3:Female
063224104,2:Married,31.0,1:Male
063225102,2:Married,25.0,3:Female
063230001,2:Married,58.0,1:Male
063230003,2:Married,39.0,1:Male
063230005,2:Married,34.0,1:Male
063230006,2:Married,32.0,1:Male
063230007,2:Married,30.0,3:Female
063230009,2:Married,23.0,1:Male
063230016,2:Married,40.0,3:Female
063230018,2:Married,39.0,3:Female
063234102,2:Married,39.0,3:Female
063234202,2:Married,19.0,3:Female
063235102,2:Married,32.0,3:Female
063235301,2:Married,33.0,1:Male
063240002,5:Widowed,61.0,3:Female
063240003,2:Married,44.0,3:Female
063240004,2:Married,38.0,3:Female
063240005,2:Married,28.0,3:Female
063243101,2:Married,45.0,1:Male
063244101,2:Married,52.0,1:Male
063244201,2:Married,43.0,1:Male
063250005,2:Married,78.0,1:Male
063250006,2:Married,74.0,3:Female
063260001,2:Married,49.0,1:Male
063260002,2:Married,45.0,3:Female
063260003,2:Married,30.0,3:Female
063260004,2:Married,27.0,1:Male
063260007,2:Married,34.0,1:Male
063265202,2:Married,22.0,3:Female
063270004,2:Married,49.0,1:Male
063271202,2:Married,47.0,3:Female
063280001,2:Married,81.0,1:Male
063280002,2:Married,64.0,3:Female
063280003,2:Married,40.0,1:Male
063280005,2:Married,28.0,3:Female
063285101,2:Married,34.0,1:Male
063290001,2:Married,54.0,1:Male
063290002,2:Married,49.0,3:Female
063290003,2:Married,33.0,1:Male
063290004,2:Married,30.0,3:Female
063294101,2:Married,32.0,1:Male
063295102,2:Married,29.0,3:Female
064010003,2:Married,37.0,1:Male
064010004,2:Married,30.0,1:Male
064010005,2:Married,29.0,3:Female
064010006,2:Married,37.0,3:Female
064014102,2:Married,26.0,3:Female
064014201,2:Married,30.0,1:Male
064030006,2:Married,35.0,3:Female
064030007,2:Married,46.0,1:Male
064040001,2:Married,82.0,1:Male
064040002,2:Married,79.0,3:Female
064040003,2:Married,44.0,3:Female
064040004,2:Married,43.0,1:Male
064043102,2:Married,38.0,3:Female
064044103,2:Married,72.0,1:Male
064050001,2:Married,52.0,1:Male
064050002,2:Married,50.0,3:Female
064050003,2:Married,27.0,3:Female
064050004,5:Widowed,71.0,3:Female
064054101,2:Married,32.0,1:Male
064060002,5:Widowed,86.0,3:Female
064060003,2:Married,44.0,1:Male
064060004,2:Married,44.0,3:Female
064060005,2:Married,22.0,1:Male
064060006,2:Married,26.0,3:Female
064060009,5:Widowed,49.0,3:Female
064060011,2:Married,31.0,1:Male
064060012,2:Married,20.0,3:Female
064065101,2:Married,31.0,1:Male
064065102,2:Married,30.0,3:Female
064065104,5:Widowed,64.0,3:Female
064065203,2:Married,20.0,3:Female
064065301,2:Married,28.0,1:Male
064070001,5:Widowed,72.0,1:Male
064070003,2:Married,40.0,1:Male
064070004,2:Married,38.0,1:Male
064070005,2:Married,35.0,1:Male
064070006,2:Married,31.0,3:Female
064070007,2:Married,29.0,1:Male
064070009,2:Married,27.0,3:Female
064070011,2:Married,19.0,3:Female
064073102,2:Married,33.0,3:Female
064073202,2:Married,34.0,3:Female
064074101,2:Married,37.0,1:Male
064080002,5:Widowed,75.0,3:Female
064080004,2:Married,39.0,1:Male
064080005,2:Married,37.0,3:Female
064080006,2:Married,35.0,3:Female
064080007,2:Married,31.0,3:Female
064080008,2:Married,40.0,1:Male
064080011,2:Married,37.0,1:Male
064081101,2:Married,36.0,1:Male
064083103,2:Married,38.0,3:Female
064100002,5:Widowed,55.0,3:Female
064100005,5:Widowed,49.0,3:Female
064110002,5:Widowed,76.0,3:Female
064110003,4:Divorced,40.0,1:Male
064110006,4:Divorced,34.0,3:Female
064120001,2:Married,50.0,1:Male
064120002,2:Married,42.0,3:Female
064120004,2:Married,22.0,3:Female
064125101,2:Married,27.0,1:Male
