pidlink,marstat,age,sex
187150004,4:Divorced,35.0,1:Male
187150005,2:Married,30.0,1:Male
187150007,2:Married,31.0,3:Female
187154202,2:Married,30.0,3:Female
187160001,2:Married,54.0,1:Male
187160002,2:Married,43.0,3:Female
187170001,2:Married,68.0,1:Male
187170002,2:Married,60.0,3:Female
187170003,2:Married,40.0,3:Female
187170004,2:Married,39.0,1:Male
187170005,2:Married,33.0,3:Female
187175102,2:Married,29.0,3:Female
187175203,2:Married,32.0,1:Male
187180002,2:Married,51.0,3:Female
187180005,2:Married,60.0,1:Male
187190003,4:Divorced,51.0,3:Female
187190004,2:Married,45.0,1:Male
187193102,2:Married,43.0,3:Female
187200001,5:Widowed,79.0,1:Male
187200003,2:Married,46.0,3:Female
187203101,2:Married,48.0,1:Male
187410001,2:Married,45.0,1:Male
187410002,2:Married,44.0,3:Female
187410003,2:Married,45.0,1:Male
187412113,2:Married,36.0,3:Female
188030001,2:Married,45.0,1:Male
188030002,2:Married,44.0,3:Female
188030003,2:Married,22.0,3:Female
188035101,2:Married,31.0,1:Male
188040001,5:Widowed,74.0,3:Female
188040002,2:Married,48.0,3:Female
188040005,2:Married,42.0,1:Male
188040006,2:Married,46.0,1:Male
188044202,2:Married,32.0,3:Female
188050001,2:Married,54.0,1:Male
188050002,2:Married,55.0,3:Female
188060001,4:Divorced,64.0,1:Male
188060002,2:Married,67.0,3:Female
188060003,2:Married,46.0,3:Female
188060005,2:Married,40.0,1:Male
188060007,2:Married,26.0,3:Female
188060010,4:Divorced,49.0,1:Male
188060012,2:Married,53.0,1:Male
188064101,2:Married,71.0,1:Male
188064303,2:Married,26.0,1:Male
188065102,2:Married,39.0,3:Female
188080001,2:Married,63.0,1:Male
188080002,2:Married,61.0,3:Female
188080003,2:Married,37.0,3:Female
188080004,2:Married,36.0,3:Female
188080006,2:Married,43.0,1:Male
188080007,2:Married,37.0,1:Male
188083105,2:Married,42.0,3:Female
188083202,2:Married,42.0,3:Female
188085101,2:Married,43.0,1:Male
188085201,2:Married,32.0,1:Male
188090001,2:Married,57.0,1:Male
188090002,2:Married,59.0,3:Female
188090004,2:Married,31.0,3:Female
188090006,2:Married,35.0,1:Male
188100002,5:Widowed,62.0,3:Female
188100003,2:Married,41.0,1:Male
188100004,2:Married,38.0,1:Male
188104102,2:Married,39.0,3:Female
188104202,2:Married,42.0,3:Female
188110002,5:Widowed,88.0,3:Female
188120003,2:Married,41.0,3:Female
188120004,2:Married,45.0,1:Male
188120006,2:Married,29.0,3:Female
188130001,2:Married,49.0,1:Male
188130002,2:Married,38.0,3:Female
188140002,5:Widowed,69.0,3:Female
188140004,2:Married,43.0,3:Female
188140005,2:Married,36.0,1:Male
188140007,2:Married,45.0,3:Female
188143101,2:Married,45.0,1:Male
188144102,2:Married,37.0,3:Female
188150001,2:Married,49.0,1:Male
188150002,2:Married,45.0,3:Female
188160001,2:Married,51.0,1:Male
188160002,2:Married,55.0,3:Female
188160003,2:Married,30.0,1:Male
188160004,2:Married,22.0,3:Female
188180002,5:Widowed,57.0,3:Female
188180003,2:Married,38.0,3:Female
188180006,2:Married,40.0,1:Male
188190001,2:Married,59.0,1:Male
188190002,2:Married,46.0,3:Female
188190003,2:Married,22.0,1:Male
188190004,2:Married,42.0,3:Female
188190005,2:Married,31.0,1:Male
188190007,2:Married,22.0,3:Female
188194101,2:Married,46.0,1:Male
188200003,4:Divorced,48.0,1:Male
188200005,4:Divorced,63.0,3:Female
189030003,2:Married,46.0,3:Female
189030006,2:Married,31.0,3:Female
189033101,2:Married,53.0,1:Male
189035101,2:Married,39.0,1:Male
189060002,5:Widowed,73.0,3:Female
189060006,2:Married,41.0,1:Male
189060007,2:Married,40.0,3:Female
189080001,2:Married,66.0,1:Male
189080002,2:Married,63.0,3:Female
189080005,2:Married,31.0,1:Male
189080014,2:Married,32.0,3:Female
189090004,2:Married,53.0,1:Male
189090011,2:Married,50.0,3:Female
189110001,2:Married,52.0,1:Male
189110002,2:Married,52.0,3:Female
189110003,2:Married,29.0,1:Male
189110005,2:Married,27.0,3:Female
189120001,2:Married,71.0,1:Male
189124102,2:Married,60.0,3:Female
189124103,2:Married,28.0,1:Male
189130003,2:Married,44.0,1:Male
189130004,2:Married,37.0,3:Female
189130005,2:Married,62.0,1:Male
189130006,2:Married,31.0,1:Male
189130008,2:Married,42.0,1:Male
189130011,3:Separated,50.0,1:Male
189131102,2:Married,53.0,3:Female
189133310,2:Married,34.0,3:Female
189134102,2:Married,39.0,3:Female
189150002,5:Widowed,58.0,3:Female
189150004,2:Married,35.0,3:Female
189150005,2:Married,23.0,1:Male
189150007,2:Married,34.0,3:Female
189154101,2:Married,44.0,1:Male
189155201,2:Married,33.0,1:Male
189160002,5:Widowed,73.0,3:Female
189160003,2:Married,42.0,1:Male
189160004,2:Married,39.0,1:Male
189163102,2:Married,36.0,3:Female
189163202,2:Married,35.0,3:Female
189170001,2:Married,44.0,1:Male
189170002,2:Married,34.0,3:Female
189180001,5:Widowed,93.0,1:Male
189180004,2:Married,30.0,1:Male
189180008,2:Married,33.0,3:Female
189190001,5:Widowed,71.0,3:Female
190020004,2:Married,49.0,1:Male
190020006,2:Married,59.0,3:Female
190020007,2:Married,31.0,1:Male
190020009,2:Married,58.0,1:Male
190023202,2:Married,48.0,3:Female
190025103,2:Married,28.0,3:Female
190030006,2:Married,64.0,1:Male
190030007,2:Married,54.0,3:Female
190040002,2:Married,51.0,3:Female
190040007,2:Married,53.0,1:Male
190050002,5:Widowed,74.0,3:Female
190050003,2:Married,50.0,3:Female
190050005,5:Widowed,44.0,3:Female
190050008,2:Married,38.0,3:Female
190050009,2:Married,36.0,3:Female
190050010,2:Married,34.0,1:Male
190050011,2:Married,44.0,1:Male
190050016,2:Married,26.0,3:Female
190053204,2:Married,44.0,1:Male
190054301,2:Married,39.0,1:Male
190080002,5:Widowed,66.0,3:Female
190080003,2:Married,46.0,3:Female
190080004,2:Married,44.0,1:Male
190080005,4:Divorced,41.0,3:Female
190080007,2:Married,37.0,1:Male
190080008,2:Married,33.0,1:Male
190080009,2:Married,25.0,1:Male
190080012,2:Married,35.0,3:Female
190080017,2:Married,32.0,3:Female
190083101,2:Married,43.0,1:Male
190083202,2:Married,40.0,3:Female
190085202,2:Married,23.0,3:Female
190090001,2:Married,64.0,1:Male
190090002,2:Married,57.0,3:Female
190090003,2:Married,34.0,1:Male
190090005,2:Married,22.0,1:Male
190090008,2:Married,44.0,1:Male
190090009,2:Married,33.0,1:Male
190090013,2:Married,20.0,3:Female
190091107,2:Married,29.0,3:Female
190093102,2:Married,46.0,3:Female
190095102,2:Married,38.0,3:Female
190100001,2:Married,54.0,1:Male
190100002,2:Married,48.0,3:Female
190120003,2:Married,33.0,3:Female
190120004,2:Married,23.0,3:Female
190120006,2:Married,39.0,1:Male
190125101,2:Married,39.0,1:Male
190130001,5:Widowed,60.0,3:Female
190130002,2:Married,40.0,1:Male
190130003,2:Married,37.0,1:Male
190130004,2:Married,35.0,3:Female
190130005,2:Married,26.0,3:Female
190130006,2:Married,34.0,3:Female
190130007,5:Widowed,37.0,3:Female
190134301,2:Married,29.0,1:Male
190135101,2:Married,42.0,1:Male
190160002,5:Widowed,71.0,3:Female
190160004,2:Married,43.0,3:Female
190160005,2:Married,36.0,1:Male
190160009,2:Married,43.0,1:Male
190165102,2:Married,32.0,3:Female
190170003,2:Married,52.0,1:Male
190170007,5:Widowed,57.0,3:Female
190171102,2:Married,40.0,3:Female
190180001,5:Widowed,76.0,3:Female
190180002,2:Married,55.0,1:Male
190181102,2:Married,54.0,3:Female
190181105,2:Married,28.0,3:Female
190181107,2:Married,28.0,1:Male
191010001,2:Married,59.0,1:Male
191010002,2:Married,55.0,3:Female
191010003,2:Married,35.0,3:Female
191010005,2:Married,28.0,3:Female
191014101,2:Married,35.0,1:Male
191020002,5:Widowed,71.0,3:Female
191060001,3:Separated,45.0,1:Male
191080001,2:Married,65.0,1:Male
191080002,2:Married,62.0,3:Female
191080003,4:Divorced,38.0,3:Female
191080004,2:Married,35.0,3:Female
191080010,2:Married,37.0,1:Male
191090001,2:Married,57.0,1:Male
191090002,2:Married,52.0,3:Female
191090003,2:Married,24.0,3:Female
191095104,2:Married,26.0,1:Male
191100017,2:Married,52.0,3:Female
191100018,2:Married,56.0,1:Male
191110001,2:Married,56.0,1:Male
191110002,2:Married,50.0,3:Female
191110003,2:Married,29.0,3:Female
191110004,2:Married,28.0,3:Female
191110005,2:Married,23.0,3:Female
191110007,5:Widowed,95.0,3:Female
191114102,2:Married,32.0,1:Male
191115101,2:Married,36.0,1:Male
191115201,2:Married,36.0,1:Male
191130001,2:Married,64.0,1:Male
191130002,2:Married,60.0,3:Female
191130003,2:Married,38.0,3:Female
191130005,2:Married,32.0,3:Female
191130006,2:Married,26.0,1:Male
191130008,2:Married,44.0,1:Male
191135202,2:Married,27.0,3:Female
191140001,2:Married,47.0,1:Male
191140002,2:Married,47.0,3:Female
191140006,5:Widowed,67.0,3:Female
191150002,5:Widowed,74.0,3:Female
191180001,5:Widowed,52.0,1:Male
191180003,2:Married,25.0,3:Female
191180006,4:Divorced,18.0,3:Female
191185101,2:Married,28.0,1:Male
191190002,5:Widowed,74.0,3:Female
191190003,2:Married,47.0,3:Female
191190008,2:Married,50.0,1:Male
191200002,5:Widowed,52.0,3:Female
191200003,2:Married,33.0,3:Female
192040002,5:Widowed,58.0,3:Female
192040003,2:Married,40.0,1:Male
192040004,2:Married,36.0,3:Female
192040005,2:Married,43.0,1:Male
192040006,2:Married,43.0,3:Female
192044102,2:Married,33.0,3:Female
192045101,2:Married,36.0,1:Male
192050001,2:Married,58.0,1:Male
192050002,2:Married,49.0,3:Female
192060001,2:Married,41.0,1:Male
192060003,2:Married,36.0,3:Female
192070001,2:Married,61.0,1:Male
192070002,2:Married,57.0,3:Female
192070003,2:Married,39.0,3:Female
192070004,2:Married,35.0,3:Female
192070008,2:Married,34.0,1:Male
192073102,2:Married,45.0,1:Male
192074101,2:Married,37.0,1:Male
192080002,5:Widowed,52.0,3:Female
192080003,2:Married,24.0,3:Female
192081107,2:Married,30.0,1:Male
192090001,2:Married,47.0,1:Male
192090002,2:Married,41.0,3:Female
192110002,2:Married,38.0,3:Female
192110003,2:Married,33.0,3:Female
192110004,2:Married,51.0,1:Male
192110009,2:Married,47.0,3:Female
192113106,2:Married,31.0,1:Male
192120001,2:Married,58.0,1:Male
192120002,2:Married,55.0,3:Female
192120003,2:Married,36.0,1:Male
192120004,2:Married,34.0,1:Male
192120006,2:Married,83.0,1:Male
192120007,2:Married,85.0,3:Female
192120008,2:Married,35.0,3:Female
192125202,2:Married,34.0,3:Female
192130001,2:Married,66.0,1:Male
192130002,2:Married,64.0,3:Female
192130004,2:Married,34.0,1:Male
192130005,2:Married,32.0,1:Male
192130006,2:Married,31.0,3:Female
192130008,2:Married,30.0,3:Female
192134103,2:Married,30.0,1:Male
192135102,2:Married,21.0,3:Female
192140001,2:Married,53.0,1:Male
192140002,2:Married,46.0,3:Female
192170003,2:Married,51.0,3:Female
192170005,2:Married,23.0,3:Female
192175101,2:Married,30.0,1:Male
192180003,5:Widowed,82.0,3:Female
192190001,2:Married,65.0,1:Male
192190002,2:Married,63.0,3:Female
192190004,2:Married,36.0,3:Female
192194101,2:Married,36.0,1:Male
193010001,5:Widowed,52.0,3:Female
193010002,2:Married,34.0,1:Male
193010003,2:Married,27.0,1:Male
193010004,2:Married,32.0,3:Female
193015102,2:Married,23.0,3:Female
193020001,2:Married,58.0,1:Male
193020002,2:Married,57.0,3:Female
193020003,2:Married,38.0,1:Male
193020004,2:Married,35.0,1:Male
193020007,2:Married,28.0,3:Female
193020011,2:Married,38.0,1:Male
193023104,2:Married,36.0,3:Female
193030003,2:Married,52.0,1:Male
193030005,2:Married,38.0,1:Male
193030006,5:Widowed,64.0,1:Male
193040001,2:Married,58.0,1:Male
193040003,2:Married,30.0,3:Female
193040008,2:Married,42.0,1:Male
193045102,2:Married,44.0,3:Female
193050002,5:Widowed,64.0,3:Female
193050006,2:Married,38.0,3:Female
193050009,2:Married,44.0,1:Male
193060001,2:Married,64.0,1:Male
193060002,2:Married,68.0,3:Female
193060003,2:Married,44.0,3:Female
193060004,2:Married,37.0,1:Male
193060005,2:Married,51.0,1:Male
193060008,2:Married,51.0,1:Male
193060009,2:Married,37.0,3:Female
193063102,2:Married,48.0,3:Female
193070002,2:Married,63.0,3:Female
193070003,2:Married,67.0,1:Male
193070005,4:Divorced,37.0,3:Female
193070006,2:Married,35.0,1:Male
193070007,2:Married,25.0,1:Male
193070010,2:Married,36.0,3:Female
193070013,2:Married,24.0,3:Female
193080003,2:Married,47.0,1:Male
193080004,2:Married,47.0,3:Female
193100001,2:Married,74.0,1:Male
193100002,2:Married,63.0,3:Female
193100004,2:Married,34.0,1:Male
193100005,2:Married,32.0,3:Female
193104104,2:Married,39.0,3:Female
193104201,2:Married,37.0,1:Male
193114101,5:Widowed,49.0,1:Male
193120002,5:Widowed,60.0,3:Female
193120003,2:Married,34.0,3:Female
193130001,2:Married,60.0,1:Male
193130002,2:Married,61.0,3:Female
193130003,2:Married,33.0,1:Male
193130005,2:Married,24.0,1:Male
193130006,2:Married,20.0,3:Female
193135102,2:Married,33.0,3:Female
193140002,2:Married,51.0,3:Female
193140003,2:Married,29.0,3:Female
193140004,2:Married,24.0,3:Female
193144101,2:Married,31.0,1:Male
193145103,2:Married,34.0,1:Male
193150001,2:Married,65.0,1:Male
193150002,2:Married,55.0,3:Female
193150005,5:Widowed,88.0,3:Female
193160002,2:Married,46.0,1:Male
193163102,2:Married,42.0,3:Female
193170001,2:Married,76.0,1:Male
193170002,2:Married,66.0,3:Female
193170003,2:Married,41.0,1:Male
193170004,2:Married,40.0,1:Male
193170005,2:Married,38.0,1:Male
193170007,2:Married,31.0,1:Male
193174102,2:Married,37.0,3:Female
193174202,2:Married,32.0,3:Female
193175102,2:Married,36.0,3:Female
193175202,2:Married,29.0,3:Female
193180001,2:Married,64.0,1:Male
193180002,2:Married,58.0,3:Female
193180003,2:Married,38.0,3:Female
193180005,2:Married,33.0,1:Male
193180007,2:Married,45.0,1:Male
193184103,2:Married,36.0,1:Male
193185102,2:Married,30.0,3:Female
193185202,2:Married,33.0,3:Female
193190001,2:Married,64.0,1:Male
193190002,2:Married,61.0,3:Female
193190003,2:Married,42.0,1:Male
193190005,2:Married,37.0,1:Male
193190006,2:Married,35.0,3:Female
193190009,2:Married,42.0,1:Male
193193102,2:Married,38.0,3:Female
193194102,2:Married,44.0,3:Female
193200003,5:Widowed,49.0,1:Male
193200004,2:Married,47.0,3:Female
193200005,2:Married,45.0,3:Female
193200006,2:Married,42.0,1:Male
193200008,2:Married,47.0,1:Male
193200010,2:Married,41.0,3:Female
193203101,2:Married,43.0,1:Male
193410001,2:Married,61.0,3:Female
193410002,4:Divorced,39.0,1:Male
193410003,2:Married,36.0,1:Male
193410005,2:Married,63.0,1:Male
193414202,2:Married,33.0,3:Female
194010001,2:Married,49.0,3:Female
194010002,2:Married,32.0,3:Female
194010003,2:Married,27.0,1:Male
194015102,2:Married,32.0,1:Male
194015202,2:Married,30.0,3:Female
194023102,4:Divorced,42.0,3:Female
194023103,2:Married,19.0,3:Female
194030001,5:Widowed,70.0,3:Female
194050001,2:Married,42.0,3:Female
194050005,2:Married,47.0,1:Male
194070001,5:Widowed,65.0,1:Male
194070003,2:Married,35.0,1:Male
194070004,2:Married,31.0,1:Male
194070006,2:Married,35.0,3:Female
194070008,2:Married,32.0,3:Female
194080003,2:Married,43.0,1:Male
194080004,2:Married,39.0,3:Female
194080005,2:Married,44.0,3:Female
194083101,2:Married,39.0,1:Male
194090002,2:Married,48.0,3:Female
194100003,4:Divorced,42.0,3:Female
194110001,2:Married,55.0,1:Male
194110002,2:Married,53.0,3:Female
194110003,2:Married,32.0,3:Female
194114101,2:Married,34.0,1:Male
194130002,2:Married,42.0,3:Female
194130005,2:Married,43.0,1:Male
194140001,2:Married,54.0,1:Male
194140002,2:Married,58.0,3:Female
194140003,2:Married,25.0,3:Female
194140006,2:Married,31.0,3:Female
194144102,2:Married,34.0,1:Male
194150001,2:Married,61.0,1:Male
194150002,2:Married,61.0,3:Female
194160001,2:Married,49.0,1:Male
194160002,2:Married,48.0,3:Female
194170002,2:Married,46.0,3:Female
194170003,3:Separated,43.0,3:Female
194173101,2:Married,45.0,1:Male
194180002,5:Widowed,53.0,3:Female
194190001,2:Married,57.0,1:Male
194190002,2:Married,52.0,3:Female
194190003,2:Married,34.0,1:Male
194190004,2:Married,29.0,1:Male
194190006,2:Married,41.0,1:Male
194190008,2:Married,37.0,1:Male
194190009,3:Separated,43.0,1:Male
194190010,4:Divorced,44.0,1:Male
194190014,2:Married,39.0,1:Male
194190022,2:Married,25.0,3:Female
194193102,2:Married,39.0,3:Female
194193204,2:Married,33.0,3:Female
194195102,2:Married,32.0,3:Female
194195202,2:Married,27.0,3:Female
194200011,2:Married,44.0,1:Male
194200017,2:Married,37.0,3:Female
195010002,5:Widowed,51.0,3:Female
195010003,2:Married,34.0,1:Male
195010006,2:Married,22.0,3:Female
195010007,2:Married,20.0,3:Female
195014102,2:Married,31.0,3:Female
195015101,2:Married,31.0,1:Male
195015201,2:Married,26.0,1:Male
195020001,2:Married,66.0,1:Male
195020004,2:Married,35.0,3:Female
195020005,2:Married,33.0,3:Female
195025102,2:Married,52.0,3:Female
195030002,5:Widowed,56.0,3:Female
195030003,2:Married,32.0,3:Female
195030004,2:Married,28.0,1:Male
195030006,2:Married,29.0,3:Female
195035101,2:Married,33.0,1:Male
195040002,5:Widowed,44.0,3:Female
195040004,2:Married,26.0,3:Female
195040007,2:Married,37.0,1:Male
195060002,5:Widowed,48.0,3:Female
195060003,2:Married,24.0,3:Female
195070002,5:Widowed,67.0,3:Female
195070003,2:Married,34.0,3:Female
195070004,2:Married,45.0,3:Female
195070007,4:Divorced,40.0,1:Male
195075101,2:Married,35.0,1:Male
195080001,5:Widowed,79.0,3:Female
195080002,2:Married,48.0,3:Female
195090002,5:Widowed,54.0,3:Female
195090003,2:Married,44.0,3:Female
195090004,2:Married,31.0,3:Female
195090005,2:Married,28.0,3:Female
195090006,2:Married,26.0,3:Female
195090007,2:Married,33.0,1:Male
195090010,2:Married,29.0,1:Male
195100002,5:Widowed,54.0,3:Female
195100003,2:Married,33.0,1:Male
195100004,2:Married,28.0,1:Male
195100008,2:Married,31.0,3:Female
195105202,2:Married,21.0,3:Female
195110002,5:Widowed,62.0,3:Female
195110004,2:Married,33.0,3:Female
195110005,2:Married,31.0,3:Female
195110007,2:Married,24.0,1:Male
195114203,2:Married,40.0,1:Male
195115102,2:Married,25.0,3:Female
195120001,2:Married,68.0,1:Male
195120002,2:Married,62.0,3:Female
195120003,2:Married,44.0,3:Female
195120004,2:Married,42.0,3:Female
195120005,2:Married,40.0,3:Female
195120007,2:Married,32.0,1:Male
195120009,2:Married,48.0,1:Male
195123105,2:Married,45.0,1:Male
195124104,2:Married,27.0,3:Female
195140002,5:Widowed,57.0,3:Female
195150001,2:Married,65.0,1:Male
195150002,2:Married,61.0,3:Female
195150003,2:Married,40.0,1:Male
195150004,2:Married,35.0,3:Female
195150005,2:Married,33.0,1:Male
195150006,2:Married,31.0,1:Male
195150008,2:Married,26.0,3:Female
195150009,2:Married,36.0,3:Female
195150014,2:Married,25.0,3:Female
195150016,2:Married,23.0,1:Male
195155103,2:Married,25.0,3:Female
195160002,5:Widowed,71.0,3:Female
195160006,2:Married,38.0,3:Female
195160007,2:Married,36.0,3:Female
195160008,2:Married,33.0,1:Male
195160011,2:Married,30.0,3:Female
195164101,2:Married,36.0,1:Male
195170001,2:Married,54.0,1:Male
195170002,2:Married,45.0,3:Female
195170004,2:Married,27.0,1:Male
195174102,2:Married,24.0,3:Female
195180001,2:Married,56.0,1:Male
195180002,2:Married,53.0,3:Female
195180003,2:Married,35.0,1:Male
195184102,2:Married,35.0,3:Female
195190001,2:Married,55.0,1:Male
195190002,2:Married,54.0,3:Female
195190003,2:Married,32.0,3:Female
195190004,2:Married,28.0,1:Male
195190005,2:Married,26.0,3:Female
195190006,2:Married,23.0,1:Male
195190008,2:Married,36.0,3:Female
195190009,4:Divorced,37.0,3:Female
195190010,2:Married,21.0,3:Female
195190015,2:Married,36.0,1:Male
195190019,2:Married,34.0,1:Male
195190020,2:Married,24.0,1:Male
195195202,2:Married,26.0,3:Female
195195303,2:Married,21.0,3:Female
195200001,2:Married,60.0,1:Male
195200002,2:Married,43.0,3:Female
196020001,5:Widowed,65.0,3:Female
196030001,2:Married,75.0,1:Male
196030002,2:Married,70.0,3:Female
196030003,2:Married,37.0,3:Female
196030004,2:Married,33.0,1:Male
196030006,2:Married,33.0,3:Female
196033101,2:Married,43.0,1:Male
196040003,2:Married,33.0,3:Female
196040005,2:Married,32.0,1:Male
196050002,5:Widowed,59.0,3:Female
196050003,2:Married,33.0,3:Female
196054101,2:Married,36.0,1:Male
196060002,5:Widowed,89.0,3:Female
196070002,4:Divorced,34.0,1:Male
196070003,2:Married,32.0,3:Female
196070004,2:Married,29.0,3:Female
196070005,2:Married,55.0,3:Female
196070006,2:Married,56.0,1:Male
196080002,5:Widowed,86.0,3:Female
196080003,2:Married,49.0,3:Female
196080004,2:Married,39.0,3:Female
196080005,2:Married,31.0,1:Male
196080011,2:Married,42.0,3:Female
196083102,2:Married,42.0,1:Male
196085101,2:Married,57.0,1:Male
196090002,5:Widowed,74.0,3:Female
196090003,5:Widowed,35.0,1:Male
196100002,5:Widowed,87.0,3:Female
196100003,2:Married,48.0,1:Male
196100004,2:Married,48.0,3:Female
196110001,5:Widowed,53.0,3:Female
196110002,2:Married,41.0,1:Male
196110005,4:Divorced,31.0,3:Female
196110006,2:Married,36.0,3:Female
196114201,2:Married,41.0,1:Male
196120002,5:Widowed,75.0,3:Female
196120003,2:Married,38.0,1:Male
196120008,2:Married,34.0,3:Female
196130001,2:Married,63.0,1:Male
196130002,2:Married,57.0,3:Female
196130003,2:Married,34.0,3:Female
196134101,2:Married,34.0,1:Male
196140002,5:Widowed,78.0,3:Female
196150004,5:Widowed,47.0,3:Female
196150005,2:Married,26.0,3:Female
196150010,2:Married,30.0,1:Male
196160001,5:Widowed,71.0,3:Female
196160003,2:Married,37.0,1:Male
196160004,2:Married,46.0,1:Male
196160005,2:Married,34.0,3:Female
196160008,2:Married,32.0,3:Female
196170003,2:Married,71.0,1:Male
196170004,2:Married,72.0,3:Female
196170006,2:Married,39.0,1:Male
196180003,2:Married,46.0,1:Male
196183102,2:Married,41.0,3:Female
196200004,2:Married,36.0,3:Female
196200005,2:Married,34.0,1:Male
196230001,2:Married,68.0,1:Male
196230002,2:Married,62.0,3:Female
196230003,2:Married,38.0,3:Female
196230004,2:Married,34.0,1:Male
196234202,2:Married,21.0,3:Female
196240001,2:Married,80.0,1:Male
196240002,2:Married,75.0,3:Female
196240004,2:Married,51.0,1:Male
196240005,2:Married,26.0,1:Male
196240011,2:Married,51.0,3:Female
196243104,2:Married,36.0,3:Female
196245102,2:Married,27.0,3:Female
196245201,2:Married,51.0,1:Male
196250001,2:Married,86.0,1:Male
196250002,2:Married,77.0,3:Female
196250003,2:Married,50.0,3:Female
196250005,2:Married,54.0,1:Male
196250008,2:Married,55.0,1:Male
196250009,2:Married,52.0,3:Female
196260001,5:Widowed,61.0,3:Female
196270002,5:Widowed,79.0,3:Female
196270003,2:Married,41.0,3:Female
196270005,2:Married,42.0,1:Male
196275102,2:Married,59.0,3:Female
196275103,2:Married,59.0,1:Male
196280002,2:Married,66.0,3:Female
196280003,2:Married,29.0,1:Male
196280004,2:Married,58.0,1:Male
196280006,2:Married,32.0,3:Female
196290003,5:Widowed,57.0,3:Female
196300002,5:Widowed,89.0,3:Female
196300003,2:Married,56.0,1:Male
196300004,2:Married,48.0,3:Female
197010001,5:Widowed,83.0,1:Male
197010004,2:Married,53.0,1:Male
197010005,2:Married,49.0,3:Female
197020001,2:Married,67.0,1:Male
197020002,2:Married,55.0,3:Female
197020004,2:Married,31.0,1:Male
197024105,2:Married,26.0,3:Female
197030003,2:Married,39.0,1:Male
197030004,2:Married,37.0,1:Male
197030005,2:Married,31.0,1:Male
197030006,2:Married,38.0,3:Female
197030007,2:Married,33.0,3:Female
197035102,2:Married,22.0,3:Female
197040003,2:Married,45.0,1:Male
197040004,2:Married,44.0,1:Male
197040005,2:Married,41.0,1:Male
197040007,2:Married,40.0,3:Female
197043104,2:Married,37.0,3:Female
197044102,2:Married,41.0,3:Female
197050002,5:Widowed,61.0,3:Female
197050005,2:Married,29.0,3:Female
197050009,2:Married,32.0,1:Male
197060001,2:Married,55.0,1:Male
197060002,2:Married,53.0,3:Female
197080003,2:Married,48.0,1:Male
197090002,2:Married,49.0,1:Male
197100002,5:Widowed,80.0,3:Female
197100003,4:Divorced,60.0,3:Female
197100004,2:Married,48.0,1:Male
197101103,2:Married,45.0,3:Female
197110001,2:Married,68.0,1:Male
197110002,2:Married,67.0,3:Female
197110003,2:Married,40.0,1:Male
197115102,2:Married,29.0,3:Female
197120001,2:Married,55.0,1:Male
197120002,2:Married,50.0,3:Female
197120003,2:Married,27.0,3:Female
197124101,2:Married,35.0,1:Male
197130002,5:Widowed,79.0,3:Female
197130005,5:Widowed,49.0,3:Female
197130006,2:Married,25.0,3:Female
197130007,2:Married,46.0,3:Female
197130010,2:Married,46.0,1:Male
197134103,2:Married,29.0,1:Male
197140001,2:Married,67.0,1:Male
197140002,2:Married,54.0,3:Female
197140003,2:Married,26.0,3:Female
197145102,2:Married,26.0,1:Male
197150002,5:Widowed,62.0,3:Female
197150005,2:Married,35.0,3:Female
197150006,2:Married,28.0,3:Female
197150009,2:Married,29.0,1:Male
197155101,2:Married,34.0,1:Male
197160002,2:Married,39.0,3:Female
197160004,2:Married,29.0,3:Female
197163101,2:Married,49.0,1:Male
197170002,5:Widowed,71.0,3:Female
197170003,2:Married,43.0,1:Male
197170004,2:Married,30.0,3:Female
197170006,2:Married,45.0,3:Female
197175102,2:Married,29.0,1:Male
197180002,5:Widowed,73.0,3:Female
197190002,5:Widowed,74.0,3:Female
197200001,5:Widowed,60.0,1:Male
197200004,2:Married,36.0,3:Female
197200005,2:Married,33.0,3:Female
197200006,2:Married,30.0,1:Male
197200007,2:Married,28.0,1:Male
197200016,2:Married,30.0,3:Female
197200017,2:Married,26.0,3:Female
197201105,2:Married,32.0,1:Male
197205102,2:Married,33.0,1:Male
197210002,2:Married,46.0,1:Male
197210003,2:Married,41.0,3:Female
197210004,2:Married,43.0,3:Female
197213101,2:Married,47.0,1:Male
197220001,5:Widowed,81.0,3:Female
197220002,2:Married,46.0,3:Female
197220003,2:Married,54.0,1:Male
197230002,5:Widowed,55.0,3:Female
197230003,2:Married,49.0,1:Male
197230004,2:Married,44.0,3:Female
197240002,5:Widowed,68.0,3:Female
197240006,2:Married,39.0,3:Female
197250001,2:Married,66.0,1:Male
197250002,2:Married,54.0,3:Female
197250004,2:Married,30.0,3:Female
197250005,2:Married,27.0,1:Male
197250006,2:Married,29.0,3:Female
197253202,2:Married,27.0,1:Male
197260001,2:Married,63.0,1:Male
197260002,2:Married,60.0,3:Female
197260003,2:Married,37.0,1:Male
197260004,2:Married,29.0,3:Female
197264102,2:Married,38.0,3:Female
197264204,2:Married,32.0,1:Male
197280001,2:Married,60.0,1:Male
197280002,2:Married,55.0,3:Female
197280003,2:Married,32.0,3:Female
197280005,2:Married,25.0,3:Female
197285101,2:Married,35.0,1:Male
197290001,5:Widowed,78.0,3:Female
197300001,2:Married,64.0,1:Male
197300002,2:Married,54.0,3:Female
197300004,5:Widowed,32.0,3:Female
198010002,5:Widowed,73.0,3:Female
198010003,2:Married,36.0,1:Male
